word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
basin,bn:00071766n,"['lavabo', 'évier']","['Un lavabo est une vasque destinée à la toilette.', 'Récipient fait pour se laver, souvent fixé au mur.']","[('Un ___ est une vasque destinée à la toilette.', ('lavabo', 'évier'))]","[('Un ___ est une vasque destinée à la toilette.', ('lavabo', 'évier'))]","['Récipient fait pour se laver, souvent fixé au mur.']"
basket,bn:00008872n,['panier'],"[""Un panier est un objet tressé ou rigide servant à accueillir et à transporter des contenus divers formé d'une corbeille munie ou non d'une anse."", 'Objet servant à recueillir et à transporter des contenus.', 'Conteneur léger, en général rond et ouvert en haut avec le dessous applati.']","[(""Un ___ est un objet tressé ou rigide servant à accueillir et à transporter des contenus divers formé d'une corbeille munie ou non d'une anse."", ('panier',))]","[(""Un ___ est un objet tressé ou rigide servant à accueillir et à transporter des contenus divers formé d'une corbeille munie ou non d'une anse."", ('panier',))]","['Conteneur léger, en général rond et ouvert en haut avec le dessous applati.', 'Objet servant à recueillir et à transporter des contenus.']"
bath,bn:00008995n,"['salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'toilette']","[""Une salle de bains, ou salle de bain, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La salle de bains peut aussi comporter des toilettes."", ""Local où s'effectuent les opérations d'hygiène corporelle"", 'Pièce contenant une baignoire ou une douche et parfois un bidet ou des toilettes.']","[(""Une ___, ou salle de bain, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La ___ peut aussi comporter des toilettes."", ('salle de bains', 'Modèle:Autres langues', 'toilette')), (""Une salle de bains, ou ___, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La salle de bains peut aussi comporter des toilettes."", ('salle de bain', 'Modèle:Autres langues', 'toilette')), (""Une salle de bains, ou salle de ___, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un ___ ou une douche, se laver les mains ou le visage, se raser, etc. La salle de bains peut aussi comporter des toilettes."", ('bain', 'Modèle:Autres langues', 'toilette'))]","[(""Une ___, ou salle de bain, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La ___ peut aussi comporter des toilettes."", ('salle de bains', 'Modèle:Autres langues')), (""Une ___s, ou ___, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La ___s peut aussi comporter des toilettes."", ('salle de bain', 'Modèle:Autres langues')), (""Une salle de bains, ou salle de bain, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un bain ou une douche, se laver les mains ou le visage, se raser, etc. La salle de bains peut aussi comporter des ___s."", ('toilette', 'Modèle:Autres langues')), (""Une salle de ___s, ou salle de ___, est, dans un lieu d'habitation, une pièce dans laquelle peuvent être effectuées les opérations d'hygiène corporelle : prendre un ___ ou une douche, se laver les mains ou le visage, se raser, etc. La salle de ___s peut aussi comporter des toilettes."", ('bain', 'Modèle:Autres langues')), ('Pièce contenant une baignoire ou une douche et parfois un bidet ou des ___s.', ('toilette', 'Modèle:Autres langues', 'salle de bains', 'salle de bain', 'bain'))]","[""Local où s'effectuent les opérations d'hygiène corporelle""]"
bed,bn:00009472n,"['lit', 'couche']","['Un lit est un meuble utilisé principalement pour dormir, et donc généralement placé dans une chambre dont il est le meuble caractéristique.', ""Un meuble où dormir ou même simplement se reposer, par extension le nombre de lits est une unité de mesure mesurant la capacité d'accueil d'un établissement hospitalier."", 'Meuble utilisé principalement pour dormir', 'Meuble sur lequel on se couche pour dormir.']","[('Un ___ est un meuble utilisé principalement pour dormir, et donc généralement placé dans une chambre dont il est le meuble caractéristique.', ('lit', 'couche')), ('Meuble sur lequel on se ___ pour dormir.', ('couche', 'lit'))]","[(""Un meuble où dormir ou même simplement se reposer, par extension le nombre de ___s est une unité de mesure mesurant la capacité d'accueil d'un établissement hospitalier."", ('lit', 'couche')), ('Un ___ est un meuble utilisé principalement pour dormir, et donc généralement placé dans une chambre dont il est le meuble caractéristique.', ('lit', 'couche')), ('Meuble sur lequel on se ___ pour dormir.', ('couche', 'lit'))]",['Meuble utilisé principalement pour dormir']
bee,bn:00009524n,['abeille'],"[""Les abeilles forment un clade d'insectes hyménoptères de la super-famille des Apoïdes."", 'Insecte hyménoptère, espèces réparties dans différents groupes', 'Insecte hyménoptère ailé à rayures jaunes et noires, important pollinisateur qui se nourrit généralement de nectar.']",[],"[(""Les ___s forment un clade d'insectes hyménoptères de la super-famille des Apoïdes."", ('abeille',))]","['Insecte hyménoptère ailé à rayures jaunes et noires, important pollinisateur qui se nourrit généralement de nectar.', 'Insecte hyménoptère, espèces réparties dans différents groupes']"
bell,bn:00009728n,['sonnette'],"[""La sonnette ou sonnette de porte est un dispositif mécanique ou électrique placée à proximité du côté extérieur d'une porte d'entrée pour permettre aux visiteurs d'alerter les occupants de leur arrivée."", ""Dispositif de signalement de présence à l'entrée d'un bâtiment"", 'Bouton à appuyer sur la porte extérieure qui produit un signal sonore quand il est appuyé.']","[(""La ___ ou ___ de porte est un dispositif mécanique ou électrique placée à proximité du côté extérieur d'une porte d'entrée pour permettre aux visiteurs d'alerter les occupants de leur arrivée."", ('sonnette',))]","[(""La ___ ou ___ de porte est un dispositif mécanique ou électrique placée à proximité du côté extérieur d'une porte d'entrée pour permettre aux visiteurs d'alerter les occupants de leur arrivée."", ('sonnette',))]","['Bouton à appuyer sur la porte extérieure qui produit un signal sonore quand il est appuyé.', ""Dispositif de signalement de présence à l'entrée d'un bâtiment""]"
berry,bn:00010066n,"['baie', 'Petit fruit rouge', 'fruits rouges']","[""On regroupe sous le nom de fruits rouges, petits fruits, petits fruits rouges, fruits des bois ou encore baies un ensemble d'espèces de végétaux qui produisent une fructification comestible."", ""Fruit tendre qui se développe à partir d'un ovaire et contient des graines qui ne sont pas dans un noyau.""]","[(""On regroupe sous le nom de ___, petits fruits, petits ___, fruits des bois ou encore baies un ensemble d'espèces de végétaux qui produisent une fructification comestible."", ('fruits rouges', 'Petit fruit rouge', 'baie'))]","[(""On regroupe sous le nom de ___, petits fruits, petits ___, fruits des bois ou encore baies un ensemble d'espèces de végétaux qui produisent une fructification comestible."", ('fruits rouges', 'Petit fruit rouge')), (""On regroupe sous le nom de fruits rouges, petits fruits, petits fruits rouges, fruits des bois ou encore ___s un ensemble d'espèces de végétaux qui produisent une fructification comestible."", ('baie', 'Petit fruit rouge'))]","[""Fruit tendre qui se développe à partir d'un ovaire et contient des graines qui ne sont pas dans un noyau.""]"
bird,bn:00010605n,['oiseau'],"['Les oiseaux sont une classe de vertébrés tétrapodes caractérisée par la bipédie, des ailes, un plumage et un bec sans dents.', ""Classe d'animaux vertébré tétrapode ailé"", 'Animal vertébré bipède à sang chaud qui pond des œufs et ayant des ailes qui, pour la plupart des espèces, lui permet de voler.']",[],"[('Les ___x sont une classe de vertébrés tétrapodes caractérisée par la bipédie, des ailes, un plumage et un bec sans dents.', ('oiseau',))]","['Animal vertébré bipède à sang chaud qui pond des œufs et ayant des ailes qui, pour la plupart des espèces, lui permet de voler.', ""Classe d'animaux vertébré tétrapode ailé""]"
blade,bn:00011081n,"['épée', 'glaive', 'lame']","[""L’épée est une arme blanche à double tranchant composée d'une lame droite en métal pourvue le cas échéant d'une gouttière, d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau."", ""Arme blanche à double tranchant composée d'une lame droite en métal"", 'Arme à longue lame, avec une poignée (et parfois une garde) et conçue pour percer, couper ou lacérer.']","[(""L’___ est une arme blanche à double tranchant composée d'une lame droite en métal pourvue le cas échéant d'une gouttière, d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau."", ('épée', 'glaive')), (""L’épée est une arme blanche à double tranchant composée d'une ___ droite en métal pourvue le cas échéant d'une gouttière, d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau."", ('lame', 'glaive')), ('Arme à longue ___, avec une poignée (et parfois une garde) et conçue pour percer, couper ou lacérer.', ('lame', 'glaive', 'épée')), (""Arme blanche à double tranchant composée d'une ___ droite en métal"", ('lame', 'glaive', 'épée'))]","[(""L’___ est une arme blanche à double tranchant composée d'une lame droite en métal pourvue le cas échéant d'une gouttière, d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau."", ('épée', 'glaive')), (""L’épée est une arme blanche à double tranchant composée d'une ___ droite en métal pourvue le cas échéant d'une gouttière, d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau."", ('lame', 'glaive')), ('Arme à longue ___, avec une poignée (et parfois une garde) et conçue pour percer, couper ou lacérer.', ('lame', 'glaive', 'épée')), (""Arme blanche à double tranchant composée d'une ___ droite en métal"", ('lame', 'glaive', 'épée'))]",[]
board,bn:00021015n,"['comité', 'commission']","[""Groupe de personnes faisant partie d'un ensemble constitué, investi d'un pouvoir de surveillance, de décision""]",[],[],"[""Groupe de personnes faisant partie d'un ensemble constitué, investi d'un pouvoir de surveillance, de décision""]"
boat,bn:00011674n,"['bateau', 'nacelle', 'barque', 'canot']","[""Un bateau est un moyen de transport capable de flotter sur l'eau et de s'y déplacer, dirigé par ses occupants."", 'Avant tout une construction flottante.']","[(""Un ___ est un moyen de transport capable de flotter sur l'eau et de s'y déplacer, dirigé par ses occupants."", ('bateau', 'nacelle', 'barque', 'canot'))]","[(""Un ___ est un moyen de transport capable de flotter sur l'eau et de s'y déplacer, dirigé par ses occupants."", ('bateau', 'nacelle', 'barque', 'canot'))]",['Avant tout une construction flottante.']
bone,bn:00011999n,['os'],"[""Un os est un organe des Vertébrés, essentiellement constitué d'un tissu conjonctif solidifié qu'on appelle aussi os."", 'Tissu conjonctif solidifié', 'Matériau composite fait en grande partie de phosphate de calcium et de collagène, et qui constitue le squelette de la plupart des vertébrés.']","[(""Un ___ est un organe des Vertébrés, essentiellement constitué d'un tissu conjonctif solidifié qu'on appelle aussi ___."", ('os',))]","[(""Un ___ est un organe des Vertébrés, essentiellement constitué d'un tissu conjonctif solidifié qu'on appelle aussi ___."", ('os',))]","['Matériau composite fait en grande partie de phosphate de calcium et de collagène, et qui constitue le squelette de la plupart des vertébrés.', 'Tissu conjonctif solidifié']"
book,bn:00012059n,['livre'],"['Un livre est un document écrit formant unité et conçu comme tel, composé de pages reliées les unes aux autres.', 'Un ensemble de pages reliées entre elles et contenant des signes destinés à être lus.', 'Document écrit formé de pages reliées entre elles', 'Une collection de feuilles de papier reliées à la charnière sur un bord, contenant du matériel imprimé, images, etc.']","[('Un ___ est un document écrit formant unité et conçu comme tel, composé de pages reliées les unes aux autres.', ('livre',))]","[('Un ___ est un document écrit formant unité et conçu comme tel, composé de pages reliées les unes aux autres.', ('livre',))]","['Une collection de feuilles de papier reliées à la charnière sur un bord, contenant du matériel imprimé, images, etc.', 'Un ensemble de pages reliées entre elles et contenant des signes destinés à être lus.', 'Document écrit formé de pages reliées entre elles']"
boot,bn:00012166n,"['bottine', 'botte', 'soulier', 'chaussure']","[""La botte est une chaussure unisexe, dont la tige enferme la jambe et le pied jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : cuisse, genou ou mollet."", ""Une chaussure dont la tige enferme le pied et la jambe jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : jusqu'au mollet, jusqu'au genou ou jusqu'à la cuisse."", ""Une chaussure de sécurité qu'il faut porter pour conduire une moto."", 'Chaussure recouvrant une partie de la jambe.']","[(""Une ___ dont la tige enferme le pied et la jambe jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : jusqu'au mollet, jusqu'au genou ou jusqu'à la cuisse."", ('chaussure', 'bottine', 'soulier', 'botte')), (""La botte est une ___ unisexe, dont la tige enferme la jambe et le pied jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : cuisse, genou ou mollet."", ('chaussure', 'bottine', 'soulier')), (""La ___ est une chaussure unisexe, dont la tige enferme la jambe et le pied jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : cuisse, genou ou mollet."", ('botte', 'bottine', 'soulier')), (""Une ___ de sécurité qu'il faut porter pour conduire une moto."", ('chaussure', 'bottine', 'soulier', 'botte')), ('___ recouvrant une partie de la jambe.', ('chaussure', 'bottine', 'soulier', 'botte'))]","[(""Une ___ dont la tige enferme le pied et la jambe jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : jusqu'au mollet, jusqu'au genou ou jusqu'à la cuisse."", ('chaussure', 'bottine', 'soulier', 'botte')), (""La botte est une ___ unisexe, dont la tige enferme la jambe et le pied jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : cuisse, genou ou mollet."", ('chaussure', 'bottine', 'soulier')), (""La ___ est une chaussure unisexe, dont la tige enferme la jambe et le pied jusqu'à une hauteur qui dépend de l'usage auquel elle est destinée : cuisse, genou ou mollet."", ('botte', 'bottine', 'soulier')), (""Une ___ de sécurité qu'il faut porter pour conduire une moto."", ('chaussure', 'bottine', 'soulier', 'botte')), ('___ recouvrant une partie de la jambe.', ('chaussure', 'bottine', 'soulier', 'botte'))]",[]
bottle,bn:00012339n,['bouteille'],"['Une bouteille est un récipient généralement cylindrique à sa base et qui se resserre à son sommet.', 'Récipient généralement en verre et à goulot étroit, servant à contenir du liquide.']","[('Une ___ est un récipient généralement cylindrique à sa base et qui se resserre à son sommet.', ('bouteille',))]","[('Une ___ est un récipient généralement cylindrique à sa base et qui se resserre à son sommet.', ('bouteille',))]","['Récipient généralement en verre et à goulot étroit, servant à contenir du liquide.']"
