word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
cake,bn:00014609n,['cake'],"['Baked goods made from or based on a mixture of flour, sugar, eggs, and fat', 'Baked goods made from or based on a mixture of flour, sugar, eggs, and fat', 'Cake is a flour confection made from flour, sugar, and other ingredients and is usually baked.', 'Sweet, baked form of food.', 'Baked dessert', 'A rich, sweet, baked dessert, typically made with flour, eggs, sugar and butter.']","[('___ is a flour confection made from flour, sugar, and other ingredients and is usually baked.', ('cake',))]","[('___ is a flour confection made from flour, sugar, and other ingredients and is usually baked.', ('cake',))]","['A rich, sweet, baked dessert, typically made with flour, eggs, sugar and butter.', 'Baked goods made from or based on a mixture of flour, sugar, eggs, and fat', 'Sweet, baked form of food.', 'Baked dessert']"
camera,bn:00015008n,"['camera', 'photographic camera', 'still camera']","['Equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other)', 'Equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other)', 'A camera is an optical instrument used to capture and store images and videos, either digitally via an electronic image sensor, or chemically via a light-sensitive material such as photographic film.', 'Device to make photographs or movies.', 'Optical device for recording or transmitting photographic images or videos', 'Optical device for recording or transmitting photographic images or videos']","[('A ___ is an optical instrument used to capture and store images and videos, either digitally via an electronic image sensor, or chemically via a light-sensitive material such as photographic film.', ('camera', 'photographic camera', 'still camera'))]","[('A ___ is an optical instrument used to capture and store images and videos, either digitally via an electronic image sensor, or chemically via a light-sensitive material such as photographic film.', ('camera', 'photographic camera', 'still camera'))]","['Equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other)', 'Optical device for recording or transmitting photographic images or videos', 'Device to make photographs or movies.']"
card,bn:00015915n,"['identity card', 'identification card', 'card', 'ID card']","['A card certifying the identity of the bearer', 'A card certifying the identity of the bearer', 'A card for identifying the bearer, giving name, address, and other personal data.', 'A card or badge showing the official identity of the wearer.', 'Card or badge showing the official identity of the wearer.', 'A card or badge showing the official identity of the bearer.']","[('A ___ for identifying the bearer, giving name, address, and other personal data.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ or badge showing the official identity of the wearer.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ or badge showing the official identity of the bearer.', ('card', 'identification card', 'identity card', 'ID card')), ('___ or badge showing the official identity of the wearer.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ certifying the identity of the bearer', ('card', 'identification card', 'identity card', 'ID card'))]","[('A ___ for identifying the bearer, giving name, address, and other personal data.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ or badge showing the official identity of the wearer.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ or badge showing the official identity of the bearer.', ('card', 'identification card', 'identity card', 'ID card')), ('___ or badge showing the official identity of the wearer.', ('card', 'identification card', 'identity card', 'ID card')), ('A ___ certifying the identity of the bearer', ('card', 'identification card', 'identity card', 'ID card'))]",[]
cart,bn:00016292n,"['cart', 'handcart', 'go-cart', 'pushcart', 'ox-drawn cart']","['Wheeled vehicle that can be pushed by a person; may have one or two or four wheels', 'Wheeled vehicle that can be pushed by a person; may have one or two or four wheels', 'A cart or dray is a vehicle designed for transport, using two wheels and normally pulled by one or a pair of draught animals.', 'Two-wheeled vehicle or device designed for transport.', 'Simple vehicle designed for transport, mostly uniaxial', 'a two-wheeled vehicle, commonly without springs, drawn by mules, oxen, or the like, used for the conveyance of heavy goods.', 'A small, open, wheeled vehicle, drawn or pushed by a person or animal, more often used for transporting goods than passengers.', 'A cart designed to be pulled or pushed by hand (as opposed to with a beast of burden.).', 'A cart designed to be pulled or pushed by hand.', 'A small cart, normally with two or four wheels, that can be pushed by hand.', 'Small pushable cart.']","[('A ___ or dray is a vehicle designed for transport, using two wheels and normally pulled by one or a pair of draught animals.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A ___ designed to be pulled or pushed by hand (as opposed to with a beast of burden.).', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A small ___, normally with two or four wheels, that can be pushed by hand.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A ___ designed to be pulled or pushed by hand.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('Small pushable ___.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart'))]","[('A ___ or dray is a vehicle designed for transport, using two wheels and normally pulled by one or a pair of draught animals.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A ___ designed to be pulled or pushed by hand (as opposed to with a beast of burden.).', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A small ___, normally with two or four wheels, that can be pushed by hand.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('A ___ designed to be pulled or pushed by hand.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart')), ('Small pushable ___.', ('cart', 'ox-drawn cart', 'handcart', 'pushcart', 'go-cart'))]","['A small, open, wheeled vehicle, drawn or pushed by a person or animal, more often used for transporting goods than passengers.', 'a two-wheeled vehicle, commonly without springs, drawn by mules, oxen, or the like, used for the conveyance of heavy goods.', 'Wheeled vehicle that can be pushed by a person; may have one or two or four wheels', 'Simple vehicle designed for transport, mostly uniaxial', 'Two-wheeled vehicle or device designed for transport.']"
carriage,bn:00016241n,"['carriage', 'railroad car', 'railway carriage', 'rig', 'equipage']","['A vehicle with wheels drawn by one or more horses', 'A vehicle with wheels drawn by one or more horses', 'A carriage is a private four-wheeled vehicle for people and is most commonly horse-drawn.', 'Wheeled vehicle for carrying people, especially horse-drawn.', 'Generally horse-drawn means of transport', 'A railway vehicle that is drawn by a locomotive.', 'A wheeled vehicle, generally drawn by horse power.', 'Wheeled vehicle, generally drawn by horse power.', 'A type of horse-drawn carriage.', 'A type of horse-drawn carriage.']","[('A ___ is a private four-wheeled vehicle for people and is most commonly horse-drawn.', ('carriage', 'railway carriage', 'railroad car', 'equipage', 'rig')), ('A type of horse-drawn ___.', ('carriage', 'railway carriage', 'railroad car', 'equipage', 'rig'))]","[('A ___ is a private four-wheeled vehicle for people and is most commonly horse-drawn.', ('carriage', 'railway carriage', 'railroad car', 'equipage', 'rig')), ('A type of horse-drawn ___.', ('carriage', 'railway carriage', 'railroad car', 'equipage', 'rig'))]","['Wheeled vehicle for carrying people, especially horse-drawn.', 'A wheeled vehicle, generally drawn by horse power.', 'A vehicle with wheels drawn by one or more horses', 'A railway vehicle that is drawn by a locomotive.', 'Wheeled vehicle, generally drawn by horse power.', 'Generally horse-drawn means of transport']"
cat,bn:00016606n,"['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['Feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats', 'Feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats', 'The cat, commonly referred to as the domestic cat or house cat, is the only domesticated species in the family Felidae.', 'Domesticated mammal of the Felis catus species.', 'A domestic feline', 'Domesticated feline', 'A common four-legged animal (Felis silvestris) that is often kept as a household pet.', 'A cat that is hold as a pet.']","[('The cat, commonly referred to as the ___ or house cat, is the only domesticated species in the family Felidae.', ('domestic cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('The cat, commonly referred to as the domestic cat or ___, is the only domesticated species in the family Felidae.', ('house cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('The ___, commonly referred to as the domestic ___ or house ___, is the only domesticated species in the family Felidae.', ('cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('A ___ that is hold as a pet.', ('cat', 'domestic cat', 'kitty-cat', 'house cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss'))]","[('The cat, commonly referred to as the ___ or house cat, is the only domesticated species in the family Felidae.', ('domestic cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('The cat, commonly referred to as the domestic cat or ___, is the only domesticated species in the family Felidae.', ('house cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('The ___, commonly referred to as the domestic ___ or house ___, is the only domesticated species in the family Felidae.', ('cat', 'kitty-cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('Feline mammal usually having thick soft fur and no ability to roar: ___s; wildcats', ('domestic cat', 'kitty-cat', 'house cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('Feline mammal usually having thick soft fur and no ability to roar: domestic ___s; wildcats', ('cat', 'kitty-cat', 'house cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('Domesticated mammal of the Felis ___us species.', ('cat', 'domestic cat', 'kitty-cat', 'house cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss')), ('A ___ that is hold as a pet.', ('cat', 'domestic cat', 'kitty-cat', 'house cat', 'pussycat', 'true cat', 'pussy', 'kitty', 'puss'))]","['A common four-legged animal (Felis silvestris) that is often kept as a household pet.', 'Domesticated feline', 'A domestic feline']"
chain,bn:00017487n,"['concatenation', 'chain', 'Concatenation']","['A series of things depending on each other as if linked together', 'A series of things depending on each other as if linked together', 'The state of being linked together as in a chain.', 'A series of links united; a series or order of things depending on each other, as if linked together; a chain, a succession.', 'Series of links united.']","[('A series of links united; a series or order of things depending on each other, as if linked together; a ___, a succession.', ('chain', 'concatenation', 'Concatenation')), ('The state of being linked together as in a ___.', ('chain', 'concatenation', 'Concatenation'))]","[('A series of links united; a series or order of things depending on each other, as if linked together; a ___, a succession.', ('chain', 'concatenation', 'Concatenation')), ('The state of being linked together as in a ___.', ('chain', 'concatenation', 'Concatenation'))]","['A series of things depending on each other as if linked together', 'Series of links united.']"
cheese,bn:00018038n,"['cheese', 'YAMSHD']","['A solid food prepared from the pressed curd of milk', 'A solid food prepared from the pressed curd of milk', 'Cheese is a dairy product produced in wide ranges of flavors, textures, and forms by coagulation of the milk protein casein.', 'Dairy product usually made from the milk of cows, buffalo, goats or sheep.', 'A food derived from milk that is produced in a wide range of flavors, textures and forms', 'Yellow or white, creamy or solid food made from the pressed curds of milk', 'A curdled or cultured milk product.', 'A dairy product made from curdled or cultured milk.', 'Dairy product.']","[('___ is a dairy product produced in wide ranges of flavors, textures, and forms by coagulation of the milk protein casein.', ('cheese', 'YAMSHD'))]","[('___ is a dairy product produced in wide ranges of flavors, textures, and forms by coagulation of the milk protein casein.', ('cheese', 'YAMSHD'))]","['A food derived from milk that is produced in a wide range of flavors, textures and forms', 'Dairy product usually made from the milk of cows, buffalo, goats or sheep.', 'Yellow or white, creamy or solid food made from the pressed curds of milk', 'A solid food prepared from the pressed curd of milk', 'A dairy product made from curdled or cultured milk.', 'A curdled or cultured milk product.', 'Dairy product.']"
chest,bn:00018208n,['chest'],"['Box with a lid; used for storage; usually large and sturdy', 'Box with a lid; used for storage; usually large and sturdy', 'A chest is a form of furniture typically of a rectangular structure with four walls and a removable or hinged lid, used for storage, usually of personal items.', 'A piece of furniture used for storage', 'Type of furniture', 'type of furniture', 'Wikimedia list article', 'A generic large, strong container or box (most often made of wood or metal with a lid) that is commonly used to store clothes or toys.', 'A box, now usually a large strong box with a secure convex lid.', 'Strong box.']","[('A ___ is a form of furniture typically of a rectangular structure with four walls and a removable or hinged lid, used for storage, usually of personal items.', ('chest',))]","[('A ___ is a form of furniture typically of a rectangular structure with four walls and a removable or hinged lid, used for storage, usually of personal items.', ('chest',))]","['A generic large, strong container or box (most often made of wood or metal with a lid) that is commonly used to store clothes or toys.', 'A box, now usually a large strong box with a secure convex lid.', 'Box with a lid; used for storage; usually large and sturdy', 'A piece of furniture used for storage', 'Wikimedia list article', 'Type of furniture', 'type of furniture', 'Strong box.']"
chin,bn:00018426n,"['chin', 'mentum']","['The protruding part of the lower jaw', 'The protruding part of the lower jaw', 'The chin is the forward pointed part of the anterior mandible below the lower lip.', 'Lowermost part of the human face.', 'Facial feature', 'The bottom of the face, below the mouth.']","[('The ___ is the forward pointed part of the anterior mandible below the lower lip.', ('chin', 'mentum'))]","[('The ___ is the forward pointed part of the anterior mandible below the lower lip.', ('chin', 'mentum'))]","['The bottom of the face, below the mouth.', 'The protruding part of the lower jaw', 'Lowermost part of the human face.', 'Facial feature']"
church,bn:00018995n,"['church', 'church building']","['A place for public (especially Christian) worship', 'A place for public (especially Christian) worship', 'A church, church building, or church house is a building used for Christian worship services and other Christian religious activities.', 'A building for Christian religious activities', 'Building used for Christian worship', 'A building where Christian religious activities take place.', 'A Christian house of worship; a building where Christian religious services take place.', 'House of worship.']","[('A church, ___, or church house is a building used for Christian worship services and other Christian religious activities.', ('church building',)), ('A ___, ___ building, or ___ house is a building used for Christian worship services and other Christian religious activities.', ('church',))]","[('A church, ___, or church house is a building used for Christian worship services and other Christian religious activities.', ('church building',)), ('A ___, ___ building, or ___ house is a building used for Christian worship services and other Christian religious activities.', ('church',))]","['A Christian house of worship; a building where Christian religious services take place.', 'A building where Christian religious activities take place.', 'A place for public (especially Christian) worship', 'A building for Christian religious activities', 'Building used for Christian worship', 'House of worship.']"
circle,bn:00019169n,['circle'],"['Ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point', 'Ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point', 'A circle is a shape consisting of all points in a plane that are at a given distance from a given point, the centre.', 'Simple geometric shape.', 'Simple curve of Euclidean geometry', 'A two-dimensional, geometric shape that is made up of every point on a plane which is equidistant from the center. May be drawn with a pair of compasses.', 'A two-dimensional, geometric shape that is made up of every point on a plane which is equidistant from the centre. May be drawn with a pair of compasses.', 'A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from a given point (center).', 'Geometry: set of points that are equally distant from a center.']","[('A ___ is a shape consisting of all points in a plane that are at a given distance from a given point, the centre.', ('circle',))]","[('A ___ is a shape consisting of all points in a plane that are at a given distance from a given point, the centre.', ('circle',))]","['A two-dimensional, geometric shape that is made up of every point on a plane which is equidistant from the center. May be drawn with a pair of compasses.', 'A two-dimensional, geometric shape that is made up of every point on a plane which is equidistant from the centre. May be drawn with a pair of compasses.', 'A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from a given point (center).', 'Ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point', 'Geometry: set of points that are equally distant from a center.', 'Simple curve of Euclidean geometry', 'Simple geometric shape.']"
clock,bn:00019887n,['clock'],"['A timepiece that shows the time of day', 'A timepiece that shows the time of day', 'A clock or chronometer is a device used to measure and indicate time.', 'Instrument for measuring time.', 'Instrument that measures the passage of time', 'An instrument used to measure or keep track of time.', 'An instrument used to measure or keep track of time; a non-portable timepiece.', 'Instrument to measure or keep track of time.']","[('A ___ or chronometer is a device used to measure and indicate time.', ('clock',))]","[('A ___ or chronometer is a device used to measure and indicate time.', ('clock',))]","['An instrument used to measure or keep track of time; a non-portable timepiece.', 'An instrument used to measure or keep track of time.', 'Instrument that measures the passage of time', 'Instrument to measure or keep track of time.', 'A timepiece that shows the time of day', 'Instrument for measuring time.']"
cloud,bn:00020002n,['cloud'],"['A visible mass of water or ice particles suspended at a considerable altitude', 'A visible mass of water or ice particles suspended at a considerable altitude', 'In meteorology, a cloud is an aerosol consisting of a visible mass of miniature liquid droplets, frozen crystals, or other particles suspended in the atmosphere of a planetary body or similar space.', 'Visible mass of condensed droplets or frozen crystals suspended in the atmosphere.', 'Visible mass of liquid droplets or frozen crystals suspended in the atmosphere', 'Suspensions of minute water droplets or ice crystals produced by the condensation of water vapour.', 'A visible mass of water droplets suspended in the air.', 'Visible mass of water droplets suspended in the air.']","[('In meteorology, a ___ is an aerosol consisting of a visible mass of miniature liquid droplets, frozen crystals, or other particles suspended in the atmosphere of a planetary body or similar space.', ('cloud',))]","[('In meteorology, a ___ is an aerosol consisting of a visible mass of miniature liquid droplets, frozen crystals, or other particles suspended in the atmosphere of a planetary body or similar space.', ('cloud',))]","['Suspensions of minute water droplets or ice crystals produced by the condensation of water vapour.', 'Visible mass of condensed droplets or frozen crystals suspended in the atmosphere.', 'Visible mass of liquid droplets or frozen crystals suspended in the atmosphere', 'A visible mass of water or ice particles suspended at a considerable altitude', 'A visible mass of water droplets suspended in the air.', 'Visible mass of water droplets suspended in the air.']"
coat,bn:00047823n,"['jacket', 'coat']","['A short coat', 'A short coat', 'A jacket is a garment for the upper body, usually extending below the hips.', 'Clothing for the upper body', 'An outer garment covering the upper torso and arms.', 'A piece of clothing worn on the upper body outside a shirt or blouse, often waist length to thigh length.', 'Piece of clothing worn on the upper body outside a shirt or blouse.']","[('A ___ is a garment for the upper body, usually extending below the hips.', ('jacket', 'coat')), ('A short ___', ('coat', 'jacket'))]","[('A ___ is a garment for the upper body, usually extending below the hips.', ('jacket', 'coat')), ('A short ___', ('coat', 'jacket'))]","['A piece of clothing worn on the upper body outside a shirt or blouse, often waist length to thigh length.', 'Piece of clothing worn on the upper body outside a shirt or blouse.', 'An outer garment covering the upper torso and arms.', 'Clothing for the upper body']"
collar,bn:00005136n,"['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch']","['The act of apprehending (especially apprehending a criminal)', 'The act of apprehending (especially apprehending a criminal)', 'An arrest is the act of apprehending and taking a person into custody, usually because the person has been suspected of or observed committing a crime.', 'The act of apprehending a person and taking them into custody, usually because they have been suspected of committing or planning a crime.', 'The act of seizing or taking by legal process; arrest.', 'Arrest.', 'The process of arresting a criminal, suspect etc.']","[('An ___ is the act of apprehending and taking a person into custody, usually because the person has been suspected of or observed committing a crime.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch')), ('The act of seizing or taking by legal process; ___.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch')), ('___.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch'))]","[('An ___ is the act of apprehending and taking a person into custody, usually because the person has been suspected of or observed committing a crime.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch')), ('The act of seizing or taking by legal process; ___.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch')), ('The process of ___ing a criminal, suspect etc.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch')), ('___.', ('arrest', 'taking into custody', 'apprehension', 'collar', 'catch', 'pinch'))]","['The act of apprehending a person and taking them into custody, usually because they have been suspected of committing or planning a crime.', 'The act of apprehending (especially apprehending a criminal)']"
comb,bn:00020849n,['comb'],"['A flat device with narrow pointed teeth on one edge; disentangles or arranges hair', 'A flat device with narrow pointed teeth on one edge; disentangles or arranges hair', 'A comb is a tool consisting of a shaft that holds a row of teeth for pulling through the hair to clean, untangle, or style it.', 'Toothed device used for straightening and cleaning hair or fibers.', 'Plural form']","[('A ___ is a tool consisting of a shaft that holds a row of teeth for pulling through the hair to clean, untangle, or style it.', ('comb',))]","[('A ___ is a tool consisting of a shaft that holds a row of teeth for pulling through the hair to clean, untangle, or style it.', ('comb',))]","['A flat device with narrow pointed teeth on one edge; disentangles or arranges hair', 'Toothed device used for straightening and cleaning hair or fibers.', 'Plural form']"
cord,bn:00022592n,"['corduroy', 'cord']","['A cut pile fabric with vertical ribs; usually made of cotton', 'A cut pile fabric with vertical ribs; usually made of cotton', 'Corduroy is a textile with a distinctively raised ""cord"" or wale texture.', 'Woven fabric.', 'Durable woven fabric with warp-wise stripes of cut pile', 'A heavy fabric, usually made of cotton, with vertical ribs.']","[('___ is a textile with a distinctively raised ""cord"" or wale texture.', ('corduroy',)), ('Corduroy is a textile with a distinctively raised ""___"" or wale texture.', ('cord',))]","[('___ is a textile with a distinctively raised ""cord"" or wale texture.', ('corduroy',)), ('___uroy is a textile with a distinctively raised ""___"" or wale texture.', ('cord',))]","['A cut pile fabric with vertical ribs; usually made of cotton', 'A heavy fabric, usually made of cotton, with vertical ribs.', 'Durable woven fabric with warp-wise stripes of cut pile', 'Woven fabric.']"
cow,bn:00012273n,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows']","['Domesticated bovine animals as a group regardless of sex or age', 'Domesticated bovine animals as a group regardless of sex or age', 'Cattle are large, domesticated, bovid ungulates.', 'Most common type of large domesticated ungulates.', 'A species of cattle', 'Species of mammal', 'Large, domesticated, cloven-hooved herbivores', 'Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.', 'Any domestic bovine regardless of sex or age.', 'Domesticated bovine animals (cows, bulls, steers etc).', 'Domesticated bovine animals.']","[('Domesticated bovine animals, including ___, steers and bulls, raised and bred on a ranch or farm.', ('cows', 'Bos taurus', 'cattle', 'kine', 'oxen', 'cow')), ('Domesticated bovine animals (___, bulls, steers etc).', ('cows', 'Bos taurus', 'cattle', 'kine', 'oxen', 'cow')), ('___ are large, domesticated, bovid ungulates.', ('cattle', 'Bos taurus', 'kine', 'oxen', 'cows', 'cow')), ('A species of ___', ('cattle', 'Bos taurus', 'kine', 'oxen', 'cows', 'cow'))]","[('Domesticated bovine animals, including ___, steers and bulls, raised and bred on a ranch or farm.', ('cows', 'Bos taurus', 'cattle', 'kine', 'oxen')), ('Domesticated bovine animals, including ___s, steers and bulls, raised and bred on a ranch or farm.', ('cow', 'Bos taurus', 'cattle', 'kine', 'oxen')), ('Domesticated bovine animals (___, bulls, steers etc).', ('cows', 'Bos taurus', 'cattle', 'kine', 'oxen')), ('Domesticated bovine animals (___s, bulls, steers etc).', ('cow', 'Bos taurus', 'cattle', 'kine', 'oxen')), ('___ are large, domesticated, bovid ungulates.', ('cattle', 'Bos taurus', 'kine', 'oxen', 'cows', 'cow')), ('A species of ___', ('cattle', 'Bos taurus', 'kine', 'oxen', 'cows', 'cow'))]","['Domesticated bovine animals as a group regardless of sex or age', 'Most common type of large domesticated ungulates.', 'Large, domesticated, cloven-hooved herbivores', 'Any domestic bovine regardless of sex or age.', 'Domesticated bovine animals.', 'Species of mammal']"
cup,bn:00024410n,"['cup', 'standing cup', 'cup with stem', 'drinking glass']","['A small open container usually used for drinking; usually has a handle', 'A small open container usually used for drinking; usually has a handle', 'A cup is an open-top container used to hold liquids for pouring or drinking.', 'Small open container used for drinks.', 'Open bowl-shaped vessel atop a stem, used chiefly for drinking, often having one handle', 'vessel for liquids', 'Goblet widespread in German areas, usually made with a cover and often made of glass or silver, usually intended for presentation or other ceremonial purposes', 'Goblet usually made with a cover and often made of metal, usually intended for presentation or other ceremonial purposes', 'Vessel made of glass used for drinking liquids', 'Vessel made of glass used for drinking liquids', 'A concave vessel for holding liquid, generally adorned with either a handle or a stem', 'The contents of said vessel; a cupful.']","[('A ___ is an open-top container used to hold liquids for pouring or drinking.', ('cup', 'drinking glass', 'cup with stem', 'standing cup'))]","[('A ___ is an open-top container used to hold liquids for pouring or drinking.', ('cup', 'drinking glass', 'cup with stem', 'standing cup')), ('The contents of said vessel; a ___ful.', ('cup', 'drinking glass', 'cup with stem', 'standing cup'))]","['Goblet widespread in German areas, usually made with a cover and often made of glass or silver, usually intended for presentation or other ceremonial purposes', 'Goblet usually made with a cover and often made of metal, usually intended for presentation or other ceremonial purposes', 'Open bowl-shaped vessel atop a stem, used chiefly for drinking, often having one handle', 'A concave vessel for holding liquid, generally adorned with either a handle or a stem', 'A small open container usually used for drinking; usually has a handle', 'Vessel made of glass used for drinking liquids', 'Small open container used for drinks.', 'vessel for liquids']"
curtain,bn:00024534n,"['curtain', 'drapery', 'drape', 'mantle', 'pall', 'altar cloth']","['Hanging cloth used as a blind (especially for a window)', 'Hanging cloth used as a blind (especially for a window)', 'A curtain is a piece of cloth or other material intended to block or obscure light, air drafts, or water.', 'Piece of cloth intended to block or obscure light or similar.', 'Cloth used to block out light', 'A piece of cloth covering a window to keep the sun from shining inside.', 'A decorative cloth that is used to cover the top, front, and sides of an altar.', 'A piece of cloth covering a window, bed, etc. to offer privacy and keep out light.', 'Piece of cloth covering a window.', 'A curtain; a drapery.', 'A piece of cloth, hung vertically as a curtain; a drape.', 'Countable: a piece of cloth, hung vertically as a curtain.', 'A cloth used for various purposes on the altar in a church, such as a corporal (“cloth on which elements of the Eucharist are placed”) or frontal (“drapery covering the front of an altar”).']","[('A cloth used for various purposes on the altar in a church, such as a corporal (“cloth on which elements of the Eucharist are placed”) or frontal (“___ covering the front of an altar”).', ('drapery', 'altar cloth', 'curtain', 'mantle', 'drape', 'pall')), ('A ___ is a piece of cloth or other material intended to block or obscure light, air drafts, or water.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'drape', 'pall')), ('Countable: a piece of cloth, hung vertically as a ___.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'drape', 'pall')), ('A piece of cloth, hung vertically as a ___; a drape.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'pall')), ('A piece of cloth, hung vertically as a curtain; a ___.', ('drape', 'altar cloth', 'drapery', 'mantle', 'pall')), ('A ___; a drapery.', ('curtain', 'altar cloth', 'mantle', 'drape', 'pall')), ('A curtain; a ___.', ('drapery', 'altar cloth', 'mantle', 'drape', 'pall'))]","[('A cloth used for various purposes on the altar in a church, such as a corporal (“cloth on which elements of the Eucharist are placed”) or frontal (“___ covering the front of an altar”).', ('drapery', 'altar cloth', 'curtain', 'mantle', 'pall')), ('A cloth used for various purposes on the altar in a church, such as a corporal (“cloth on which elements of the Eucharist are placed”) or frontal (“___ry covering the front of an altar”).', ('drape', 'altar cloth', 'curtain', 'mantle', 'pall')), ('A ___ is a piece of cloth or other material intended to block or obscure light, air drafts, or water.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'drape', 'pall')), ('Countable: a piece of cloth, hung vertically as a ___.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'drape', 'pall')), ('A piece of cloth, hung vertically as a ___; a drape.', ('curtain', 'altar cloth', 'drapery', 'mantle', 'pall')), ('A piece of cloth, hung vertically as a curtain; a ___.', ('drape', 'altar cloth', 'drapery', 'mantle', 'pall')), ('A ___; a drapery.', ('curtain', 'altar cloth', 'mantle', 'pall')), ('A curtain; a ___.', ('drapery', 'altar cloth', 'mantle', 'pall')), ('A curtain; a ___ry.', ('drape', 'altar cloth', 'mantle', 'pall'))]","['A piece of cloth covering a window, bed, etc. to offer privacy and keep out light.', 'A decorative cloth that is used to cover the top, front, and sides of an altar.', 'A piece of cloth covering a window to keep the sun from shining inside.', 'Piece of cloth intended to block or obscure light or similar.', 'Hanging cloth used as a blind (especially for a window)', 'Piece of cloth covering a window.', 'Cloth used to block out light']"
