word_original,synset,senses,definitions
bell,bn:00009728n,"['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['Een deurbel is een instrument om aan te geven dat er bezoekers aan de voordeur van bijvoorbeeld een woning staan.', 'instrument', 'Een drukknop aan een buitendeur die een rinkelend of zoemend geluid afgeeft als erop wordt gedrukt.']"
berry,bn:00010066n,"['bes', 'bosvruchten']",['Zacht vruchtje ontwikkeld uit een bovenliggend stammetje met zaadjes die niet in pitjes zitten.']
bird,bn:00010605n,"['vogel', 'vogels', 'Eu-', 'vogeltje']","['Vogels zijn een klasse van warmbloedige, gewervelde dieren die gekenmerkt worden door het bezit van veren, een hol maar sterk skelet en aangepaste voorste ledematen die hen in beginsel het vermogen geven te vliegen.', 'Een dierklasse met de kenmerkende eigenschap dat ze vleugels hebben met veren', 'Ieder type warmbloedige gevederde, samen de klasse Aves.']"
blade,bn:00011081n,"['zwaard', 'degen']","['Het zwaard is een gevechtswapen.', 'Een gevechtswapen', 'Wapen', 'Een langbladig wapen, met een handgreep (en soms een gevest) dat ontworpen werd om te steken, te snijden en te houwen.']"
board,bn:00021015n,"['comité', 'commissie', 'kamer', 'cie', 'college']","['Een commissie is een aangewezen groep mensen met een bepaalde, al dan niet van hogerhand opgelegde taak die zij gezamenlijk uit proberen te voeren.', 'Een groep personen bijeengebracht voor het bereiken van een bepaald doel als regel met formele afspraken.']"
boat,bn:00011674n,"['boot', 'schip']","['Een boot is een relatief klein watervaartuig.', 'klein watervaartuig']"
bone,bn:00011999n,"['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['Bot is een hard beenweefsel dat aanwezig is bij veel dieren zoals bij de mens.', 'Een onderdeel van het skelet', 'Orgaan van hard weefsel dat steun geeft aan wekere delen en dat de vitale organen beschermt', 'Een samengesteld materiaal dat grotendeels uit calciumfosfaat en collageen bestaat en waaruit het skelet van de meeste gewervelde dieren bestaat.']"
book,bn:00012059n,"['boek', 'boeken', 'album', 'boekwerk', 'boekje']","['Het boek is een veelgebruikte manier om informatie vast te leggen in de vorm van tekst en afbeeldingen op gebundeld papier en om deze informatie weer te geven, op te slaan en te verspreiden.', 'Informatiedrager bedoeld om door een mens te worden gelezen', 'Informatiedrager, gedrukt, op papier geschreven of digitaal', 'Een verzameling vellen papier samengebonden om te scharnieren aan een rand, waaraan gedrukte of geschreven materiaal, beelden, etc.']"
boot,bn:00012166n,"['laars', 'bot', 'laarsje']","['Een laars is een bepaald type schoeisel met een hoge schacht, doorgaans uit leer vervaardigd, maar ook rubber en kunststoffen worden toegepast.', 'Een bepaald type schoeisel', 'Een schoen die een deel van het been bedekt.']"
bottle,bn:00012339n,['fles'],"['Een fles is een langwerpig, meestal rond vat van glas, kunststof, aardewerk of metaal, waarin over het algemeen vloeistoffen worden bewaard.', 'Container voor vloeistoffen', 'Een vat, meestal gemaakt van glas en met een taps toelopende hals, gebruikt voor het bewaren van vloeistoffen.']"
box,bn:00012524n,"['dozen', 'doos', 'bak']","['Een doos is een afsluitbaar object waar iets in wordt opgeborgen of verpakt.', 'Meervoudsvorm van doos']"
boy,bn:00012569n,"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen']","['Een jongen is een mannelijk persoon, in het algemeen een kind.', 'Een mannelijk persoon, in het algemeen een kind', 'kind van het mannelijk geslacht', 'Een jong mannelijke persoon, meestal een kind of tiener.']"
brain,bn:00012681n,"['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede']","['Het verstand is het vermogen om logisch te redeneren en is noodzakelijk om te kunnen leren.', 'Nous is de Oudgriekse term voor geest of intellect.', 'Het goed gebruik van de hersenen', 'filosofisch concept voor geest of intellect']"
brake,bn:00012710n,"['rem', 'remmen']","['Een rem is een inrichting om bewegende voorwerpen tot stilstand te brengen.', 'Een inrichting om bewegende voorwerpen tot stilstand te brengen', 'Een apparaat gebruikt om de snelheid van voertuig te een verminderen.']"
branch,bn:00029676n,"['economie', 'politieke economie']","['Politieke economie is een interdisciplinaire sociale wetenschap die vraagstukken benadert met methoden uit de economie, politicologie en sociologie.', 'Economie is een wetenschap die zich bezighoudt met de keuzes die mensen maken bij de productie, distributie en consumptie van goederen en diensten.', 'De wetenschap die zich bezighoudt met de voortbrenging en verdeling van schaarse goederen en diensten', 'economie als politieke vakwetenschap', 'Wetenschap die zich bezighoudt met de produktie, distributie en consumptie van goederen en diensten', 'De sociale studie van de productie, verdeling en consumptie van rijkdom.']"
brick,bn:00013047n,"['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']","['Een baksteen is een kunstmatige steen, uit klei gebakken, voor de constructie van onder meer muren of voor het toepassen in bestratingen.', 'Uit klei gebakken constructiemateriaal', 'uit klei gebakken constructiemateriaal', 'Bouwmateriaal gewoonlijk van klei, gevormd als een rechthoekig blok en gebakken of gebrand in een steenoven.']"
bridge,bn:00013077n,"['brug', 'lijst van Romeinse bruggen']","['Een brug is een bouwwerk of constructie als vaste of beweegbare verbinding voor het verkeer over een hindernis zonder de doorgang onder de verbinding te belemmeren.', 'Een verbinding tussen twee punten die gescheiden zijn door een rivier, dal, weg of ander overbrugbaar obstakel', 'Structuur die doorgang biedt door een weg, spoorlijn, rivier of ander obstakel te overspannen', 'Een structuur die overspant en doorgang biedt over een weg, spoorlijn, rivier of een ander obstakel.']"
brush,bn:00013489n,"['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['Een borstel is een gebruiksvoorwerp dat bestaat uit een bundel of bundels haren of vezels die in een houder of aan een blad van hout of een andere stof zijn vastgehecht.', 'Een bundel haren of vezels, waarmee over een oppervlak geveegd kan worden', 'Gereedschap', 'Een instrument met handvat en kop met meerdere min of meer buigzame haren in gebruik om het haar te fatsoeneren.']"
bucket,bn:00013590n,['emmer'],"['Een emmer is een waterdicht vat dat aan een hengsel gedragen en meestal gebruikt wordt voor het vervoer van vloeistoffen.', 'Een gebruiksvoorwerp om los goed of vloeistoffen in te vervoeren', 'Een recipiënt van onbuigzaam materiaal gemaakt, heel vaak voorzien van een hengsel, voor het dragen van vloeistoffen of kleine zaken.']"
bulb,bn:00013745n,"['gloeilamp', 'elektrisch licht', 'peer']","['Elektrisch licht is licht dat door elektriciteit opgewekt wordt.', 'Een gloeilamp is een lichtbron waarbij in een zuurstofarme glazen bol een gloeidraad door een elektrische stroom van een spanningsbron wordt verhit zodat deze licht gaat uitstralen.', 'Kunstmatige lichtbron', 'Met glas omhulde gloeidraden die in een lampenfitting gedraaid  na stroomtoevoer licht geven.']"
button,bn:00014305n,['knoop'],"['Een knoop aan een kledingstuk is een middel om het kledingstuk te sluiten, zodat het gemakkelijk is aan en uit te trekken en toch goed om het lichaam valt.', 'Een middel om een kledingstuk te sluiten', 'Kleding', 'Een bevestigingsmiddel bestaande uit een bolletje of schijfje dat men door een sleuf in de te bevestigen stof schuift.']"
cake,bn:00014609n,"['cake', 'taart']","['Een taart is een meestal cirkelvormig en vaak zoet baksel dat in veel landen voornamelijk wordt gegeten tijdens feestelijkheden, bijvoorbeeld bij het vieren van een verjaardag.', 'Baksel, meestal zoet, voornamelijk gegeten tijdens feestelijkheden', 'Een rijk, zoet, gebakken dessert, meestal gemaakt met bloem, eieren, suiker en boter.']"
camera,bn:00015008n,"['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']","['Een camera is in ruime zin een apparaat dat een invallend lichtsignaal omzet naar een chemische blauwdruk of een elektronisch signaal.', 'Een fotocamera is een apparaat waarmee fotografische afbeeldingen kunnen worden gemaakt en opgeslagen.']"
card,bn:00015915n,"['identiteitsbewijs', 'legitimatiebewijs', 'identiteitskaart', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']","['Een kaart voor het identificeren van de drager, gevende naam, adres en andere persoonlijke gegevens.']"
cart,bn:00016292n,"['kar', 'handkar', 'ossenwagen', 'handwagen', 'skelter', 'trapauto']","['Een kar is een vervoermiddel op twee of soms op drie wielen.', 'Een type voertuig', 'Voertuig met een as en twee wielen']"
carriage,bn:00016241n,"['wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'koets', 'break', 'brik', 'janplezier']","['rijtuig getrokken door paarden', 'Een rijtuig dat op rails rijdt en door een locomotief getrokken wordt.']"
cat,bn:00016606n,"['kat', 'huiskat']","['De kat of huiskat is een van de oudste huisdieren van de mens.', 'Een huisdier', 'Een mannetjeskat', 'Huisdier', 'Een bekend vierpotig dier (Felis silvestris) dat vaak als huisdier gehouden wordt.']"
chain,bn:00017487n,['aaneenschakeling'],['De staat van verbonden te zijn zoals in een keten.']
cheese,bn:00018038n,['kaas'],"['Kaas is een zuivelproduct met een vaste structuur dat gemaakt is van melk.', 'Een voedingsmiddel gemaakt van melk', 'Voedingsmiddel', 'Een gestremd of bewerkt melkprodukt.']"
chest,bn:00018208n,['kist'],"['Een kist is een bak, meestal van hout of kunststof of een ander stevig materiaal om dingen in te bewaren of te vervoeren.', 'Een houten doos', 'Verpakking', 'verpakking', 'Wikimedia-lijst', 'Een groot en sterk vat of doos (veelal gemaakt van hout of metaal met een deksel) vaak in gebruik om kleding of speelgoed op te slaan.']"
chin,bn:00018426n,"['kin', 'kinnebak']","['De kin is het onderste gedeelte van het gezicht.', 'Het onderste gedeelte van het gezicht', 'De onderkant van het gezicht, onder de mond.']"
church,bn:00018995n,"['kerk', 'kerkgebouw', 'godshuis']","['Een kerkgebouw of kerk is een gebouw waar christenen hun godsdienstoefeningen houden.', 'Gebouw bestemd voor openbare christelijke erediensten of vieringen', 'Een gebouw waar christelijke godsdienstige activiteiten plaats vinden.']"
circle,bn:00019169n,"['kring', 'cirkel']","['In de meetkunde is een cirkel een tweedimensionale figuur die wordt gevormd door alle punten die dezelfde afstand tot een bepaald punt hebben.', 'Een tweedimensionale, geometrische vorm die vanuit uit elk punt in een vlak eenzelfde afstand tot het centrum heeft. Kan met een passer getekend worden.']"
clock,bn:00019887n,"['uurwerk', 'klok', 'horloge', 'teller', 'klokken', 'kilometerteller']","['Een klok of uurwerk is een toestel dat de tijd van de dag aangeeft.', 'Uurwerk, instrument waarmee de tijd wordt gemeten', 'Een instrument om de tijd te meten en lezen', 'Een instrument om tijd mee te meten of bij te houden.']"
cloud,bn:00020002n,['wolk'],"['Een wolk is een zichtbare verzameling – al dan niet onderkoelde – waterdruppeltjes of ijskristalletjes in de atmosfeer op enige hoogte boven het aardoppervlak.', 'Een samenhangende verzameling van merendeels zwevende waterdruppeltjes en/of ijskristalletjes', 'Suspensie van zeer kleine water druppels of ijskristallen voortgekomen uit de condensatie van waterdamp.']"
coat,bn:00047823n,"['jas', 'jack']","['Over de bovenkleding gedragen kledingstuk ter bescherming tegen kou en regen', 'Bovenkleding bedekkend het bovenlichaam en de armen.']"
collar,bn:00005136n,"['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']","['Een aanhouding of arrestatie is het ontnemen van de bewegingsvrijheid van een persoon door politiediensten of, in geval van heterdaad, door burgers.']"
comb,bn:00020849n,"['kam', 'schilderskam']","['Een kam is een verzorgingsinstrument hoofdzakelijk bedoeld om de haren in een gewenste coupe te kammen.', 'Een verzorgingsinstrument voor het haar']"
cord,bn:00022592n,"['ribfluweel', 'corduroy', 'Corduroy', 'koordfluweel', 'tinneroy', 'rips']","['Corduroy is een geribbelde geweven stof die ook ribfluweel of ribcord genoemd wordt.', 'Een weefstof die ook bekendstaat als manchester', 'Een zwaar weefsel, gewoonlijk van katoen gemaakt, met verticale ribbeltjes.']"
cow,bn:00012273n,"['rundvee', 'rund', 'runderen', 'Bos taurus', 'beesten', 'vee', 'Bos primigenius taurus']","['Het rund, ook wel huisrund genaamd, is een evenhoevige uit het geslacht Bos van de familie der holhoornigen.', 'Taxon', 'Dier van het genus bos taurus', 'Gedomesticeerde runderen, koeien stieren en ossen inbegrepen, gefokt en grootgebracht op een ranch of boerderij.']"
cup,bn:00024410n,"['kop', 'tas', 'drinkglas', 'bokaal', 'beker op voet', 'bak', 'beker']","['Een bokaal is een grote drinkbeker of kom van metaal, hout, klei, glas of ander materiaal met een wijde mond en een voet, die gebruikt wordt sinds de middeleeuwen.', 'Een drinkglas is een hol glazen voorwerp om uit te drinken.', 'Hol glazen voorwerp om uit te drinken', 'Een concaaf recipiënt voor vloeistof, gewoonlijk voorzien van ofwel een oor of een steel.']"
curtain,bn:00024534n,"['gordijn', 'voorhangsel', 'lijkkleed', 'doek']","['Een gordijn is een doek dat wordt gebruikt om iets af te schermen of te verbergen.', 'Lap die wordt gebruikt om iets af te schermen', 'Afscherming', 'Een stuk doek dat een raam bedekt om te beletten dat de zon binnen schijnt.']"
cushion,bn:00024564n,"['schokbreker', 'schokdemper', 'schok', 'kussen']","['Een schokdemper, of schokbreker is een apparaat dat onder meer in de wielophanging van een voertuig zit om de werking van de vering te dempen.', 'Mechanisch apparaat onworpen om enige plotselinge schokimpuls te verzachten of op te vangen en kinetische energie te verstrooien; bestaat doorgaans uit een spiraalveer en een cilinder met daarin een hydraulische vloeistof', 'Mechanisch apparaat onworpen om enige plotselinge schokimpuls te verzachten of op te vangen en kinetische energie te verstrooien; bestaat doorgaans uit een spiraalveer en een cilinder met daarin een hydraulische vloeistof.']"
dog,bn:00015267n,"['hond', 'Canis lupus familiaris', 'joekel']","['De hond is een roofdier uit de familie van de hondachtigen, en een gedomesticeerde ondersoort van de wolf.', 'Het bekende huisdier', 'Een huisdier.', 'Een huisdier Canis lupus familiaris', 'Ondersoort uit de soort wolf', 'Een bekend vierpotig dier (Canis familiaris), in het bijzonder gehouden door mensen als huisdier, voor de jacht of om dingen te bewaken.']"
door,bn:00028247n,"['poort', 'portier', 'deur']",['Een deur is een beweegbaar element ter afsluiting van een toegang tot een ruimte.']
drain,bn:00034158n,"['deur', 'poort', 'veldeffecttransistor']","['Een veldeffecttransistor, meestal aangeduid als FET, is een unipolaire transistor met gewoonlijk drie aansluitingen: de source, de drain en de gate.', 'Halfgeleiderscomponent']"
drawer,bn:00028639n,"['afbeelding', 'tekening', 'tekenkunst']","['Een tekening is een duurzame neerslag van tekenmateriaal op een drager.', 'Geheel van getekende lijnen of vlakken', 'De gedetailleerde reproductie van een persoon of voorwerp.']"
dress,bn:00006125n,"['kledij', 'kledingstuk', 'kleren', 'kleding', 'goed']","['Het dragen van kleding in het algemeen of van speciaal ontworpen kleding kan diverse redenen hebben: Het bieden van bescherming tegen koude, warmte en/of zonnestraling.', 'Alle bedekking ontworpen voor het dragen op het lichaam van een persoon.']"
drop,bn:00028709n,"['druppel', 'regendruppel', 'val', 'afgrond', 'vallen', 'drup', 'parel', 'drop']","['Een druppel is een kleine hoeveelheid vloeistof, zodanig dat de vloeistof nog net een bolvorm aanneemt als die vloeistof volledig is omhuld door een vrij oppervlak.', 'Kleine hoeveelheid vloeistof', 'Een erg kleine hoeveelheid van een vloeistof die de vorm van een bol heeft aangenomen.']"
ear,bn:00029372n,"['oor', 'oren', 'gehoororgaan']","['Het oor, Latijn: auris, is een orgaan waarmee geluidsgolven worden opgevangen om door de hersenen als geluid te worden ervaren.', 'Het gehoororgaan, als verkleinwoord', 'Orgaan voor evenwicht en geluidswaarneming', 'Het orgaan om mee te horen, bestaande uit het buitenoor, het gehoorkanaal, het trommelvlies, hamer, aambeeld, stijgbeugel en het slakkenhuis.']"
egg,bn:00029914n,"['ei', 'kippenei']","['Een ei is een voedingsmiddel, dat vanouds veel door mensen wordt gegeten.', 'Een dierlijk product dat dient als voedingsmiddel voor de mens', 'Eetbaar legsel van een vogel', 'Ei van gedomesticeerde vogels, meestal gewone hennen, beschouwd als voedsel.']"
engine,bn:00030850n,"['motor', 'aandrijving', 'locomotief']","['Een motor is een machine die bepaalde soorten energie omzet in bewegingsenergie.', 'Een machine die bepaalde soorten energie omzet in bewegingsenergie', 'Een machine waarin kracht toegepast word bij de conversie van allerlei vormen van energie in mechanische kracht en beweging.']"
eye,bn:00032512n,"['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['Het oog is een waarnemingsorgaan, dat visuele prikkels naar de hersenen stuurt, waar de informatie wordt omgezet in een visuele waarneming.', 'Licht gebruikend zintuig dat beeld naar brein doorgeeft', 'Anatomie', 'Het orgaan dat gevoelig is voor licht, dat het omzet in elektrische signalen die doorgegeven worden aan de hersenen, waardoor dieren kunnen zien.']"
face,bn:00032600n,"['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet']","['Het gelaat is de voorkant van het hoofd.', 'De voorkant van het hoofd', 'Voorkant van het hoofd', 'Het voorste gedeelte van het hoofd, bestaande uit de ogen, neus, mond en het aangrenzende gebied.']"
farm,bn:00033676n,"['boerenbedrijf', 'boerderij', 'hoeve', 'hofstede', 'boerenhofstede', 'landbouwbedrijf', 'boerenhofstee', 'hofstee']","['Een stuk land of gebouw dat gebruikt wordt voor agriculturele doeleinden, zoals voor het kweken van gewassen en vee.']"
feather,bn:00033865n,"['pluim', 'veer', 'pluimage', 'gevederte', 'verenkleed', 'al gezien al gedaan', 'veder']","['Een veer is een dikke en langwerpige uit keratine opgebouwde structuur die bestaat uit een schacht die sterk vertakt is en gevormd wordt in de huid van de moderne vogels.', 'Het verenkleed is het verenpak van vogels.', 'De huidbedekking van vogels', 'Vogel', 'Een vertakte haarachtige structuur die groeit op het vel van vogels, hen tegen kou en vocht beschermt en het mogelijk maakt te vliegen.']"
finger,bn:00034565n,['vinger'],"['Een vinger is een van de uitstekende ledematen aan de hand.', 'Een van de lange extremiteiten van de hand die gebruikt wordt voor het vastpakken van objecten.']"
fish,bn:00034816n,"['vissen', 'vis']","['Vissen zijn in water levende, gewervelde dieren die zich voortbewegen met behulp van vinnen en ademhalen door middel van onder meer kieuwen.', 'De wetenschappelijke naam voor een groep dieren.', 'Een groep in het water levende gewervelde dieren', 'Een groep dieren', 'Klasse van in water levende gewervelde dieren']"
flag,bn:00034960n,"['vaan', 'vlag']","['Een vlag is een abstracte tweedimensionale weergave van kleuren, vlakken of symbolen, meestal in een rechthoekige vorm.', 'Een stuk stof vaak versierd met een embleem in gebruik als een zichtbaar teken of symbool.']"
floor,bn:00079476n,"['dal', 'vallei']","['Een dal is een langgerekte laagte, inzinking of verdieping in het landschap tussen bergen, heuvels of hoogvlakten.', 'Een langgerekte laagte of verdieping in het landschap', 'Aardrijkskunde', 'Dorp in Rusland']"
fly,bn:00035494n,"['vlieg', 'tweevleugeligen']","['De tweevleugeligen of Diptera zijn een orde van insecten waartoe alle vliegen en muggen behoren.', 'Een algemeen insect; ieder soort insecten van de orde Diptera.']"
foot,bn:00035679n,"['voet', 'voeten', 'poot', 'pootje']","['De voet is het lichaamsdeel waarop men staat en dat gebruikt wordt voor de voortbeweging.', 'Deel van een lichaam', 'Anatomie']"
fork,bn:00035902n,"['vork', 'splitsing']","['Een vork is een onderdeel van het bestek en bestaat uit een handvat met daaraan een aantal tanden.', 'Een deel van het couvert', 'Een hulpmiddel met punten dat gebruikt wordt om voedsel mee naar de mond te brengen.']"
fowl,bn:00028155n,"['gevogelte', 'pluimvee', 'Galloanserae', 'hoen', 'huishen', 'hoentje', 'hen', 'kip']","['Onder pluimvee verstaat men de door de mens gedomesticeerde vogels die hoofdzakelijk voor productiedoeleinden worden gehouden.', 'De Galloanserae zijn een superorde van vogels in de infraklasse Neognathae van de onderklasse Neornithes.', 'Gedomesticeerde vogels']"
frame,bn:00003882n,"['menselijke verrichtingsleer', 'menselijk lichaam', 'skelet', 'geraamte', 'figuur', 'vorm', 'bouw', 'cijfer', 'afbeelding', 'personage', 'vlees']",['De gehele physieke struktuur van een mens.']
garden,bn:00037300n,"['tuin', 'hof']","['Een tuin is een begrensd, meestal omheind, stuk grond waarop gewassen worden geplant of verbouwd.', 'Stuk grond waar gewassen worden geplant of verbouwd', 'Een stuk land bij een huis waar bloemen en andere planten geplant zijn veelal met een grasoppervlak.']"
girl,bn:00034453n,"['meisje', 'griet', 'meiske', 'meid', 'vrouw', 'juffie', 'juf', 'jongedame', 'jongejuffrouw']","['Een meisje is een vrouwelijk kind of een jonge vrouw.', 'Een vrouwelijk kind', 'Een vrouwelijk kind of een dochter of een jonge vrouw', 'Jonge vrouwelijke persoon, doorgaans een kind of tiener', 'Jonge vrouwelijke persoon, doorgaans een kind of tiener.']"
glove,bn:00040736n,"['handschoen', 'want']","['De handschoen is een kledingstuk dat over de hand wordt gedragen.', 'Kledingstuk', 'Kledingstuk voor een hand, vaak tot aan de pols en zoms de elleboog welke hetzij elke vinger afzonderlijk bedekt dan wel de duim apart van de overige vingers.']"
goat,bn:00015720n,"['geit', 'Capra aegagrus hircus']","['De geit is een evenhoevig zoogdier uit de familie der holhoornigen.', 'Soort uit het geslacht geiten', 'Vierpotig zoogdier (Capra) verwant aan het schaap. door de mens gefokt voor melk, vacht en vlees.']"
gun,bn:00042221n,"['geweer', 'vuurwapen', 'projectielwapen', 'pistool', 'kanon', 'stuk']","['Een vuurwapen is een wapen dat door middel van bij explosieve verbranding vrijkomende gassen een of meer projectielen kan afschieten.', 'Een wapen dat kogels afvuurt.']"
hair,bn:00042526n,"['haar', 'kuif', 'hoofd', 'beharing', 'hoofdhaar', 'haardos', 'kop', 'pruik']","['Haar is een uitgroeisel van de opperhuid.', 'Haar dat op mensen en andere zoogdieren groeit.', 'De verzameling of massa draden die groeit uit de huid van mensen en dieren en bedekking vormt voor een deel van het hoofd of ieder mogelijk deel van het lichaam.']"
hammer,bn:00042730n,"['vuisthamer', 'hamer', 'vuist']","['Een hamer is een klop- of slagwerktuig.', 'Een stuk slaggereedschap dat kan worden gebruikt om ergens op te slaan', 'Een gereedschap met een zware kop en een steel dat gebruikt worden om mee te slaan.']"
hand,bn:00042759n,"['klauw', 'hand', 'poot', 'klauwen', 'klavier', 'fik', 'vlerken', 'kluif', 'tengels', 'knijper', 'klavieren', 'fikken']","['De hand is een complex meervingerig lichaamsdeel, dat door de pols is verbonden aan de onderarm en is geschikt om dingen mee te pakken en vast te houden.', 'Een lichaamsdeel', 'Complex meervingerig lichaamsdeel dat door de pols is verbonden aan de onderarm', 'Dat deel van het voorste ledemaat onder de voorarm of pols in primaten (inclusief mensen).']"
