word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
basin,bn:00071766n,"['洗面器', '流し台', 'シンク', 'キッチンシンク', '洗面台', '流し']","['壁または床に取り付けられて、排水管を備えている水鉢からなる衛生器具', '洗面器（せんめんき）とは、人が顔や手を洗うために湯水を入れる器。']","[('___（せんめんき）とは、人が顔や手を洗うために湯水を入れる器。', ('洗面器', 'キッチンシンク', '流し台', 'シンク', '洗面台', '流し'))]","[('___（せんめんき）とは、人が顔や手を洗うために湯水を入れる器。', ('洗面器', 'キッチンシンク', '流し台', 'シンク', '洗面台', '流し'))]",['壁または床に取り付けられて、排水管を備えている水鉢からなる衛生器具']
basket,bn:00008872n,"['かご', '籠']","['通例編まれたとってのある入れ物', '籠（かご、英: Basket バスケット）とは、（竹、籐、柳、針金 などを）編んで作った入れ物で、短冊状ないし細い「ヒゴ」状の素材を組み合わせた容器の総称である。.', 'トルクメニスタン', '短冊状ないし細いひも状の素材をくみ合わせたり編んだりした運搬用の容器']","[('籠（___、英: Basket バスケット）とは、（竹、籐、柳、針金 などを）編んで作った入れ物で、短冊状ないし細い「ヒゴ」状の素材を組み合わせた容器の総称である。.', ('かご',)), ('___（かご、英: Basket バスケット）とは、（竹、籐、柳、針金 などを）編んで作った入れ物で、短冊状ないし細い「ヒゴ」状の素材を組み合わせた容器の総称である。.', ('籠',))]","[('籠（___、英: Basket バスケット）とは、（竹、籐、柳、針金 などを）編んで作った入れ物で、短冊状ないし細い「ヒゴ」状の素材を組み合わせた容器の総称である。.', ('かご',)), ('___（かご、英: Basket バスケット）とは、（竹、籐、柳、針金 などを）編んで作った入れ物で、短冊状ないし細い「ヒゴ」状の素材を組み合わせた容器の総称である。.', ('籠',))]","['短冊状ないし細いひも状の素材をくみ合わせたり編んだりした運搬用の容器', '通例編まれたとってのある入れ物', 'トルクメニスタン']"
bath,bn:00008995n,"['バスルーム', '浴室', '風呂場', '浴場']","['浴槽またはシャワーと通常洗面台とトイレを含んでいる部屋（住居のように）', '浴室（よくしつ、英語：bathroom）は個人の衛生活動のための部屋で、一般的にはトイレ、シンク（洗面台）、バスタブ、シャワー、またはその両方が含まれている。', '入浴のための部屋']","[('___（よくしつ、英語：bathroom）は個人の衛生活動のための部屋で、一般的にはトイレ、シンク（洗面台）、バスタブ、シャワー、またはその両方が含まれている。', ('浴室', 'バスルーム', '風呂場', '浴場'))]","[('___（よくしつ、英語：bathroom）は個人の衛生活動のための部屋で、一般的にはトイレ、シンク（洗面台）、バスタブ、シャワー、またはその両方が含まれている。', ('浴室', 'バスルーム', '風呂場', '浴場'))]","['浴槽またはシャワーと通常洗面台とトイレを含んでいる部屋（住居のように）', '入浴のための部屋']"
bed,bn:00009472n,"['布団', 'ベッド', '臥榻', '寝床', '寝台']","['家具の1つで眠るための場所を提供する', 'ベッド、ベット（英語: Bed、ドイツ語: Bett）は、寝具の一種。']","[('___、ベット（英語: Bed、ドイツ語: Bett）は、寝具の一種。', ('ベッド', '布団', '臥榻', '寝床', '寝台'))]","[('___、ベット（英語: Bed、ドイツ語: Bett）は、寝具の一種。', ('ベッド', '布団', '臥榻', '寝床', '寝台'))]",['家具の1つで眠るための場所を提供する']
bee,bn:00009524n,"['ハチ', '蜂', 'ハナバチ', '花蜂']","['社会性・単生種を含む非常に多い毛むくじゃらの昆虫の総称', 'ハナバチ（花蜂）とは、ハチ目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', 'ミツバチ上科のうち、花粉や蜜を蓄える昆虫の総称']","[('___（花蜂）とは、ハチ目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', ('ハナバチ', 'ハチ', '蜂')), ('ハナバチ（___）とは、ハチ目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', ('花蜂', 'ハチ', '蜂'))]","[('___（花蜂）とは、ハチ目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', ('ハナバチ', '蜂')), ('ハナバチ（花蜂）とは、___目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', ('ハチ', '蜂')), ('ハナバチ（___）とは、ハチ目ミツバチ上科の昆虫のうち、幼虫の餌として花粉や蜜を蓄えるものの総称。', ('花蜂', '蜂'))]","['社会性・単生種を含む非常に多い毛むくじゃらの昆虫の総称', 'ミツバチ上科のうち、花粉や蜜を蓄える昆虫の総称']"
bell,bn:00009728n,"['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['押した際に、音が鳴る、またはブザーが鳴って合図するドアの外側についた押しボタン', 'ドアチャイムとは、鉄道車両・バスなど旅客車の乗降口に設置された、乗客用のドアが開閉する際に鳴る音またはそれを発生させる装置である。', '呼び鈴（よびりん）とは、ホテルやレストラン、住宅の玄関や門などに設置し、訪問者（客）が居住者（従業員）を呼び出すために使われる装置のことである。']","[('___（よびりん）とは、ホテルやレストラン、住宅の玄関や門などに設置し、訪問者（客）が居住者（従業員）を呼び出すために使われる装置のことである。', ('呼び鈴', 'ドアチャイム', 'ドアベル', '電鈴', 'ベル'))]","[('___（よびりん）とは、ホテルやレストラン、住宅の玄関や門などに設置し、訪問者（客）が居住者（従業員）を呼び出すために使われる装置のことである。', ('呼び鈴', 'ドアチャイム', 'ドアベル', '電鈴', 'ベル')), ('___とは、鉄道車両・バスなど旅客車の乗降口に設置された、乗客用のドアが開閉する際に鳴る音またはそれを発生させる装置である。', ('ドアチャイム', 'ドアベル', '呼び鈴', '電鈴', 'ベル'))]",['押した際に、音が鳴る、またはブザーが鳴って合図するドアの外側についた押しボタン']
berry,bn:00010066n,['ベリー'],['ベリー とは、小さく多肉質・多汁質で、しばしば食用となる果実のことである。'],"[('___ とは、小さく多肉質・多汁質で、しばしば食用となる果実のことである。', ('ベリー',))]","[('___ とは、小さく多肉質・多汁質で、しばしば食用となる果実のことである。', ('ベリー',))]",[]
bird,bn:00010605n,"['鳥', 'とり', '鳥類', 'Aves']","['羽毛と、翼として変形された前肢によって特徴付けられる温血の産卵する脊椎動物', '鳥類（ちょうるい、Aves）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', '温血の脊椎動物で鳥類を形成している動物の俗称。']","[('鳥類（ちょうるい、___）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', ('Aves', '鳥')), ('鳥類（ちょうるい、Aves）あるいは鳥（___）は、竜弓類に属する脊椎動物の一群である。.', ('とり', '鳥')), ('___（ちょうるい、Aves）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', ('鳥類', '鳥'))]","[('鳥類（ちょうるい、___）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', ('Aves',)), ('鳥類（ちょうるい、Aves）あるいは鳥（___）は、竜弓類に属する脊椎動物の一群である。.', ('とり',)), ('___（ちょうるい、Aves）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', ('鳥類',)), ('___類（ちょうるい、Aves）あるいは鳥（とり）は、竜弓類に属する脊椎動物の一群である。.', ('鳥',))]","['羽毛と、翼として変形された前肢によって特徴付けられる温血の産卵する脊椎動物', '温血の脊椎動物で鳥類を形成している動物の俗称。']"
blade,bn:00011081n,"['刀', '剣']","['切りつけ、または突き刺し用の武器で、長い金属刃と手を保護する柄がついている', '剣（つるぎ、けん、劍）とは、長い諸刃の剣身を持つ手持ちの武器の1種である。']","[('___（つるぎ、けん、劍）とは、長い諸刃の剣身を持つ手持ちの武器の1種である。', ('剣', '刀'))]","[('___（つるぎ、けん、劍）とは、長い諸刃の剣身を持つ手持ちの武器の1種である。', ('剣', '刀'))]",['切りつけ、または突き刺し用の武器で、長い金属刃と手を保護する柄がついている']
board,bn:00021015n,"['委員会', 'コミッション']","['ある問題について検討することを委ねられた特別のグループ', '委員会（いいんかい、英: committee、commission、board）は、複数の委員からなる合議制の機関を指す。', '複数の委員からなる合議制の機関']","[('___（いいんかい、英: committee、commission、board）は、複数の委員からなる合議制の機関を指す。', ('委員会', 'コミッション'))]","[('___（いいんかい、英: committee、commission、board）は、複数の委員からなる合議制の機関を指す。', ('委員会', 'コミッション'))]","['ある問題について検討することを委ねられた特別のグループ', '複数の委員からなる合議制の機関']"
boat,bn:00011674n,"['舟', 'ボート']","['水上を行くための小さい船', 'ボート（英: boat; 蘭: boot）あるいは短艇（たんてい、端艇）は、通常、河川・湖沼・沿岸で使用される小型船舶で、しばしばより大型の船舶に搭載されて運用される。.']","[('___（英: boat; 蘭: boot）あるいは短艇（たんてい、端艇）は、通常、河川・湖沼・沿岸で使用される小型船舶で、しばしばより大型の船舶に搭載されて運用される。.', ('ボート', '舟'))]","[('___（英: boat; 蘭: boot）あるいは短艇（たんてい、端艇）は、通常、河川・湖沼・沿岸で使用される小型船舶で、しばしばより大型の船舶に搭載されて運用される。.', ('ボート', '舟'))]",['水上を行くための小さい船']
bone,bn:00011999n,['骨'],"['脊椎動物の骨格を構成する堅い結合組織', '骨（ほね）とは、脊椎動物において骨格を構成するリン酸カルシウムやコラーゲンなどに富んだ硬い組織である。', '脊椎動物において骨格を構成する、リン酸カルシウムを多分に含んだ硬い組織']","[('___（ほね）とは、脊椎動物において骨格を構成するリン酸カルシウムやコラーゲンなどに富んだ硬い組織である。', ('骨',))]","[('___（ほね）とは、脊椎動物において骨格を構成するリン酸カルシウムやコラーゲンなどに富んだ硬い組織である。', ('骨',))]","['脊椎動物において骨格を構成する、リン酸カルシウムを多分に含んだ硬い組織', '脊椎動物の骨格を構成する堅い結合組織']"
book,bn:00012059n,['本'],"['出版されている（綴じられたページに印刷された）著作物', '本（ほん）は、書籍（しょせき）または書物（しょもつ）とも呼ばれ、紙・木・竹・絹布などの軟質な素材に、文字・記号・図画などを筆写、印刷し、糸・糊などで装丁・製本したもの。', '情報を文字や図画でまとめ、通常、インクで紙に印刷したもの']","[('___（ほん）は、書籍（しょせき）または書物（しょもつ）とも呼ばれ、紙・木・竹・絹布などの軟質な素材に、文字・記号・図画などを筆写、印刷し、糸・糊などで装丁・製本したもの。', ('本',))]","[('___（ほん）は、書籍（しょせき）または書物（しょもつ）とも呼ばれ、紙・木・竹・絹布などの軟質な素材に、文字・記号・図画などを筆写、印刷し、糸・糊などで装丁・製本したもの。', ('本',))]","['情報を文字や図画でまとめ、通常、インクで紙に印刷したもの', '出版されている（綴じられたページに印刷された）著作物']"
boot,bn:00012166n,"['長靴', 'ブーツ']","['足全体と下脚を覆う靴', 'ブーツ（英語:boots）は、靴（履物）の一種で、踝までの足やそれ以上の脚を覆うもの。']","[('___（英語:boots）は、靴（履物）の一種で、踝までの足やそれ以上の脚を覆うもの。', ('ブーツ', '長靴'))]","[('___（英語:boots）は、靴（履物）の一種で、踝までの足やそれ以上の脚を覆うもの。', ('ブーツ', '長靴'))]",['足全体と下脚を覆う靴']
bottle,bn:00012339n,['瓶'],"['瓶、壜（びん）は、ガラスや陶器を材料とした容器。', 'ガラスや陶器でできた容器']","[('___、壜（びん）は、ガラスや陶器を材料とした容器。', ('瓶',))]","[('___、壜（びん）は、ガラスや陶器を材料とした容器。', ('瓶',))]",['ガラスや陶器でできた容器']
box,bn:00012524n,['箱'],['箱（はこ、函、筥、匣、筐）は、物を入れるための容器の一種。'],"[('___（はこ、函、筥、匣、筐）は、物を入れるための容器の一種。', ('箱',))]","[('___（はこ、函、筥、匣、筐）は、物を入れるための容器の一種。', ('箱',))]",[]
boy,bn:00012569n,"['男の子', '少年']","['若い男', '少年（しょうねん）は厚生労働省の提言『健康日本21』の資料では、年の若い、5歳から14歳までの世代を指す。']","[('___（しょうねん）は厚生労働省の提言『健康日本21』の資料では、年の若い、5歳から14歳までの世代を指す。', ('少年', '男の子'))]","[('___（しょうねん）は厚生労働省の提言『健康日本21』の資料では、年の若い、5歳から14歳までの世代を指す。', ('少年', '男の子'))]",['若い男']
brain,bn:00012681n,"['心', 'ヌース', '念頭', 'プシュケー']","['ヌース（ヌウス、希: νους, nous）は、知性、理性、精神、魂などを意味するギリシャ語。', '心（こころ）は、非常に多義的・抽象的な概念であり文脈に応じて多様な意味をもつ言葉であり、人間（や生き物）の精神的な作用や、それのもとになるものなどを指し、感情、意志、知識、思いやり、情などを含みつつ指している。.', 'プシュケー（希: Ψυχή、ラテン文字表記:Psyche）とは、古代ギリシアの言葉で、もともとは息（いき、呼吸）を意味しており、転じて生きること（いのち、生命）、また心や魂を意味するようになった言葉である。']","[('___（こころ）は、非常に多義的・抽象的な概念であり文脈に応じて多様な意味をもつ言葉であり、人間（や生き物）の精神的な作用や、それのもとになるものなどを指し、感情、意志、知識、思いやり、情などを含みつつ指している。.', ('心', 'プシュケー', 'ヌース', '念頭')), ('___（希: Ψυχή、ラテン文字表記:Psyche）とは、古代ギリシアの言葉で、もともとは息（いき、呼吸）を意味しており、転じて生きること（いのち、生命）、また心や魂を意味するようになった言葉である。', ('プシュケー', 'ヌース', '念頭', '心')), ('___（ヌウス、希: νους, nous）は、知性、理性、精神、魂などを意味するギリシャ語。', ('ヌース', 'プシュケー', '念頭', '心'))]","[('___（こころ）は、非常に多義的・抽象的な概念であり文脈に応じて多様な意味をもつ言葉であり、人間（や生き物）の精神的な作用や、それのもとになるものなどを指し、感情、意志、知識、思いやり、情などを含みつつ指している。.', ('心', 'プシュケー', 'ヌース', '念頭')), ('___（希: Ψυχή、ラテン文字表記:Psyche）とは、古代ギリシアの言葉で、もともとは息（いき、呼吸）を意味しており、転じて生きること（いのち、生命）、また心や魂を意味するようになった言葉である。', ('プシュケー', 'ヌース', '念頭', '心')), ('___（ヌウス、希: νους, nous）は、知性、理性、精神、魂などを意味するギリシャ語。', ('ヌース', 'プシュケー', '念頭', '心'))]",[]
brake,bn:00012710n,['ブレーキ'],"['車を遅くさせる、または留めるのに使用される抑制', 'ブレーキ は、運動、移動する物体の減速、あるいは停止を行う装置である。', '動きを止める装置']","[('___ は、運動、移動する物体の減速、あるいは停止を行う装置である。', ('ブレーキ',))]","[('___ は、運動、移動する物体の減速、あるいは停止を行う装置である。', ('ブレーキ',))]","['車を遅くさせる、または留めるのに使用される抑制', '動きを止める装置']"
branch,bn:00029676n,"['経済学', '政治経済学']","['商品の製造、分配、消費、およびサービス、管理を扱う社会科学の分科', '政治経済学（せいじけいざいがく、英語: political economy）は、経済学にまつわる以下のような分野のことを言う。', '経済学（けいざいがく、英: economics）とは、経済についての学問、経済現象を対象とする社会科学の一領域である。', '経済についての学問領域', '生産、流通、富の消費に関する社会学。']","[('___（せいじけいざいがく、英語: political economy）は、経済学にまつわる以下のような分野のことを言う。', ('政治経済学', '経済学')), ('___（けいざいがく、英: economics）とは、経済についての学問、経済現象を対象とする社会科学の一領域である。', ('経済学', '政治経済学'))]","[('___（せいじけいざいがく、英語: political economy）は、経済学にまつわる以下のような分野のことを言う。', ('政治経済学',)), ('政治経済学（せいじけいざいがく、英語: political economy）は、___にまつわる以下のような分野のことを言う。', ('経済学',)), ('___（けいざいがく、英: economics）とは、経済についての学問、経済現象を対象とする社会科学の一領域である。', ('経済学', '政治経済学'))]","['商品の製造、分配、消費、およびサービス、管理を扱う社会科学の分科', '生産、流通、富の消費に関する社会学。', '経済についての学問領域']"
brick,bn:00013047n,['煉瓦'],['煉瓦（れんが）は、粘土や頁岩、泥を直方体の型に入れ、窯で焼き固めて、あるいは圧縮して作られる建築材料。'],"[('___（れんが）は、粘土や頁岩、泥を直方体の型に入れ、窯で焼き固めて、あるいは圧縮して作られる建築材料。', ('煉瓦',))]","[('___（れんが）は、粘土や頁岩、泥を直方体の型に入れ、窯で焼き固めて、あるいは圧縮して作られる建築材料。', ('煉瓦',))]",[]
bridge,bn:00013077n,"['はし', '橋']","['川・運河・鉄道などの障害物を人や車が横断できるようにする構造物', '橋（はし、英: bridge）は、地面が下がった場所や何らかの障害（川など）を越えて、「みち」（路、道） のたぐい（通路・道路・鉄道など）を通す構築物である。', '交通路上の交差物を乗り越えるための構造物']","[('橋（___、英: bridge）は、地面が下がった場所や何らかの障害（川など）を越えて、「みち」（路、道） のたぐい（通路・道路・鉄道など）を通す構築物である。', ('はし',)), ('___（はし、英: bridge）は、地面が下がった場所や何らかの障害（川など）を越えて、「みち」（路、道） のたぐい（通路・道路・鉄道など）を通す構築物である。', ('橋',))]","[('橋（___、英: bridge）は、地面が下がった場所や何らかの障害（川など）を越えて、「みち」（路、道） のたぐい（通路・道路・鉄道など）を通す構築物である。', ('はし',)), ('___（はし、英: bridge）は、地面が下がった場所や何らかの障害（川など）を越えて、「みち」（路、道） のたぐい（通路・道路・鉄道など）を通す構築物である。', ('橋',))]","['川・運河・鉄道などの障害物を人や車が横断できるようにする構造物', '交通路上の交差物を乗り越えるための構造物']"
brush,bn:00013489n,"['刷子', 'ブラシ', '刷毛']","['毛または剛毛が取手に堅くつけられている道具', 'ブラシあるいはブラッシュ（英: brush）は、木材や合成樹脂や金属などでできた土台部分に、小さな束にした毛を、一定の間隔で植え込んだもの。']",[],"[('___あるいはブラッシュ（英: brush）は、木材や合成樹脂や金属などでできた土台部分に、小さな束にした毛を、一定の間隔で植え込んだもの。', ('ブラシ', '刷子', '刷毛'))]",['毛または剛毛が取手に堅くつけられている道具']
bucket,bn:00013590n,"['バケツ', 'ペール缶', '手桶', '桶']","['上面が開いたおおよそ筒状の容器', 'ペール缶（ペールかん、英語：pail）とは18リットルまたは20リットルの鋼鉄製の缶のこと。', 'バケツ（英語: bucket、pail）とは、液体や石炭やごみなどの固形物の一時的な保管や運搬に使われる簡便な容器。', '18リットルまたは20リットルの鋼鉄製の缶']","[('___（英語: bucket、pail）とは、液体や石炭やごみなどの固形物の一時的な保管や運搬に使われる簡便な容器。', ('バケツ', 'ペール缶', '手桶', '桶')), ('___（ペールかん、英語：pail）とは18リットルまたは20リットルの鋼鉄製の缶のこと。', ('ペール缶', 'バケツ', '手桶', '桶'))]","[('___（英語: bucket、pail）とは、液体や石炭やごみなどの固形物の一時的な保管や運搬に使われる簡便な容器。', ('バケツ', 'ペール缶', '手桶', '桶')), ('___（ペールかん、英語：pail）とは18リットルまたは20リットルの鋼鉄製の缶のこと。', ('ペール缶', 'バケツ', '手桶', '桶'))]","['18リットルまたは20リットルの鋼鉄製の缶', '上面が開いたおおよそ筒状の容器']"
bulb,bn:00013745n,"['電球', '白熱電球', '白熱灯']","['電気で熱せられると光を発するワイヤフィラメント（通常タングステン）を含む透明、半透明のガラスの収納器で成る電球', '電球（でんきゅう、英語:light bulb）とは、殻内のフィラメントや他の発光素子に電流を流して発光させる、電気による光源（ランプ）である。', '白熱電球（はくねつでんきゅう、英語: incandescent lamp、filament lamp）とは、ガラス管球の中に入れた高抵抗線（High resistance wire）に電流を流し、ジュール熱によって高温となり放射する光を利用するもの。']","[('___（はくねつでんきゅう、英語: incandescent lamp、filament lamp）とは、ガラス管球の中に入れた高抵抗線（High resistance wire）に電流を流し、ジュール熱によって高温となり放射する光を利用するもの。', ('白熱電球', '白熱灯', '電球')), ('___（でんきゅう、英語:light bulb）とは、殻内のフィラメントや他の発光素子に電流を流して発光させる、電気による光源（ランプ）である。', ('電球', '白熱電球', '白熱灯'))]","[('___（はくねつでんきゅう、英語: incandescent lamp、filament lamp）とは、ガラス管球の中に入れた高抵抗線（High resistance wire）に電流を流し、ジュール熱によって高温となり放射する光を利用するもの。', ('白熱電球', '白熱灯', '電球')), ('___（でんきゅう、英語:light bulb）とは、殻内のフィラメントや他の発光素子に電流を流して発光させる、電気による光源（ランプ）である。', ('電球', '白熱電球', '白熱灯'))]",['電気で熱せられると光を発するワイヤフィラメント（通常タングステン）を含む透明、半透明のガラスの収納器で成る電球']
button,bn:00014305n,['ボタン'],['ボタン（ポルトガル語: botão、英語: button、釦、鈕）とは、衣服、鞄、靴などに止め具として使用される服飾物。'],"[('___（ポルトガル語: botão、英語: button、釦、鈕）とは、衣服、鞄、靴などに止め具として使用される服飾物。', ('ボタン',))]","[('___（ポルトガル語: botão、英語: button、釦、鈕）とは、衣服、鞄、靴などに止め具として使用される服飾物。', ('ボタン',))]",[]
