word_original,synset,senses,definitions
book,bn:00012059n,"['किताब', 'पुस्तक']","['पुस्तक या किताब लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', 'लेखन या छवियों के रूप में जानकारी दर्ज करने का माध्यम']"
boy,bn:00012569n,['लड़का'],['मानव वत्स अर्थात बच्चा।']
brain,bn:00012681n,['मन'],"['मन मस्तिष्क की उस क्षमता को कहते हैं जो मनुष्य को चिंतन शक्ति, स्मरण-शक्ति, निर्णय शक्ति, बुद्धि, भाव, इंद्रियाग्राह्यता, एकाग्रता, व्यवहार, परिज्ञान, इत्यादि में सक्षम बनाती है।']"
brake,bn:00012710n,['ब्रेक'],"['गति और त्वरण का अवरोध करने के लिए मुख्य यंत्र के साथ जो उपयंत्र लगाया जाता है, उसे ही रोधक या ब्रेक कहते हैं।']"
branch,bn:00029676n,"['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['राजनीतिक अर्थशास्त्र या राजकीय अर्थशास्त्र किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', 'अर्थशास्त्र सामाजिक विज्ञान की वह शाखा है, जिसके अन्तर्गत वस्तुओं और सेवाओं के उत्पादन, वितरण, विनिमय और उपभोग का अध्ययन किया जाता है।', 'सामाजिक विज्ञान जो वस्तुओं और सेवाओं के उत्पादन, वितरण और खपत का विश्लेषण करता है']"
brick,bn:00013047n,['ईंट'],"['चिनाई के कार्य में उपयोग किया जाने वाला ईंट मिट्टी का ब्लॉक है, जिन्हें सामान्\u200dयत: विभिन्\u200dन प्रकार के गारे का उपयोग कर चिना जाता है।']"
bridge,bn:00013077n,['सेतु'],"['सेतु एक प्रकार का ढाँचा जो नदी, पहाड़, घाटी अथवा मानव निर्मित अवरोध को वाहन या पैदल पार करने के लिये बनाया जाता है।']"
bucket,bn:00013590n,['बाल्टी'],['बाल्टी आम तौर पर जलाभेद्य पात्र है जो उर्ध्वाधर बेलनाकार अथवा छिन्नकरण शंकु की आकृति सहित इसका ऊपरी भाग खुला एवं नीचला भाग समतल होता है और सामान्यतः इसे एक अर्धवृत्तीय ढुलाई हत्थे से जोड़ दिया जाता है जिसे बाल्टी का कड़िया भी कहा जाता है।']
bulb,bn:00013745n,"['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']",['तापदीप्त लैम्प या इन्कैंडिसेंट लैम्प को बोलचाल में बल्ब या शीशबत्ती कहते हैं।']
cake,bn:00014609n,['केक'],"['भोजन के अंत में परोसा जाने वाला मिष्ठान्न, केक सेंककर तैयार किया हुआ भोज्य पदार्थ है।']"
camera,bn:00015008n,['कैमरा'],['कैमरा या छायाचित्रक एक प्रकाशीय युक्ति है जिसकी सहायता से कोई स्थिर छवि या चलचित्र खींचा जा सकता है।']
cat,bn:00016606n,"['बिल्ली', 'Felis silvestris catus']","['बिल्ली एक मांसाहारी स्तनधारी जानवर है।', 'बिल्ली के बारे में']"
cheese,bn:00018038n,"['चीज़', 'पनीर']","['दूध से निर्मित भोज्य पदार्थों के एक विविधतापूर्ण समूह का नाम चीज़ है।', 'दुग्ध आधारित खाद्य उत्पाद']"
chin,bn:00018426n,"['ठोड़ी', 'ठुड्डी', 'चिबुक']",['ठोड़ी या ठुड्डी मनुष्यों के चेहरे में होंठ के नीचे वाली हड्डी को कहते हैं।']
church,bn:00018995n,"['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']","['गिरजाघर जिसे कभी कभार केवल गिरजा कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', 'ईसाई पूजा के लिए धार्मिक इमारत']"
circle,bn:00019169n,"['वृत्त', 'चक्र']",['किसी एक निश्चित बिंदु से समान दूरी पर स्थित बिंदुओं का बिन्दुपथ वृत्त कहलाता है।']
cloud,bn:00020002n,"['अभ्र', 'बादल', 'मेघ']",['[[चित्र:|']
collar,bn:00005136n,['गिरफ़्तारी'],['गिरफ़्तारी किसी व्यक्ति को उसकी अपनी स्वतंत्रता से वंचित करने की प्रक्रिया को बोलते हैं।']
comb,bn:00020849n,['कंघा'],"['कंघा या कंघी वह युक्ति है जिससे बाल एवं अन्य रेशों की सफाई की जाती है या उन्हें सीधा किया जाता है।', 'बाल कंघी करने का साधन |']"
cup,bn:00024410n,"['कप', 'प्याला', 'गिलास']","['यदी आप इसी नाम के फल पर जानकारी ढूंढ रहे हैं तो कृप्या आलूबालू का लेख देखें', 'कप एक प्रकार का बर्तन होता है जिसकी मदद से चाय,पानी इत्यादि पेय पदार्थ पीते हैं।', 'खुले कटोरे की तरह, पीने में उप्योग होनेवाला, बहुधा एक हत्था होता है']"
curtain,bn:00024534n,"['परदा', 'पर्दा']",['पर्दा एक कपड़ा होता है जो घर की खिड़कियों एवं दरवाजों पर लगाया जाता है।']
cushion,bn:00024564n,['प्रघात अवशोषक'],['प्रघात अवशोषक या अवमन्दक वह उपकरण है जिसे प्रघात को अवशोषित और मन्द करने के लिए उपयोग किया जाता है।']
dog,bn:00015267n,"['कुत्ता', 'Canis lupus familiaris']","['कुत्ता या श्वान भेड़िया कुल की एक प्रजाति है।', 'पालतू जानवर']"
door,bn:00028247n,"['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।']"
drain,bn:00034158n,"['दरवाज़ा', 'क्षेत्र प्रभाव ट्रांजिस्टर']",['क्षेत्र प्रभाव ट्रांजिस्टर धारा को नियंत्रित करने के लिए विद्युत क्षेत्र का उपयोग करने वाला ट्रांजिस्टर होता है।']
drawer,bn:00028639n,"['रेखाचित्र', 'चित्र']","[""रेखाचित्र या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के रेखाचित्र उपकरणों का उपयोग करता है।""]"
dress,bn:00006125n,['परिधान'],['परिधान जिसे पहनावा भी कहते है ऐसे वस्त्र होते हैं जिन्हें शरीर पर पहना जाता है।']
drop,bn:00028709n,['बूंद'],"['बूँद किसी द्रव्य की थोड़ी सी मात्रा को कहते हैं, जो मुक्त सतहों से रक्षित रहती है।']"
ear,bn:00029372n,['कान'],['मानव व अन्य स्तनधारी प्राणियों मे कर्ण या कान श्रवण प्रणाली का मुख्य अंग है।']
egg,bn:00029914n,['अण्डा'],['अण्डा गोल या अण्डाकार जीवित वस्तु है जो बहुत से प्राणियों के मादा द्वारा पैदा की जाती है।']
engine,bn:00030850n,"['इंजन', 'मोटर']","['इंजन या मोटर उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', 'ऊर्जा परिवर्तक यंत्र']"
eye,bn:00032512n,"['आँख', 'आंख']","['आँख या नेत्र जीवधारियों का वह अंग है जो प्रकाश के प्रति संवेदनशील है।', 'नेत्र, ऐसा अंग जो प्रकाश का पता लगाता है।']"
face,bn:00032600n,"['चेहरा', 'मुखड़ा', 'मुख']","['चेहरा कई प्राणियों के सिर के सामने वाली ओर पाया जाने वाला भाग है जिसमें कई ज्ञानेन्द्रियां उपस्थित होती हैं, हालाँकि हर प्राणी का चेहरा नहीं होता।', 'सिर के समने वाला भाग']"
feather,bn:00033865n,"['पंख', 'पर']","['पर या पंख कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', 'पर या पंख (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों पर मिलने वाले पंख आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों पर भी हुआ करते थे। जीवैज्ञानिकों के अनुसार पर']"
fish,bn:00034816n,"['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य']",['मछली शल्कों वाला एक जलचर है जो कि कम से कम एक जोड़े पंखों से युक्त होती है।']
flag,bn:00034960n,['ध्वज'],['ध्वज या झण्डा अथवा पताका सामान्यतः कपड़े का बना एक संकेत है जो प्राय: एक दण्ड के शीर्ष पर लगाया जाता है।']
floor,bn:00079476n,"['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['दो पहाड़ो के बीच का गहरा भाग है, आमतौर पर इनमें नदी का प्रवाह पाया जाता है।']"
fly,bn:00035494n,"['डिप्टेरा', 'मक्खी']",['द्विपंखी गण या डिप्टेरा गण के अंतर्गत वे कीट संमिलित हैं जो द्विपक्षीय हैं।']
foot,bn:00035679n,['पैर'],['पैर या पाँव किसी कशेरुकी प्राणी के शरीर की टाँग के अंत पर स्थित अंग होता है।']
fowl,bn:00028155n,"['कुक्कुट', 'पोल्ट्री']",['आर्थिक महत्व के पक्षी जिनका पालन उनके अंडे या मांस के लिए होता है उन्हें पोल्ट्री पक्षी एवं इस उद्योग को पोल्ट्री उद्योग कहते हैं।']
frame,bn:00003882n,"['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","[""स्वस्थ मानव, उसके अंगों तथा कोशिकाओं के यांत्रिक, भौतिक, जैवविद्युत, तथा जैवरासायनिक कार्यों का वैज्ञानिक अध्ययन 'मानव कार्यिकी' कहलाता है।"", 'मानव शरीर एक मानव जीव की संपूर्ण संरचना है, जिसमें एक सिर, गर्दन, धड़, दो हाथ और दो पैर होते हैं।', 'एक मानव जीव की पूरी संरचना']"
garden,bn:00037300n,['बाग'],"['बाग या बगीचा या उद्यान एक नियोजित स्थान है, जो आमतौर पर बाहरी रूप से, प्रदर्शन, खेती, या पौधों और प्राकृतिक मनोरंजन के लिए अलग सेट किया जाता है।']"
girl,bn:00034453n,['लड़की'],['एक लड़की जन्म से बचपन और किशोरावस्था से लेकर वयस्क होने तक स्त्री मानव होती है।']
glove,bn:00040736n,"['दस्ताना', 'दस्ताने']",['दस्ताने एक वस्तु है जिसके माध्यम से कोई भी अपने हाथ को और विशेष रूप से हथेली और उंगलियों को ढाँप सकता है।']
goat,bn:00015720n,"['बकरी', 'Capra aegagrus hircus']","['बकरी एक पालतू पशु है, जिसे दूध तथा मांस के लिये पाला जाता है।']"
gun,bn:00042221n,['अग्निशस्त्र'],['अग्निशस्त्र हाथों में उठाकर चला सकने वाली बन्दूक को कहते हैं।']
hair,bn:00042526n,['बाल'],['बाल स्तनधारी प्राणियों के बाह्य चर्म का उद्वर्ध है।']
hammer,bn:00042730n,['हथौड़ा'],['हथौड़ा अनेक प्रकार के व्यवसायियों द्वारा उपयोग में लाया जाने वाला मूल उपकरण है।']
hand,bn:00042759n,['हाथ'],['हाथ ']
hat,bn:00017718n,"['टोपी', 'टोप']",['टोपी सिर पर पहने जाने वाला एक वस्त्र होता है।']
heart,bn:00043383n,['हृदय'],"['हृदय या दिल एक पेशीय अंग है, जो सभी कशेरुकी जीवों में आवृत ताल बद्ध संकुचन के द्वारा रक्त का प्रवाह शरीर के सभी भागो तक पहुचाता है।', 'रक्त परिसंचरण तंत्र में रक्त के संचलन के लिए अंग']"
horse,bn:00031345n,['घोड़ा'],['घोड़ा या अश्व ऐक़्वस फ़ेरस की दो अविलुप्त उपप्रजातियों में से एक हैं।']
hospital,bn:00044896n,"['अस्पताल', 'रुग्णालय', 'चिकित्सालय']",['चिकित्सालय या अस्पताल स्वास्थ्य की देखभाल करने की संस्था है।']
house,bn:00044994n,"['घर', 'मकान']",['घर उस आवास या भवन को कहते हैं जो किसी मानव के निवास के काम आती हो।']
island,bn:00047612n,['द्वीप'],"['द्वीप स्थलखण्ड के ऐसे भाग होतें हैं, जिनके चारों ओर जल का विस्तार पाया जाता हैं।']"
jewel,bn:00037606n,"['रत्न', 'पत्थर', 'मणि']",['रत्न प्रकृति प्रदत्त एक मूल्यवान निधि है।']
kettle,bn:00011829n,['केतली'],"['केतली, चाय आदि पेय परोसने के काम आती है।']"
key,bn:00048985n,"['ताली', 'चाबी']",['चाबी एक सरल यात्रिक युक्ति है जो ताला खोलने के काम आती है।']
knife,bn:00049322n,"['छुरी', 'चाकू', 'चाक़ू']","['चाकू या छुरा या छुरी एक काटने वाला औज़ार होता है जिसमें एक या एक से अधिक काटने वाली धार होती है।', 'बहु उपयोगी A.']"
knot,bn:00049367n,['गांठ'],['रस्सी आदि रेखा के आकार वाली वस्तुओं को आपस में जोड़ने के लिये गांठ का सहारा लेना पड़ता है।']
leaf,bn:00035596n,"['पत्ता', 'पत्ती']","['पत्र या पर्ण पार्श्विक, चपटी संरचना होती है जो तने पर लगी रहती है।']"
line,bn:00076373n,"['दूरदर्शन', 'टीवी', 'टेलिविजन', 'टेलीविज़न', 'वीडियो']","['दूरदर्शन या टेलिविज़न एक ऐसी दूरसंचार प्रणाली है जिसके द्वारा चलचित्र व ध्वनि को दो स्थानों के बीच प्रसारित व प्राप्त किया जा सके।', 'टेलेविज़न']"
lip,bn:00051440n,"['होंठ', 'ओष्ठ']",['ओष्ठ या ओठ मनुष्य तथा कई अन्य जंतुओं के मुँह का बाहरी दिखने वाला भाग होता है।']
map,bn:00036821n,"['फलन', 'प्रतिचित्रण']","['गणित एवं इससे संबंधित क्षेत्रों में प्रतिचित्रण शब्द का प्रयोग फलन के समानार्थी शब्द जैसा होता है।', 'गणित में जब कोई राशि का मान किसी एक या एकाधिक राशियों के मान पर निर्भर करता है तो इस संकल्पना को व्यक्त करने के लिये फलन शब्द का प्रयोग किया जाता है।']"
match,bn:00036522n,['माचिस'],"['माचिस और उसकी तिली मिलकर आवश्यकतानुसार, नियंत्रित ढ़ंग से आग पैदा करने के काम आते हैं।']"
monkey,bn:00055685n,['बंदर'],"['बंदर एक मेरूदण्डी, स्तनधारी प्राणी है।']"
moon,bn:00055813n,['प्राकृतिक उपग्रह'],"['प्राकृतिक उपग्रह या चन्द्रमा ऐसी खगोलीय वस्तु को कहा जाता है जो किसी ग्रह, क्षुद्रग्रह या अन्य वस्तु के इर्द-गिर्द परिक्रमा करता हो।']"
muscle,bn:00056377n,['पेशी'],['कंकाल पेशी या केवल पेशी प्राणियों का आकुंचित होने वाला ऊतक है।']
nail,bn:00056727n,"['नाख़ुन', 'नख', 'नाखून']","['नाखून मनुष्यों के हाथ तथा पांव की अंगुलियों के आख़िरी हिस्से के ऊपरी भाग में एक ठोस कवचनुमा आवरण होता है।', 'शारिरिक अंग']"
neck,bn:00017395n,"['गर्दन', 'गरदन', 'कंठ']",['गर्दन शरीर का वह हिस्सा होती है जो मानव और अन्य रीढ़-वाले जीवों१ में सिर को धड़ से जोड़ती है।']
nerve,bn:00057322n,['तंत्रिका'],['किसी जीव के शरीर में तंत्रिका१ ऐसे रेशे को कहते हैं जिसके द्वारा शरीर के एक स्थान से दूसरे स्थान तक संकेत भेजे जाते हैं।']
net,bn:00024712n,"['इन्टरनेट', 'सायबरस्पेस', 'अंतरजाल', 'इंटरनेट', 'अंतर्जाल']","['अन्तर्जाल एक वैश्विक कम्प्यूटर संजाल है जो विभिन्न प्रकार की सूचना और संचार सुविधाएँ प्रदान करता है, जिसमें मानकीकृत संचार प्रोटोकॉलों का उपयोग करके परस्पर जुड़े जाल-तन्त्र शामिल हैं।', 'विश्व में डिवाइसों को लिंक करने के लिए इंटरकनेक्टेड कंप्यूटर नेटवर्क की वैश्विक प्रणाली']"
nose,bn:00058117n,"['नासिका', 'नाक']",['नाक रीढ़धारी प्राणियों में पाया जाने वाला छिद्र है।']
office,bn:00001961n,"['दफ़्तर', 'कार्यालय', 'एजेंसी', 'प्राधिकार']","['प्राधिकार किसी व्यक्ति, गुट या संस्थान के किसी विषय या क्षेत्र में निर्णय लेने व निर्णायक कार्य करने की ऐसी क्षमता को कहते हैं जो किसी राज्य द्वारा प्रदान की गई हो।', 'प्रशासनिक कार्यों हेतु इस्तेमाल किया जाने वाला कमरा या घर']"
orange,bn:00059250n,['नारंगी'],"['नारंगी एक पारिभाषित तथा दैनिक जीवन में प्रयुक्त रंग है, जो नारंगी के छिलके के वर्ण जैसा दिखता है।']"
pen,bn:00061314n,"['क़लम', 'पेन', 'लेखनी']","['लेखनी, कलम या पेन वह वस्तु है जिससे कागज पर स्याही द्वारा लिखा जाता है।']"
pencil,bn:00061334n,"['पेन्सिल', 'पेंसिल']",['पेंसिल लिखने या चित्र बनाने के काम आती है।']
picture,bn:00034471n,['फ़िल्म'],"['चलच्चित्र या फ़िल्म में यह दृश्य कला का प्रकार है जो चलती छवियों के उपयोग के माध्यम से अनुभवों को अनुकरण करता है अन्यथा विचारों, कहानियों, धारणाओं, भावनाओं, सौंदर्य या वातावरण को सम्प्रेषित करता है।', 'तथ्यात्मक फिल्मो का प्रयोग', 'ओलिम्पस हेज फाॅलेन']"
pig,bn:00042006n,"['सूअर', 'सुस', 'घरेलू सुअर', 'Sus scrofa domestica']","['सूअर या पालतू सूअर, जिसका वैज्ञानिक नाम सुस डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', 'सुस समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली सूअर और पालतू सूअर आते हैं।']"
plane,bn:00001697n,"['हवाई जहाज़', 'वायु-यान', 'हवाई जहाज', 'विमान']","['हवाई जहाज एक प्रकार का वायुयान होता है, जो अपने पंखों के द्वारा गति मिलने पर हवा में उड़ता है।', 'एक प्रकार का वायुयान']"
plate,bn:00050990n,['वाहन पंजीकरण प्लेट'],"['एक वाहन पंजीकरण प्लेट, जिसे नंबर प्लेट, लाइसेंस प्लेट या लाइसेंस प्लेट के रूप में भी जाना जाता है, एक धातु या प्लास्टिक की प्लेट है जो आधिकारिक पहचान उद्देश्यों के लिए मोटर वाहन या ट्रेलर से जुड़ी होती है।']"
plough,bn:00063057n,"['नांगल', 'हल']",['हल एक कृषि यंत्र है जो जमीन की जुताई के काम आता है।']
pot,bn:00015106n,['शौचालय'],['शौचालय एक ऐसी सुविधा है जो मानव के मल एवं मूत्र के समुचित व्यवस्था के लिये प्रयोग किया जाता है।']
potato,bn:00047481n,"['आलू', 'Solanum tuberosum']",['आलू एक सब्जी है।']
prison,bn:00064468n,"['जेल', 'कारागार']",['कारागार या बन्दीगृह वह स्थान या भवन है जिसमें राज्य द्वारा विचाराधीन अपराधियों या अपराध-सिद्ध अपराधियों को बन्दी बनाकर रखा जाता है।']
rat,bn:00056119n,"['चूहा', 'मूषक']","['मूषक या मूष एक छोटे आकार का कृंतक होता है जिसके नोकीला थूथन, छोटे गोल कान और लगभग शरीर के जितनी लम्बी [[[दुम]] होती है।', 'स्तनधारियों की जाति']"
receipt,bn:00000746n,"['बिल', 'चालान', 'बीजक', 'इनवॉइस']","['चालान किसी उत्पाद-प्रदाता या सेवा-प्रदाता द्वारा क्रेता को भेजा गया बिल है।', 'बीजक किसी उत्पाद-प्रदाता या सेवा-प्रदाता द्वारा क्रेता को भेजा गया बिल है।']"
rod,bn:00022813n,['शारीरिक दण्ड'],"['शारीरिक दंड एक अपराध की सजा के रूप में, गलती करने वाले को अनुशासित करने के लिए या अस्वीकार्य प्रवृति या व्यवहार को रोकने हेतु दिया जाने वाला सुविचारित दण्ड है।']"
roof,bn:00068220n,['छत'],"['वास्तुकला में छत किसी कमरे, मकान, स्थापत्य या अन्य जगह को ऊपर से ढकने के लिए बनाए गए ढाँचे को कहते हैं।']"
school,bn:00069619n,"['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा']","['विद्यालय वह स्थान है, जहाँ शिक्षा ग्रहण की जाती है।']"
scissors,bn:00060209n,"['क़ैंची', 'कैंची']","['कैंची, हाथ से चलाया जाने वाला काटने का उपकरण है।']"
seed,bn:00070253n,"['दाना', 'बीज']","['वनस्पति विज्ञान में, बीज एक अविकसित पौधा भ्रूण और एक सुरक्षात्मक बाह्यावरण में संलग्न खाद्य भंडार है।']"
sheep,bn:00070967n,"['भेड़', 'Ovis aries']",['भेड़ एक प्रकार का पालतू पशु है।']
shelf,bn:00070999n,"['ताक', 'तख़्ता']",['ताक या निधानी किसी दीवार या अन्य खड़ी हुई वस्तु के साथ लगे ऐसे समतल को कहते हैं जिसपर चीज़ें रखी जा सके।']
ship,bn:00071103n,['जलयान'],"['जलयान या पानी का जहाज़, पानी पर तैरते हुए गति करने में सक्षम एक बहुत बडा डिब्बा होता है।']"
shoe,bn:00071172n,"['शू', 'जूता']",['जूता पैरों में पहनने की एक ऐसी वस्तु है जिसका उद्देश्य विभिन्न गतिविधियां करते समय मानव के पैर की रक्षा करना और उसे आराम पहुंचाना है।']
skin,bn:00024643n,['त्वचा'],['त्वचा या त्वक् शरीर का बाह्य आवरण होती है जिसे बाह्यत्वचा भी कहते हैं।']
snake,bn:00059150n,"['साँप', 'सर्प', 'नाग']","['""साँप"" या ""सर्प"", पृष्ठवंशी सरीसृप वर्ग का प्राणी है।']"
spade,bn:00022443n,['निग्गर'],['निगर शब्द एक नस्लवादी गाली है जिसका इस्तेमाल अक्सर काले लोगों या अफ़्रीकियों के खिलाफ किया जाता है.']
sponge,bn:00060631n,"['स्पंज', 'Porifera']","['स्पंज एक अमेरूदण्डी, छिद्रधारी या रन्ध्रधारी संघ का सामुद्रिक जीव है।']"
spoon,bn:00073547n,"['चम्मच', 'चम्चा', 'चमचा']",['चमचा भारतीय खाना बनाने में इस्तेमाल होनेवाला बर्तन है।']
spring,bn:00036077n,"['पानी का चश्मा', 'चश्मा']",['पानी का चश्मा ऐसी जगह को बोलते हैं जहाँ ज़मीन में बनी दरार या छेद से ज़मीन के भीतर के किसी जलाशय का पानी अनायास ही बाहर बहता रहता है।']
square,bn:00036107n,['वर्गाकार'],"['तलीय यूक्लिड ज्यामिति में वर्ग एक सम-चतुर्भुज है, जिसके चारो कोण ९० अंश के होते हैं।']"
stamp,bn:00063768n,"['टिकट', 'डाक टिकट', 'डाक-टिकट', 'स्टाम्प', 'डाक का टिकट']","['डाक टिकट चिपकने वाले कागज से बना एक साक्ष्य है जो यह दर्शाता है कि, डाक सेवाओं के शुल्क का भुगतान हो चुका है।', 'कागज का छोटा टुकड़ा जिसे डाक के भुगतान के साक्ष्य के रूप में खरीदा और प्रदर्शित किया जाता है']"
star,bn:00073964n,['तारा'],"['तारे स्वयंप्रकाशित उष्ण वाति की द्रव्यमात्रा से भरपूर विशाल, खगोलीय पिंड हैं।', 'खगोलीय वस्तु']"
stem,bn:00073868n,['तना'],"['पौधे का वह भाग जो भुमि के ऊपर भ्रूण के प्रांकुर से विकसित होकर पृथ्वी के गुरूत्वाकर्षण के विपरीत प्रकाश की ओर बढ़ता है, तना कहलाता है।']"
stick,bn:00019079n,['सिगार'],['सिगार सूखे और किण्वित तम्बाकू का कसकर-लपेटा गया एक बंडल होता है जिसको जलाकर उसके धुंए का कश मुँह के अंदर खींचा जाता है।']
stocking,bn:00074376n,['मोज़ा'],"['मोज़ा से पैर को आते हैं, या एक कमर चौड़ा पहनना मोज़े कहलाता हैं।']"
stomach,bn:00012886n,"['अमाशय', 'आमाशय']","['कशेरुकी, एकाइनोडर्मेटा वंशीय जंतु, कीट और मोलस्क सहित, कुछ जंतुओं में, आमाशय एक पेशीय, खोखला, पोषण नली का फैला हुआ भाग है जो पाचन नली के प्रमुख अंग के रूप में कार्य करता है।']"
store,bn:00021483n,['कंप्यूटर स्मृति'],"['कंप्यूटर स्मृति या मैमोरी का कार्य किसी भी निर्देश, सूचना अथवा परिणाम को संचित करके रखना होता है।']"
sun,bn:00028190n,"['रविवार', 'आदित्यवार', 'इतवार', 'एतवार', 'सूर्यवार', 'भानुवार']","['रविवार अथवा इतवार सप्ताह का एक दिन है।', 'सप्ताह का दिन']"
thread,bn:00077028n,"['तागा', 'सूत', 'धागा', 'तंत', 'ताँत', 'सूत्र', 'डोरा', 'तन्तु']","['सूत, परस्पर जुड़े रेशों की एक निरंतर लम्बाई है जो कपड़े के उत्पादन, सिलाई, क्रोशिये से बुनाई, सलाईयों से बुनाई, बुनाई, कढ़ाई और रस्सी बनाने के लिए उपयुक्त है।']"
throat,bn:00061897n,['गला'],"['मनुष्यों व कुछ अन्य जीवों में गला गर्दन के आगे के हिस्से को कहते हैं।', 'गर्दन का अग्र भाग, कशेरुकाओं के सामने']"
thumb,bn:00063376n,"['अंगूठा', 'अंगुष्ठ']",['अंगुष्ठ या अँगूठा या हाथ की अंगुलियों में से एक है।']
tooth,bn:00077593n,"['मानव दाँत', 'दाँत']","['दाँत मुख की श्लेष्मिक कला के रूपांतरित अंकुर या उभार हैं, जो चूने के लवण से संसिक्त होते हैं।', 'दांत मुंह में स्थित छोटे, सफेद रंग की संरचनाएं हैं जो बहुत से कशेरुक प्राणियों में पाया जाता है।']"
