word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
boat,bn:00011674n,"['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['नाव या नौका डाँड़, क्षेपणी, चप्पू, पतवार या पाल से चलने वाली एक प्रकार की छोटी जलयान है।']","[('___ या नौका डाँड़, क्षेपणी, चप्पू, पतवार या पाल से चलने वाली एक प्रकार की छोटी जलयान है।', ('नाव', 'बेड़ी', 'बेड़ा', 'डोँगा', 'डोँगी', 'कश्ती', 'नौका'))]","[('नाव या ___ डाँड़, क्षेपणी, चप्पू, पतवार या पाल से चलने वाली एक प्रकार की छोटी जलयान है।', ('नौका', 'बेड़ी', 'बेड़ा', 'डोँगा', 'डोँगी', 'कश्ती')), ('___ या नौका डाँड़, क्षेपणी, चप्पू, पतवार या पाल से चलने वाली एक प्रकार की छोटी जलयान है।', ('नाव', 'बेड़ी', 'बेड़ा', 'डोँगा', 'डोँगी', 'कश्ती'))]",[]
bone,bn:00011999n,"['हड्डी', 'अस्थि']",['अस्थियाँ या हड्डियाँ रीढ़धारी जीवों का वह कठोर अंग है जो अन्तःकंकाल का निर्माण करती हैं।'],"[('___याँ या हड्डियाँ रीढ़धारी जीवों का वह कठोर अंग है जो अन्तःकंकाल का निर्माण करती हैं।', ('अस्थि', 'हड्डी'))]","[('___याँ या हड्डियाँ रीढ़धारी जीवों का वह कठोर अंग है जो अन्तःकंकाल का निर्माण करती हैं।', ('अस्थि', 'हड्डी'))]",[]
book,bn:00012059n,"['किताब', 'पुस्तक']","['पुस्तक या किताब लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', 'लेखन या छवियों के रूप में जानकारी दर्ज करने का माध्यम']","[('___ या किताब लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', ('पुस्तक',)), ('पुस्तक या ___ लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', ('किताब',))]","[('___ या किताब लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', ('पुस्तक',)), ('पुस्तक या ___ लिखित या मुद्रित पन्नो के संग्रह को कहते हैं।', ('किताब',))]",['लेखन या छवियों के रूप में जानकारी दर्ज करने का माध्यम']
boy,bn:00012569n,['लड़का'],['मानव वत्स अर्थात बच्चा।'],[],[],['मानव वत्स अर्थात बच्चा।']
brain,bn:00012681n,['मन'],"['मन मस्तिष्क की उस क्षमता को कहते हैं जो मनुष्य को चिंतन शक्ति, स्मरण-शक्ति, निर्णय शक्ति, बुद्धि, भाव, इंद्रियाग्राह्यता, एकाग्रता, व्यवहार, परिज्ञान, इत्यादि में सक्षम बनाती है।']","[('___ मस्तिष्क की उस क्षमता को कहते हैं जो ___ुष्य को चिंतन शक्ति, स्मरण-शक्ति, निर्णय शक्ति, बुद्धि, भाव, इंद्रियाग्राह्यता, एकाग्रता, व्यवहार, परिज्ञान, इत्यादि में सक्षम बनाती है।', ('मन',))]","[('___ मस्तिष्क की उस क्षमता को कहते हैं जो ___ुष्य को चिंतन शक्ति, स्मरण-शक्ति, निर्णय शक्ति, बुद्धि, भाव, इंद्रियाग्राह्यता, एकाग्रता, व्यवहार, परिज्ञान, इत्यादि में सक्षम बनाती है।', ('मन',))]",[]
brake,bn:00012710n,['ब्रेक'],"['गति और त्वरण का अवरोध करने के लिए मुख्य यंत्र के साथ जो उपयंत्र लगाया जाता है, उसे ही रोधक या ब्रेक कहते हैं।']","[('गति और त्वरण का अवरोध करने के लिए मुख्य यंत्र के साथ जो उपयंत्र लगाया जाता है, उसे ही रोधक या ___ कहते हैं।', ('ब्रेक',))]","[('गति और त्वरण का अवरोध करने के लिए मुख्य यंत्र के साथ जो उपयंत्र लगाया जाता है, उसे ही रोधक या ___ कहते हैं।', ('ब्रेक',))]",[]
branch,bn:00029676n,"['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['राजनीतिक अर्थशास्त्र या राजकीय अर्थशास्त्र किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', 'अर्थशास्त्र सामाजिक विज्ञान की वह शाखा है, जिसके अन्तर्गत वस्तुओं और सेवाओं के उत्पादन, वितरण, विनिमय और उपभोग का अध्ययन किया जाता है।', 'सामाजिक विज्ञान जो वस्तुओं और सेवाओं के उत्पादन, वितरण और खपत का विश्लेषण करता है']","[('___ या राजकीय अर्थशास्त्र किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', ('राजनीतिक अर्थशास्त्र', 'अर्थनीति')), ('राजनीतिक ___ या राजकीय ___ किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', ('अर्थशास्त्र', 'अर्थनीति')), ('___ सामाजिक विज्ञान की वह शाखा है, जिसके अन्तर्गत वस्तुओं और सेवाओं के उत्पादन, वितरण, विनिमय और उपभोग का अध्ययन किया जाता है।', ('अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति'))]","[('___ या राजकीय अर्थशास्त्र किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', ('राजनीतिक अर्थशास्त्र', 'अर्थनीति')), ('राजनीतिक ___ या राजकीय ___ किसी समाज में राजनीतिक और आर्थिक सत्ता के बँटवारे की जानकारी देते हुए बताता है कि सत्ता का यह वितरण वैकासिक और अन्य नीतियों पर किस तरह का प्रभाव डाल रहा है।', ('अर्थशास्त्र', 'अर्थनीति')), ('___ सामाजिक विज्ञान की वह शाखा है, जिसके अन्तर्गत वस्तुओं और सेवाओं के उत्पादन, वितरण, विनिमय और उपभोग का अध्ययन किया जाता है।', ('अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति'))]","['सामाजिक विज्ञान जो वस्तुओं और सेवाओं के उत्पादन, वितरण और खपत का विश्लेषण करता है']"
brick,bn:00013047n,['ईंट'],"['चिनाई के कार्य में उपयोग किया जाने वाला ईंट मिट्टी का ब्लॉक है, जिन्हें सामान्\u200dयत: विभिन्\u200dन प्रकार के गारे का उपयोग कर चिना जाता है।']","[('चिनाई के कार्य में उपयोग किया जाने वाला ___ मिट्टी का ब्लॉक है, जिन्हें सामान्\u200dयत: विभिन्\u200dन प्रकार के गारे का उपयोग कर चिना जाता है।', ('ईंट',))]","[('चिनाई के कार्य में उपयोग किया जाने वाला ___ मिट्टी का ब्लॉक है, जिन्हें सामान्\u200dयत: विभिन्\u200dन प्रकार के गारे का उपयोग कर चिना जाता है।', ('ईंट',))]",[]
bridge,bn:00013077n,['सेतु'],"['सेतु एक प्रकार का ढाँचा जो नदी, पहाड़, घाटी अथवा मानव निर्मित अवरोध को वाहन या पैदल पार करने के लिये बनाया जाता है।']",[],"[('___ एक प्रकार का ढाँचा जो नदी, पहाड़, घाटी अथवा मानव निर्मित अवरोध को वाहन या पैदल पार करने के लिये बनाया जाता है।', ('सेतु',))]",[]
bucket,bn:00013590n,['बाल्टी'],['बाल्टी आम तौर पर जलाभेद्य पात्र है जो उर्ध्वाधर बेलनाकार अथवा छिन्नकरण शंकु की आकृति सहित इसका ऊपरी भाग खुला एवं नीचला भाग समतल होता है और सामान्यतः इसे एक अर्धवृत्तीय ढुलाई हत्थे से जोड़ दिया जाता है जिसे बाल्टी का कड़िया भी कहा जाता है।'],[],"[('___ आम तौर पर जलाभेद्य पात्र है जो उर्ध्वाधर बेलनाकार अथवा छिन्नकरण शंकु की आकृति सहित इसका ऊपरी भाग खुला एवं नीचला भाग समतल होता है और सामान्यतः इसे एक अर्धवृत्तीय ढुलाई हत्थे से जोड़ दिया जाता है जिसे ___ का कड़िया भी कहा जाता है।', ('बाल्टी',))]",[]
bulb,bn:00013745n,"['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']",['तापदीप्त लैम्प या इन्कैंडिसेंट लैम्प को बोलचाल में बल्ब या शीशबत्ती कहते हैं।'],"[('___ या इन्कैंडिसेंट लैम्प को बोलचाल में बल्ब या शीशबत्ती कहते हैं।', ('तापदीप्त लैम्प', 'उद्दीप्त दीपक', 'लाईट बल्ब'))]","[('___ या इन्कैंडिसेंट लैम्प को बोलचाल में बल्ब या शीशबत्ती कहते हैं।', ('तापदीप्त लैम्प', 'उद्दीप्त दीपक', 'लाईट बल्ब'))]",[]
cake,bn:00014609n,['केक'],"['भोजन के अंत में परोसा जाने वाला मिष्ठान्न, केक सेंककर तैयार किया हुआ भोज्य पदार्थ है।']","[('भोजन के अंत में परोसा जाने वाला मिष्ठान्न, ___ सेंककर तैयार किया हुआ भोज्य पदार्थ है।', ('केक',))]","[('भोजन के अंत में परोसा जाने वाला मिष्ठान्न, ___ सेंककर तैयार किया हुआ भोज्य पदार्थ है।', ('केक',))]",[]
camera,bn:00015008n,['कैमरा'],['कैमरा या छायाचित्रक एक प्रकाशीय युक्ति है जिसकी सहायता से कोई स्थिर छवि या चलचित्र खींचा जा सकता है।'],[],"[('___ या छायाचित्रक एक प्रकाशीय युक्ति है जिसकी सहायता से कोई स्थिर छवि या चलचित्र खींचा जा सकता है।', ('कैमरा',))]",[]
cat,bn:00016606n,"['बिल्ली', 'Felis silvestris catus']","['बिल्ली एक मांसाहारी स्तनधारी जानवर है।', 'बिल्ली के बारे में']",[],"[('___ एक मांसाहारी स्तनधारी जानवर है।', ('बिल्ली', 'Felis silvestris catus')), ('___ के बारे में', ('बिल्ली', 'Felis silvestris catus'))]",[]
cheese,bn:00018038n,"['चीज़', 'पनीर']","['दूध से निर्मित भोज्य पदार्थों के एक विविधतापूर्ण समूह का नाम चीज़ है।', 'दुग्ध आधारित खाद्य उत्पाद']",[],"[('दूध से निर्मित भोज्य पदार्थों के एक विविधतापूर्ण समूह का नाम ___ है।', ('चीज़', 'पनीर'))]",['दुग्ध आधारित खाद्य उत्पाद']
chin,bn:00018426n,"['ठोड़ी', 'ठुड्डी', 'चिबुक']",['ठोड़ी या ठुड्डी मनुष्यों के चेहरे में होंठ के नीचे वाली हड्डी को कहते हैं।'],[],"[('ठोड़ी या ___ मनुष्यों के चेहरे में होंठ के नीचे वाली हड्डी को कहते हैं।', ('ठुड्डी', 'चिबुक')), ('___ या ठुड्डी मनुष्यों के चेहरे में होंठ के नीचे वाली हड्डी को कहते हैं।', ('ठोड़ी', 'चिबुक'))]",[]
church,bn:00018995n,"['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']","['गिरजाघर जिसे कभी कभार केवल गिरजा कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', 'ईसाई पूजा के लिए धार्मिक इमारत']","[('___ जिसे कभी कभार केवल गिरजा कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', ('गिरजाघर', 'गिर्जाघर', 'कलीसिया', 'गिर्जा', 'कलीसा', 'चर्च')), ('___घर जिसे कभी कभार केवल गिरजा कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', ('गिरजा', 'गिर्जाघर', 'कलीसिया', 'गिर्जा', 'कलीसा', 'चर्च'))]","[('___ जिसे कभी कभार केवल गिरजा कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', ('गिरजाघर', 'गिर्जाघर', 'कलीसिया', 'गिर्जा', 'कलीसा', 'चर्च')), ('___घर जिसे कभी कभार केवल ___ कहा जाता है ऐसी इमारत होती है जिसे ईसाई धार्मिक गतिविधियों के लिए उपयोग किया जाता है विशेष रूप से पूजा के लिए।', ('गिरजा', 'गिर्जाघर', 'कलीसिया', 'गिर्जा', 'कलीसा', 'चर्च'))]",['ईसाई पूजा के लिए धार्मिक इमारत']
circle,bn:00019169n,"['वृत्त', 'चक्र']",['किसी एक निश्चित बिंदु से समान दूरी पर स्थित बिंदुओं का बिन्दुपथ वृत्त कहलाता है।'],"[('किसी एक निश्चित बिंदु से समान दूरी पर स्थित बिंदुओं का बिन्दुपथ ___ कहलाता है।', ('वृत्त', 'चक्र'))]","[('किसी एक निश्चित बिंदु से समान दूरी पर स्थित बिंदुओं का बिन्दुपथ ___ कहलाता है।', ('वृत्त', 'चक्र'))]",[]
cloud,bn:00020002n,"['अभ्र', 'बादल', 'मेघ']",['[[चित्र:|'],[],[],['[[चित्र:|']
collar,bn:00005136n,['गिरफ़्तारी'],['गिरफ़्तारी किसी व्यक्ति को उसकी अपनी स्वतंत्रता से वंचित करने की प्रक्रिया को बोलते हैं।'],[],"[('___ किसी व्यक्ति को उसकी अपनी स्वतंत्रता से वंचित करने की प्रक्रिया को बोलते हैं।', ('गिरफ़्तारी',))]",[]
comb,bn:00020849n,['कंघा'],"['कंघा या कंघी वह युक्ति है जिससे बाल एवं अन्य रेशों की सफाई की जाती है या उन्हें सीधा किया जाता है।', 'बाल कंघी करने का साधन |']",[],"[('___ या कंघी वह युक्ति है जिससे बाल एवं अन्य रेशों की सफाई की जाती है या उन्हें सीधा किया जाता है।', ('कंघा',))]",['बाल कंघी करने का साधन |']
cup,bn:00024410n,"['कप', 'प्याला', 'गिलास']","['यदी आप इसी नाम के फल पर जानकारी ढूंढ रहे हैं तो कृप्या आलूबालू का लेख देखें', 'कप एक प्रकार का बर्तन होता है जिसकी मदद से चाय,पानी इत्यादि पेय पदार्थ पीते हैं।', 'खुले कटोरे की तरह, पीने में उप्योग होनेवाला, बहुधा एक हत्था होता है']","[('___ एक प्रकार का बर्तन होता है जिसकी मदद से चाय,पानी इत्यादि पेय पदार्थ पीते हैं।', ('कप', 'प्याला', 'गिलास'))]","[('___ एक प्रकार का बर्तन होता है जिसकी मदद से चाय,पानी इत्यादि पेय पदार्थ पीते हैं।', ('कप', 'प्याला', 'गिलास'))]","['यदी आप इसी नाम के फल पर जानकारी ढूंढ रहे हैं तो कृप्या आलूबालू का लेख देखें', 'खुले कटोरे की तरह, पीने में उप्योग होनेवाला, बहुधा एक हत्था होता है']"
curtain,bn:00024534n,"['परदा', 'पर्दा']",['पर्दा एक कपड़ा होता है जो घर की खिड़कियों एवं दरवाजों पर लगाया जाता है।'],[],"[('___ एक कपड़ा होता है जो घर की खिड़कियों एवं दरवाजों पर लगाया जाता है।', ('पर्दा', 'परदा'))]",[]
cushion,bn:00024564n,['प्रघात अवशोषक'],['प्रघात अवशोषक या अवमन्दक वह उपकरण है जिसे प्रघात को अवशोषित और मन्द करने के लिए उपयोग किया जाता है।'],"[('___ या अवमन्दक वह उपकरण है जिसे प्रघात को अवशोषित और मन्द करने के लिए उपयोग किया जाता है।', ('प्रघात अवशोषक',))]","[('___ या अवमन्दक वह उपकरण है जिसे प्रघात को अवशोषित और मन्द करने के लिए उपयोग किया जाता है।', ('प्रघात अवशोषक',))]",[]
dog,bn:00015267n,"['कुत्ता', 'Canis lupus familiaris']","['कुत्ता या श्वान भेड़िया कुल की एक प्रजाति है।', 'पालतू जानवर']",[],"[('___ या श्वान भेड़िया कुल की एक प्रजाति है।', ('कुत्ता', 'Canis lupus familiaris'))]",['पालतू जानवर']
door,bn:00028247n,"['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।']","[('द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के ___-स्थल को खोला और बंद किया जा सके।', ('प्रवेश', 'दरवाज़ा', 'दरवाजा', 'दर')), ('___ शब्द के अन्य अर्थों के लिए ___ देखेंवास्तुकला में ___ या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।', ('द्वार', 'दरवाज़ा', 'दरवाजा', 'दर'))]","[('द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या ___ एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।', ('दरवाज़ा', 'दरवाजा')), ('द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के ___-स्थल को खोला और बंद किया जा सके।', ('प्रवेश', 'दरवाजा')), ('___ शब्द के अन्य अर्थों के लिए ___ देखेंवास्तुकला में ___ या दरवाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।', ('द्वार', 'दरवाजा')), ('द्वार शब्द के अन्य अर्थों के लिए द्वार देखेंवास्तुकला में द्वार या ___वाज़ा एक ऐसा हिल सकने वाला ढांचा होता है जिस से किसी कमरे, भवन या अन्य स्थान के प्रवेश-स्थल को खोला और बंद किया जा सके।', ('दर', 'दरवाजा'))]",[]
drain,bn:00034158n,"['दरवाज़ा', 'क्षेत्र प्रभाव ट्रांजिस्टर']",['क्षेत्र प्रभाव ट्रांजिस्टर धारा को नियंत्रित करने के लिए विद्युत क्षेत्र का उपयोग करने वाला ट्रांजिस्टर होता है।'],"[('___ धारा को नियंत्रित करने के लिए विद्युत क्षेत्र का उपयोग करने वाला ट्रांजिस्टर होता है।', ('क्षेत्र प्रभाव ट्रांजिस्टर', 'दरवाज़ा'))]","[('___ धारा को नियंत्रित करने के लिए विद्युत क्षेत्र का उपयोग करने वाला ट्रांजिस्टर होता है।', ('क्षेत्र प्रभाव ट्रांजिस्टर', 'दरवाज़ा'))]",[]
drawer,bn:00028639n,"['रेखाचित्र', 'चित्र']","[""रेखाचित्र या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के रेखाचित्र उपकरणों का उपयोग करता है।""]","[(""___ या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के ___ उपकरणों का उपयोग करता है।"", ('रेखाचित्र',)), (""रेखा___ या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के रेखा___ उपकरणों का उपयोग करता है।"", ('चित्र',))]","[(""___ या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के ___ उपकरणों का उपयोग करता है।"", ('रेखाचित्र',)), (""रेखा___ या 'आरेखण' एक दृश्य कला है जो द्वि-आयामी साधन को चिह्नित करने के लिए किसी भी तरह के रेखा___ उपकरणों का उपयोग करता है।"", ('चित्र',))]",[]
dress,bn:00006125n,['परिधान'],['परिधान जिसे पहनावा भी कहते है ऐसे वस्त्र होते हैं जिन्हें शरीर पर पहना जाता है।'],"[('___ जिसे पहनावा भी कहते है ऐसे वस्त्र होते हैं जिन्हें शरीर पर पहना जाता है।', ('परिधान',))]","[('___ जिसे पहनावा भी कहते है ऐसे वस्त्र होते हैं जिन्हें शरीर पर पहना जाता है।', ('परिधान',))]",[]
drop,bn:00028709n,['बूंद'],"['बूँद किसी द्रव्य की थोड़ी सी मात्रा को कहते हैं, जो मुक्त सतहों से रक्षित रहती है।']",[],[],"['बूँद किसी द्रव्य की थोड़ी सी मात्रा को कहते हैं, जो मुक्त सतहों से रक्षित रहती है।']"
ear,bn:00029372n,['कान'],['मानव व अन्य स्तनधारी प्राणियों मे कर्ण या कान श्रवण प्रणाली का मुख्य अंग है।'],"[('मानव व अन्य स्तनधारी प्राणियों मे कर्ण या ___ श्रवण प्रणाली का मुख्य अंग है।', ('कान',))]","[('मानव व अन्य स्तनधारी प्राणियों मे कर्ण या ___ श्रवण प्रणाली का मुख्य अंग है।', ('कान',))]",[]
egg,bn:00029914n,['अण्डा'],['अण्डा गोल या अण्डाकार जीवित वस्तु है जो बहुत से प्राणियों के मादा द्वारा पैदा की जाती है।'],"[('अण्डा गोल या ___कार जीवित वस्तु है जो बहुत से प्राणियों के मादा द्वारा पैदा की जाती है।', ('अण्डा',))]","[('___ गोल या ___कार जीवित वस्तु है जो बहुत से प्राणियों के मादा द्वारा पैदा की जाती है।', ('अण्डा',))]",[]
engine,bn:00030850n,"['इंजन', 'मोटर']","['इंजन या मोटर उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', 'ऊर्जा परिवर्तक यंत्र']","[('___ या मोटर उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', ('इंजन',)), ('इंजन या ___ उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', ('मोटर',))]","[('___ या मोटर उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', ('इंजन',)), ('इंजन या ___ उस यंत्र या मशीन को कहते हैं जिसकी सहायता से किसी भी प्रकार की ऊर्जा का यांत्रिक ऊर्जा में रूपांतरण होता है।', ('मोटर',))]",['ऊर्जा परिवर्तक यंत्र']
eye,bn:00032512n,"['आँख', 'आंख']","['आँख या नेत्र जीवधारियों का वह अंग है जो प्रकाश के प्रति संवेदनशील है।', 'नेत्र, ऐसा अंग जो प्रकाश का पता लगाता है।']","[('___ या नेत्र जीवधारियों का वह अंग है जो प्रकाश के प्रति संवेदनशील है।', ('आँख', 'आंख'))]","[('___ या नेत्र जीवधारियों का वह अंग है जो प्रकाश के प्रति संवेदनशील है।', ('आँख', 'आंख'))]","['नेत्र, ऐसा अंग जो प्रकाश का पता लगाता है।']"
