word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
basin,bn:00071766n,"['amme', 'pesuallas', 'lavuaari', 'Lavuaari', 'viemäriallas']",['Lavuaari '],"[('___ ', ('lavuaari', 'viemäriallas', 'pesuallas', 'amme')), ('___ ', ('Lavuaari', 'viemäriallas', 'pesuallas', 'amme'))]","[('___ ', ('lavuaari', 'viemäriallas', 'pesuallas', 'amme')), ('___ ', ('Lavuaari', 'viemäriallas', 'pesuallas', 'amme'))]",[]
basket,bn:00008872n,"['kori', 'koppa', 'vasu']",['Kori on kiinteiden esineiden säilytykseen ja kuljettamiseen tarkoitettu esine.'],"[('___ on kiinteiden esineiden säilytykseen ja kuljettamiseen tarkoitettu esine.', ('kori', 'koppa', 'vasu'))]","[('___ on kiinteiden esineiden säilytykseen ja kuljettamiseen tarkoitettu esine.', ('kori', 'koppa', 'vasu'))]",[]
bath,bn:00008995n,"['kylpyhuone', 'kylpylä']","['Kylpyhuone on peseytymiseen tarkoitettu huonetila, jossa on suihkutila tai kylpyamme.', 'Kh tai KH, huonetyyppi.', 'Peseytymiseen tarkoitettu huone']","[('___ on peseytymiseen tarkoitettu huonetila, jossa on suihkutila tai kylpyamme.', ('kylpyhuone', 'kylpylä'))]","[('___ on peseytymiseen tarkoitettu huonetila, jossa on suihkutila tai kylpyamme.', ('kylpyhuone', 'kylpylä'))]","['Peseytymiseen tarkoitettu huone', 'Kh tai KH, huonetyyppi.']"
bed,bn:00009472n,"['vuode', 'sänky', 'peti']","['Vuode on ihmisten nukkumapaikaksi erityisesti järjestetty sija.', 'Ihmiselle tarkoitettu leposija', 'Huonekalu, joka on tehty ihmisille nukkumista varten.']","[('___ on ihmisten nukkumapaikaksi erityisesti järjestetty sija.', ('vuode', 'sänky', 'peti'))]","[('___ on ihmisten nukkumapaikaksi erityisesti järjestetty sija.', ('vuode', 'sänky', 'peti'))]","['Huonekalu, joka on tehty ihmisille nukkumista varten.', 'Ihmiselle tarkoitettu leposija']"
bee,bn:00009524n,"['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['Mesipistiäiset eli mehiläiset on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', 'Lentävä hyönteinen']","[('___ eli mehiläiset on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', ('mesipistiäiset', 'Mehiläinen', 'mehiläinen')), ('Mesipistiäiset eli ___ on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', ('mehiläiset', 'Mehiläinen', 'mehiläinen'))]","[('___ eli mehiläiset on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', ('mesipistiäiset', 'Mehiläinen', 'mehiläinen')), ('Mesipistiäiset eli ___ on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', ('mehiläiset', 'Mehiläinen', 'mehiläinen'))]",['Lentävä hyönteinen']
bell,bn:00009728n,"['ovikello', 'Ovikello', 'ovisummeri']","['Ovikello on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.']","[('___ on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.', ('ovikello', 'ovisummeri')), ('___ on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.', ('Ovikello', 'ovisummeri'))]","[('___ on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.', ('ovikello', 'ovisummeri')), ('___ on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.', ('Ovikello', 'ovisummeri'))]",[]
berry,bn:00010066n,['marja'],"['Pieni, pyöreä ja mehevä hedelmä']",[],[],"['Pieni, pyöreä ja mehevä hedelmä']"
bird,bn:00010605n,"['linnut', 'lintu']","['Linnut ovat munivia ja höyhenpeitteisiä selkärankaisia, joiden siivet antavat useimmille niistä lentokyvyn.', 'Höyhenpeitteisten, munivien ja pääasiassa lentokykyisten eläinkunnan selkärankaisten luokka.', 'Eläinluokka', 'Selkärankaisten luokka']","[('___ ovat munivia ja höyhenpeitteisiä selkärankaisia, joiden siivet antavat useimmille niistä lentokyvyn.', ('linnut', 'lintu'))]","[('___ ovat munivia ja höyhenpeitteisiä selkärankaisia, joiden siivet antavat useimmille niistä lentokyvyn.', ('linnut', 'lintu'))]","['Höyhenpeitteisten, munivien ja pääasiassa lentokykyisten eläinkunnan selkärankaisten luokka.', 'Selkärankaisten luokka', 'Eläinluokka']"
blade,bn:00011081n,"['miekka', 'kalpa']","['Miekka on lähitaisteluun tarkoitettu ase, joka koostuu kahvasta ja säilästä.', 'Pitkäteräinen ase']","[('___ on lähitaisteluun tarkoitettu ase, joka koostuu kahvasta ja säilästä.', ('miekka', 'kalpa'))]","[('___ on lähitaisteluun tarkoitettu ase, joka koostuu kahvasta ja säilästä.', ('miekka', 'kalpa'))]",['Pitkäteräinen ase']
board,bn:00021015n,"['komitea', 'valiokunta', 'toimikunta', 'lautakunta']",['Komitea (lat.'],"[('___ (lat.', ('komitea', 'valiokunta', 'toimikunta', 'lautakunta'))]","[('___ (lat.', ('komitea', 'valiokunta', 'toimikunta', 'lautakunta'))]",[]
boat,bn:00011674n,['vene'],"['Vene on vedessä kulkeva alus, joka on laivaa pienempi.', 'pieni vesikulkuneuvo']","[('___ on vedessä kulkeva alus, joka on laivaa pienempi.', ('vene',))]","[('___ on vedessä kulkeva alus, joka on laivaa pienempi.', ('vene',))]",['pieni vesikulkuneuvo']
bone,bn:00011999n,"['luu', 'os']","['Luu (lat.', 'Latinaksi os, selkärankaisten eläinten tukirangan muodostava kudos', 'Eläimen tukirangan osa']","[('Latinaksi ___, selkärankaisten eläinten tukirangan muodostava kudos', ('os', 'luu')), ('___ (lat.', ('luu', 'os'))]","[('Latinaksi ___, selkärankaisten eläinten tukirangan muodostava kudos', ('os', 'luu')), ('Eläimen tukirangan ___a', ('os', 'luu')), ('___ (lat.', ('luu', 'os'))]",[]
book,bn:00012059n,['kirja'],"['Kirja on nidos paperiarkkeja, joissa on painettua tekstiä tai kuvia, tai sen muotoisena ilmestynyt kirjallinen tuote.', 'Painettua tekstiä tai kuvia sisältävä kirjallinen tuote; myös vastaava sisältö sähköisessä tai muussa muodossa', 'Painettu tai sähköinen teksti']","[('___ on nidos paperiarkkeja, joissa on painettua tekstiä tai kuvia, tai sen muotoisena ilmestynyt kirjallinen tuote.', ('kirja',))]","[('___ on nidos paperiarkkeja, joissa on painettua tekstiä tai kuvia, tai sen muotoisena ilmestynyt ___llinen tuote.', ('kirja',)), ('Painettua tekstiä tai kuvia sisältävä ___llinen tuote; myös vastaava sisältö sähköisessä tai muussa muodossa', ('kirja',))]",['Painettu tai sähköinen teksti']
boot,bn:00012166n,"['Saapas', 'saapas', 'varsikenkä']",['Saapas on pitkävartinen jalkine.'],"[('___ on pitkävartinen jalkine.', ('Saapas', 'varsikenkä')), ('___ on pitkävartinen jalkine.', ('saapas', 'varsikenkä'))]","[('___ on pitkävartinen jalkine.', ('Saapas', 'varsikenkä')), ('___ on pitkävartinen jalkine.', ('saapas', 'varsikenkä'))]",[]
bottle,bn:00012339n,['pullo'],"['Pullo on yleensä lasista tai muovista valmistettu ahdassuinen, tavallisesti kaulallinen astia, jossa säilytetään juomaa tai muuta nestettä, esimerkiksi ruokaöljyä, sytytysnestettä, lääkettä, nestesaippuaa, sampoota tai mustetta.', 'Pl, nesteiden säilytysastia']","[('___ on yleensä lasista tai muovista valmistettu ahdassuinen, tavallisesti kaulallinen astia, jossa säilytetään juomaa tai muuta nestettä, esimerkiksi ruokaöljyä, sytytysnestettä, lääkettä, nestesaippuaa, sampoota tai mustetta.', ('pullo',))]","[('___ on yleensä lasista tai muovista valmistettu ahdassuinen, tavallisesti kaulallinen astia, jossa säilytetään juomaa tai muuta nestettä, esimerkiksi ruokaöljyä, sytytysnestettä, lääkettä, nestesaippuaa, sampoota tai mustetta.', ('pullo',))]","['Pl, nesteiden säilytysastia']"
box,bn:00012524n,"['laatikko', 'rasia', 'aski']",['Laatikko on esineiden tai kuiva-aineiden säiliö.'],"[('___ on esineiden tai kuiva-aineiden säiliö.', ('laatikko', 'rasia', 'aski'))]","[('___ on esineiden tai kuiva-aineiden säiliö.', ('laatikko', 'rasia', 'aski'))]",[]
boy,bn:00012569n,['poika'],"['Poika on nuori mies, usein lapsi tai teini.', 'Miespuolinen lapsi', 'Miespuolinen lapsi tai nuori']","[('___ on nuori mies, usein lapsi tai teini.', ('poika',))]","[('___ on nuori mies, usein lapsi tai teini.', ('poika',))]","['Miespuolinen lapsi tai nuori', 'Miespuolinen lapsi']"
brain,bn:00012681n,"['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['Nous (m.kreik.', 'Mieli ymmärretään yksilön sisäisenä, henkisenä olemuksena, jossa ajatukset, tunteet ja tietoisuus ilmenevät.', 'Psyykellä', 'ihmismieli ja sen osa-alueet', 'sisäinen henkinen olemus']","[('___ ymmärretään yksilön sisäisenä, henkisenä olemuksena, jossa ajatukset, tunteet ja tietoisuus ilmenevät.', ('mieli', 'Psyyke', 'psyyke', 'järki', 'Nous', 'nous', 'älli', 'pää')), ('___ (m.kreik.', ('Nous', 'Psyyke', 'psyyke', 'mieli', 'järki', 'älli', 'pää')), ('___ (m.kreik.', ('nous', 'Psyyke', 'psyyke', 'mieli', 'järki', 'älli', 'pää'))]","[('___ ymmärretään yksilön sisäisenä, henkisenä olemuksena, jossa ajatukset, tunteet ja tietoisuus ilmenevät.', ('mieli', 'Psyyke', 'psyyke', 'järki', 'Nous', 'nous', 'älli', 'pää')), ('___ (m.kreik.', ('Nous', 'Psyyke', 'psyyke', 'mieli', 'järki', 'älli', 'pää')), ('___ (m.kreik.', ('nous', 'Psyyke', 'psyyke', 'mieli', 'järki', 'älli', 'pää')), ('___llä', ('Psyyke', 'mieli', 'järki', 'Nous', 'nous', 'älli', 'pää')), ('___llä', ('psyyke', 'mieli', 'järki', 'Nous', 'nous', 'älli', 'pää'))]","['ihmismieli ja sen osa-alueet', 'sisäinen henkinen olemus']"
brake,bn:00012710n,"['Jarru', 'jarru']","['Jarru on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.']","[('___ on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.', ('Jarru',)), ('___ on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.', ('jarru',))]","[('___ on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.', ('Jarru',)), ('___ on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.', ('jarru',))]",[]
branch,bn:00029676n,"['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['Taloustiede on yhteiskuntatiede, joka tutkii lähinnä taloudellisia päätöksiä tekevien toimijoiden kannustimia ja käyttäytymistä, sekä niiden perusoletuksista johdetuilla malleilla ja teorioilla erilaisia taloudellisia ilmiöitä.', 'Poliittinen talous on yhteiskuntatieteen tieteenhaara, joka tutkii politiikan ja talouden välisiä suhteita, yhteyksiä ja keskinäisriippuvuuksia.', 'Yhteiskuntatieteen tieteenhaara', 'Yhteiskuntatiede, joka tutkii markkinoita, resurssien jakamista ja päätöksentekoa']","[('___ on yhteiskuntatiede, joka tutkii lähinnä taloudellisia päätöksiä tekevien toimijoiden kannustimia ja käyttäytymistä, sekä niiden perusoletuksista johdetuilla malleilla ja teorioilla erilaisia taloudellisia ilmiöitä.', ('taloustiede', 'poliittinen talous', 'kansantaloustiede', 'kansantalous', 'taloselämä', 'ekonomia')), ('___ on yhteiskuntatieteen tieteenhaara, joka tutkii politiikan ja talouden välisiä suhteita, yhteyksiä ja keskinäisriippuvuuksia.', ('poliittinen talous', 'kansantaloustiede', 'kansantalous', 'taloustiede', 'taloselämä', 'ekonomia'))]","[('___ on yhteiskuntatiede, joka tutkii lähinnä taloudellisia päätöksiä tekevien toimijoiden kannustimia ja käyttäytymistä, sekä niiden perusoletuksista johdetuilla malleilla ja teorioilla erilaisia taloudellisia ilmiöitä.', ('taloustiede', 'poliittinen talous', 'kansantaloustiede', 'kansantalous', 'taloselämä', 'ekonomia')), ('___ on yhteiskuntatieteen tieteenhaara, joka tutkii politiikan ja talouden välisiä suhteita, yhteyksiä ja keskinäisriippuvuuksia.', ('poliittinen talous', 'kansantaloustiede', 'kansantalous', 'taloustiede', 'taloselämä', 'ekonomia'))]","['Yhteiskuntatiede, joka tutkii markkinoita, resurssien jakamista ja päätöksentekoa', 'Yhteiskuntatieteen tieteenhaara']"
brick,bn:00013047n,"['tiili', 'tiiliskivi']","['Tiili on savesta ja hiekasta kuivaamalla ja polttamalla aikaan saatu määrämuotoinen karkeakeraaminen rakennusmateriaali.', 'Rakennusmateriaali']","[('___ on savesta ja hiekasta kuivaamalla ja polttamalla aikaan saatu määrämuotoinen karkeakeraaminen rakennusmateriaali.', ('tiili', 'tiiliskivi'))]","[('___ on savesta ja hiekasta kuivaamalla ja polttamalla aikaan saatu määrämuotoinen karkeakeraaminen rakennusmateriaali.', ('tiili', 'tiiliskivi'))]",['Rakennusmateriaali']
bridge,bn:00013077n,['silta'],"['Silta on rakenne, joka mahdollistaa kulun tai materiaalin kuljetuksen jonkin esteen tai esteiden yli sallien myös kulun itsensä ali.', 'Rakennelma', 'Rakennelma esteen yli']","[('___ on rakenne, joka mahdollistaa kulun tai materiaalin kuljetuksen jonkin esteen tai esteiden yli sallien myös kulun itsensä ali.', ('silta',))]","[('___ on rakenne, joka mahdollistaa kulun tai materiaalin kuljetuksen jonkin esteen tai esteiden yli sallien myös kulun itsensä ali.', ('silta',))]","['Rakennelma esteen yli', 'Rakennelma']"
brush,bn:00013489n,"['harja', 'suti', 'sivellin', 'suka']","['Harja on siivousväline, jota käytetään erilaisten pintojen tai esineiden puhdistamiseen tai hankaamiseen, vaatteiden, hiusten tai eläinten turkin siistimiseen sekä siivouksessa; lattioiden lakaisemisessa tai pintojen puhdistamisessa harjaamalla kuiviltaan tai veden ja pesuaineen kanssa.', 'Puhdistamiseen ja hankaamiseen tarkoitettu väline', 'Harjaksista sidottu siivousväline']","[('___ on siivousväline, jota käytetään erilaisten pintojen tai esineiden puhdistamiseen tai hankaamiseen, vaatteiden, hiusten tai eläinten turkin siistimiseen sekä siivouksessa; lattioiden lakaisemisessa tai pintojen puhdistamisessa harjaamalla kuiviltaan tai veden ja pesuaineen kanssa.', ('harja', 'sivellin', 'suti', 'suka'))]","[('___ on siivousväline, jota käytetään erilaisten pintojen tai esineiden puhdistamiseen tai hankaamiseen, vaatteiden, hiusten tai eläinten turkin siistimiseen sekä siivouksessa; lattioiden lakaisemisessa tai pintojen puhdistamisessa ___amalla kuiviltaan tai veden ja pesuaineen kanssa.', ('harja', 'sivellin', 'suti', 'suka')), ('___ksista sidottu siivousväline', ('harja', 'sivellin', 'suti', 'suka'))]",['Puhdistamiseen ja hankaamiseen tarkoitettu väline']
bucket,bn:00013590n,"['ämpäri', 'kiulu', 'sanko']","['Ämpäri eli sanko on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.']","[('___ eli sanko on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.', ('ämpäri', 'kiulu')), ('Ämpäri eli ___ on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.', ('sanko', 'kiulu'))]","[('___ eli sanko on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.', ('ämpäri', 'kiulu')), ('Ämpäri eli ___ on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.', ('sanko', 'kiulu'))]",[]
