word_original,synset,senses,definitions
basin,bn:00071766n,"['amme', 'pesuallas', 'lavuaari', 'Lavuaari', 'viemäriallas']",['Lavuaari ']
basket,bn:00008872n,"['kori', 'koppa', 'vasu']",['Kori on kiinteiden esineiden säilytykseen ja kuljettamiseen tarkoitettu esine.']
bath,bn:00008995n,"['kylpyhuone', 'kylpylä']","['Kylpyhuone on peseytymiseen tarkoitettu huonetila, jossa on suihkutila tai kylpyamme.', 'Kh tai KH, huonetyyppi.', 'Peseytymiseen tarkoitettu huone']"
bed,bn:00009472n,"['vuode', 'sänky', 'peti']","['Vuode on ihmisten nukkumapaikaksi erityisesti järjestetty sija.', 'Ihmiselle tarkoitettu leposija', 'Huonekalu, joka on tehty ihmisille nukkumista varten.']"
bee,bn:00009524n,"['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['Mesipistiäiset eli mehiläiset on mesipistiäismäisten yläheimoon kuuluva lentävien hyönteisten ryhmä.', 'Lentävä hyönteinen']"
bell,bn:00009728n,"['ovikello', 'Ovikello', 'ovisummeri']","['Ovikello on oven ulkopuolelle kiinnitetty ääntä synnyttävä laite, jota käyttämällä on tarkoitus herättää sisäpuolella olevan henkilön huomio, jotta tämä tulisi avaamaan oven.']"
berry,bn:00010066n,['marja'],"['Pieni, pyöreä ja mehevä hedelmä']"
bird,bn:00010605n,"['linnut', 'lintu']","['Linnut ovat munivia ja höyhenpeitteisiä selkärankaisia, joiden siivet antavat useimmille niistä lentokyvyn.', 'Höyhenpeitteisten, munivien ja pääasiassa lentokykyisten eläinkunnan selkärankaisten luokka.', 'Eläinluokka', 'Selkärankaisten luokka']"
blade,bn:00011081n,"['miekka', 'kalpa']","['Miekka on lähitaisteluun tarkoitettu ase, joka koostuu kahvasta ja säilästä.', 'Pitkäteräinen ase']"
board,bn:00021015n,"['komitea', 'valiokunta', 'toimikunta', 'lautakunta']",['Komitea (lat.']
boat,bn:00011674n,['vene'],"['Vene on vedessä kulkeva alus, joka on laivaa pienempi.', 'pieni vesikulkuneuvo']"
bone,bn:00011999n,"['luu', 'os']","['Luu (lat.', 'Latinaksi os, selkärankaisten eläinten tukirangan muodostava kudos', 'Eläimen tukirangan osa']"
book,bn:00012059n,['kirja'],"['Kirja on nidos paperiarkkeja, joissa on painettua tekstiä tai kuvia, tai sen muotoisena ilmestynyt kirjallinen tuote.', 'Painettua tekstiä tai kuvia sisältävä kirjallinen tuote; myös vastaava sisältö sähköisessä tai muussa muodossa', 'Painettu tai sähköinen teksti']"
boot,bn:00012166n,"['Saapas', 'saapas', 'varsikenkä']",['Saapas on pitkävartinen jalkine.']
bottle,bn:00012339n,['pullo'],"['Pullo on yleensä lasista tai muovista valmistettu ahdassuinen, tavallisesti kaulallinen astia, jossa säilytetään juomaa tai muuta nestettä, esimerkiksi ruokaöljyä, sytytysnestettä, lääkettä, nestesaippuaa, sampoota tai mustetta.', 'Pl, nesteiden säilytysastia']"
box,bn:00012524n,"['laatikko', 'rasia', 'aski']",['Laatikko on esineiden tai kuiva-aineiden säiliö.']
boy,bn:00012569n,['poika'],"['Poika on nuori mies, usein lapsi tai teini.', 'Miespuolinen lapsi', 'Miespuolinen lapsi tai nuori']"
brain,bn:00012681n,"['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['Nous (m.kreik.', 'Mieli ymmärretään yksilön sisäisenä, henkisenä olemuksena, jossa ajatukset, tunteet ja tietoisuus ilmenevät.', 'Psyykellä', 'ihmismieli ja sen osa-alueet', 'sisäinen henkinen olemus']"
brake,bn:00012710n,"['Jarru', 'jarru']","['Jarru on liikkeen hidastamiseen, hallitsemiseen ja pysäyttämiseen tarkoitettu laite.']"
branch,bn:00029676n,"['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['Taloustiede on yhteiskuntatiede, joka tutkii lähinnä taloudellisia päätöksiä tekevien toimijoiden kannustimia ja käyttäytymistä, sekä niiden perusoletuksista johdetuilla malleilla ja teorioilla erilaisia taloudellisia ilmiöitä.', 'Poliittinen talous on yhteiskuntatieteen tieteenhaara, joka tutkii politiikan ja talouden välisiä suhteita, yhteyksiä ja keskinäisriippuvuuksia.', 'Yhteiskuntatieteen tieteenhaara', 'Yhteiskuntatiede, joka tutkii markkinoita, resurssien jakamista ja päätöksentekoa']"
brick,bn:00013047n,"['tiili', 'tiiliskivi']","['Tiili on savesta ja hiekasta kuivaamalla ja polttamalla aikaan saatu määrämuotoinen karkeakeraaminen rakennusmateriaali.', 'Rakennusmateriaali']"
bridge,bn:00013077n,['silta'],"['Silta on rakenne, joka mahdollistaa kulun tai materiaalin kuljetuksen jonkin esteen tai esteiden yli sallien myös kulun itsensä ali.', 'Rakennelma', 'Rakennelma esteen yli']"
brush,bn:00013489n,"['harja', 'suti', 'sivellin', 'suka']","['Harja on siivousväline, jota käytetään erilaisten pintojen tai esineiden puhdistamiseen tai hankaamiseen, vaatteiden, hiusten tai eläinten turkin siistimiseen sekä siivouksessa; lattioiden lakaisemisessa tai pintojen puhdistamisessa harjaamalla kuiviltaan tai veden ja pesuaineen kanssa.', 'Puhdistamiseen ja hankaamiseen tarkoitettu väline', 'Harjaksista sidottu siivousväline']"
bucket,bn:00013590n,"['ämpäri', 'kiulu', 'sanko']","['Ämpäri eli sanko on sangallinen, tavallisesti kartiomaisesti alaspäin kapeneva avosuinen, ympyrälieriön muotoinen, erityisesti veden kanto- ja säilytysastia.']"
bulb,bn:00013745n,"['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['Sähkövalo perustuu sähköenergian muuttamiseen eri tavoin valoksi.', 'Hehkulamppu on sähkölaite, joka tuottaa valoa sähkövirrasta hehkulangan avulla.', 'Valoa tuottava sähkölaite', 'sähköenergian muuttaminen valoksi']"
button,bn:00014305n,['nappi'],"['Nappi on tavallisesti pyöreä ja litteä esine, jota käytetään vaatteissa tai muissa tekstiilituotteissa kiinnittimenä tai koristeena.']"
cake,bn:00014609n,['kakku'],"['Kakku on paloina syötävä kookas, tavallisesti makea leivonnainen.']"
camera,bn:00015008n,"['kamera', 'valokuvakamera']","['Kamera on kuvien tallentamiseen käytettävä laite.', 'optinen laite kuvien tallentamiseen']"
carriage,bn:00016241n,"['rautatieajoneuvo', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'vaunut', 'rattaat']","['Valjakkovaunu eli hevosvaunu on hevosten tai ponien muodostaman valjakon vetämä kaksi- tai nelipyöräinen kuljetusväline, jossa kuljetaan ensisijaisesti ihmisiä.']"
cat,bn:00016606n,"['mirri', 'kissa', 'kesykissa', 'kisu', 'katti', 'kissaeläin']","['Kissa eli kesykissa tai kotikissa on afrikanvillikissasta polveutuva ja petoeläinten lahkon kissaeläinten heimoon kuuluva kesy nisäkäslaji.', 'Lemmikkieläin', 'Yleinen nelijalkainen eläin (Felis silvestris catus), jota pidetään usein sisälemmikkinä.']"
cheese,bn:00018038n,['juusto'],"['Juusto on maidosta juoksettamisen ja maitohappokäymisen avulla valmistettu elintarvike.', 'Maitotuote', 'Juoksetettu tai maitohapoilla käytetty maitotuote.']"
chest,bn:00018208n,"['Arkku', 'arkku', 'kirstu']","['Arkku eli kirstu on suurehko säilytyslaatikko, jonka yläpintana on saranoitu, yleensä lukittava kansi, ja joka on yleensä leveämpi kuin neliö.', 'kannellinen laatikko', 'Wikimedia-luetteloartikkeli']"
chin,bn:00018426n,"['leuka', 'leukakyhmy', 'mentum']","['Leukakyhmy on ihmisen alaleuan kärjessä suun alapuolella sijaitseva, luusta muodostuva anatominen rakenne, joka ojentuu ulospäin.', 'Alaleuan kärki']"
church,bn:00018995n,"['kirkko', 'kirkkorakennus']","['Kirkko on kristinuskon pyhäkkö eli pyhä rakennus.', 'Kristinuskon harjoittamiseen käytetty rakennus']"
circle,bn:00019169n,['ympyrä'],"['Ympyrä on geometriassa kaikkien niiden tason pisteiden joukko, joiden etäisyys annetusta pisteestä on yhtä suuri kuin ympyrän säde r.']"
clock,bn:00019887n,['kello'],"['Kello on ajan mittaamiseen ja näyttämiseen tarkoitettu laite.', 'Ajan mittaukseen tarkoitettu laite', 'Ajan näyttävä laite']"
cloud,bn:00020002n,['pilvi'],"['Pilvi on ilmakehän alimmissa kerroksissa ilmavirtausten kannattamana leijuvaa aerosolia, joka koostuu jääkiteistä tai vesipisaroista.', 'Taivaalle muodostuva pienten vesipisaroiden tai jääkiteiden keräymä', 'ilmakehässä yhteen kasaantuneet jääkiteet ja vesipisarat']"
collar,bn:00005136n,"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni']","['Pidättäminen on Suomessa pakkokeino, jolla poliisi, virallinen syyttäjä tai tullihallituksen ja rajavartiolaitoksen virkamiehet voivat ottaa rikoksesta epäillyn henkilön säilöön lyhyeksi määräajaksi.']"
comb,bn:00020849n,['kampa'],"['Kampa on hiustenhoitoväline, jota käytetään hiusten suoristukseen ja puhdistukseen.']"
cord,bn:00022592n,['vakosametti'],['Vakosametti on sametti jonka nukkapinnassa on vakoja.']
cow,bn:00012273n,"['karja', 'Bos taurus', 'nauta', 'nautakarja']","['Nauta on märehtiviin sorkkaeläimiin kuuluva nisäkäs.', 'Märehtivä sorkkaeläin', 'Kesytetty sorkkaeläin']"
cup,bn:00024410n,"['kuppi', 'juomalasi', 'juomapikari', 'Juomalasi']","['Juomalasi eli lyhyesti lasi on lasimassasta valmistettu lieriömäinen tai jalallinen astia, josta juodaan.', 'Lasimassasta valmistettu juoma-astia']"
curtain,bn:00024534n,"['verho', 'verhot']","['Verho on kangasta, jota ripustetaan yleensä ikkunan eteen estämään tai himmentämään valoa.', 'Ikkunan, oven tms. eteen ripustettu kangas', 'ikkunan eteen ripustettava tai näkösuojana ja tilanjakajana käytettävä kangas']"
cushion,bn:00024564n,"['iskunvaimennin', 'sähköisku', 'sähköshokki', 'pehmike']",['Iskunvaimennin on heilahdusliikettä vaimentava laite varsinkin moottoriajoneuvon jousitusjärjestelmässä.']
dog,bn:00015267n,"['koira', 'Canis lupus familiaris', 'Canis familiaris']","['Koira eli kesykoira on harmaasuden kesy, jalostettu muoto.', 'Koirien sukuun kuuluva nisäkäslaji', 'Kotieläin']"
door,bn:00028247n,['ovi'],"['Ovi on levymäinen rakennusosa, jolla suljetaan seinässä tai vastaavassa rakenteessa oleva kulkuväylä tai muu aukko.', 'Kulkuväylä', 'avattava elementti, joka sulkee seinässä olevan kulkuaukon']"
drain,bn:00034158n,"['ovi', 'kanavatransistori']","['Kanavatransistori eli FET', 'Transistori, jossa varauksenkuljettajien liikettä ohjataan puolijohdekanavassa vaikuttavan sähkökentän avulla']"
drawer,bn:00028639n,"['piirros', 'piirustus']","['Piirustus tai piirros on kuvan tekemistä piirustusvälineillä paperille tai muulle kaksiulotteiselle pinnalle tai näin aikaansaatu työ.', 'Kuvataiteen teos']"
dress,bn:00006125n,"['vaatetus', 'vaatteet', 'vaatekappale', 'vaate', 'vaatetavara', 'asu', 'puku']","['Vaate on yksittäinen vaatekappale, päälle puettavien vaatteiden eli vaatetuksen osa.', 'puettavan vaatetuksen osa']"
drop,bn:00028709n,"['tippa', 'pisara', 'tilkka']","['Pisara on pieni määrä nestettä, jota ympäröi kokonaan tai lähes kokonaan vapaa pinta.', 'pieni määrä nestettä']"
ear,bn:00029372n,['korva'],"['Korva on monien eläinten kuulo- ja tasapainoelin.', 'Kuulo- ja tasapainoelin']"
egg,bn:00029914n,"['muna', 'kananmuna', 'munat']","['Kananmuna on muna, jonka kana munii.', 'Joka on paistettu yhdeltä puolelta niin että keltuainen on löysä mutta valkuainen kiinteä', 'kanan muna', 'Kesyn linnun, yleensä kanan, muna ruuaksi käytettynä.']"
engine,bn:00030850n,['moottori'],"['Moottori on kone, joka tuottaa eri energiamuodoista mekaanista voimaa ja liikettä.', 'Mt, kone, joka muuttaa muuta kuin mekaanista energiaa mekaaniseksi energiaksi']"
eye,bn:00032512n,"['silmämuna', 'silmä', 'näkö-', 'näkö']","['Silmä on aistinelin, joka vastaanottaa näköaistin tarvitseman informaation valosäteilynä ja lähettää sen aivoihin näköhermon kautta.', 'Aistinelin']"
face,bn:00032600n,"['naama', 'kasvot', 'pärstä']","['Kasvot ovat ihmisen pään etuosan alue otsasta leukaan, jossa sijaitsevat myös silmät ja kulmakarvat, nenä, suu ja posket.', 'Ihmisen pään alue', 'ihmisen pään etuosa']"
farm,bn:00033676n,"['maatila', 'tila', 'farmi']","['Maatila on yhden tai useamman tilan tai tilanosan muodostama maatilataloudellinen kokonaisuus, joka kuuluu samalle omistajalle tai yhteisesti samoille omistajille.', 'Yhden tai useamman tilan eli kiinteistön tai tilanosan muodostama maatilataloudellinen kokonaisuus, joka kuuluu samalle omistajalle tai yhteisesti samoille omistajille']"
feather,bn:00033865n,"['höyhenet', 'höyhen', 'höyhenpuku', 'höyhenpeite', 'sulka']","['Höyhen on lintujen ihosta kasvava kevyt sarveisaineesta muodostunut epiderminen uloke.', 'Höyhenpeite on lintujen ihoa peittävä kerros, joka koostuu höyhenistä.', 'Lintujen ihoa peittävä höyhenkerros']"
finger,bn:00034565n,"['sormi', 'näppi']",['Sormet ']
fish,bn:00034816n,['kala'],"['Kala on yleisnimitys vedessä eläville, kiduksilla hengittäville, selkärankaisille eläimille.', 'Vedessä elävä selkärankainen eläin', 'Vedessä elävä ja kiduksilla hengittävä selkärankainen eläin']"
flag,bn:00034960n,['lippu'],"['Lippu on valtion, järjestön tm.', 'Tunnuksena käytettävä kangas', 'Tunnuksena käytettävä määräkuvioinen vaate']"
floor,bn:00079476n,['laakso'],"['Laakso on suurehko, tavallisesti pitkänomainen maanpinnan laskeuma, jota rajoittaa ainakin kahdelta vastakkaiselta sivulta korkeammalla oleva maa.', 'Maantieteellinen kohde', 'Maanpinnan laskeuma', 'Kylä Venäjällä']"
fly,bn:00035494n,"['kaksisiipiset', 'kaksisiipinen', 'kärpänen']","['Kaksisiipiset on hyönteislahko, johon kuuluvat kärpäset ja sääsket.', 'Hyönteisten luokkaan kuuluva niveljalkaisten lahko']"
foot,bn:00035679n,"['jalkaterä', 'jalka']","['Jalkaterä on ihmisen ja joidenkin muiden selkärankaisten jalan alaosa nilkasta lähtien.', 'jalan osa']"
fork,bn:00035902n,['haarukka'],"['Haarukka on ruokailuväline, jonka kädensijan toisessa päässä on pitkiä piikkejä.', 'Ruokailuväline']"
fowl,bn:00028155n,"['siipikarja', 'riistalintu', 'Galloanserae']","['Siipikarja on yleisnimi hyötyeläiminä pidettäville linnuille, joita kasvatetaan joko ruoaksi tai muniensa tai höyhenten ja muiden vastaavien tuotteiden takia.']"
garden,bn:00037300n,"['puutarha', 'kasvimaa']","['Puutarha on hyöty- ja koristekasvien, varsinkin hedelmäpuiden, marjapensaiden tai kukkien viljelyalue.', 'Hyöty- ja koristekasvien viljelyalue']"
girl,bn:00034453n,"['tyttö', 'neiti', 'nuori nainen']","['Tyttö on nuori nainen, usein lapsi tai teini.', 'Naispuolinen lapsi tai nuori']"
glove,bn:00040736n,"['hansikas', 'sormikas', 'hanska', 'käsine']","['Käsine eli hansikas on käsien tai käsiteltävien kohteiden suojaamiseen tai käsillä tehtävän työn helpottamiseen tarkoitettu asuste, väline tai suojain.']"
goat,bn:00015720n,"['vuohi', 'vuohieläin']",['Vuohi eli kesyvuohi on märehtivä sorkkaeläin.']
gun,bn:00042221n,"['ampuma-ase', 'tuliase', 'tykki', 'pistooli', 'pyssy']","['Tuliase on ase, joka ampuu palamisreaktiosta syntyvien kaasujen avulla suurinopeuksisia luoteja tai kranaatteja.', 'Ampuma-ase on ase, jota käytetään ampumiseen eli ammuksen, nuolen tai vastaavan saattamiseen nopeaan liikkeeseen.']"
hair,bn:00042526n,"['karvoitus', 'karva', 'hius', 'jouhi']","['Karvat ovat nisäkkäiden ihon ulkopinnassa kasvavia, sarveisaineesta muodostuneita epidermisiä ulokekkeita.']"
hammer,bn:00042730n,['vasara'],"['Vasara on työkalu, jolla on tarkoitus keskittää iskuvoimaa kapeaan pisteeseen.', 'Työkalu']"
hand,bn:00042759n,"['käsi', 'jalka', 'käpälä', 'manus']",['Käsi (lat.']
hat,bn:00017718n,"['hattu', 'lakki', 'päähine']","['Hattu on tavallisesti jäykästä materiaalista valmistettu päähine, jossa on kupu ja usein lieri.', 'päähine']"
heart,bn:00043383n,"['sydän', 'sydänlihas', 'pumppu']","['Sydän (lat.', 'lihasseinäinen ontto elin, joka ylläpitää pumppaamalla verenkiertoa ja -painetta', 'Lihaksikas elin, joka kierrättää verta kehossa.']"
horn,bn:00022750n,"['munniharppu', 'torvi', 'kornetti', 'vaskitorvi', 'trumpetti', 'vaskipuhallin']","['Trumpetti on vaskisoitinperheen korkein soitin.', 'Kornetti', 'Trumpentinsukuinen vaskipuhallin', 'Vaskipuhallin', 'musiikkisoitin']"
horse,bn:00031345n,"['hevonen', 'Equus caballus']","['Kesyhevonen on yksi hevosen alalajeista.', 'hevosen alalaji']"
hospital,bn:00044896n,"['sairaala', 'sairasosasto']","['Sairaala on laitos, jossa potilaat saavat lääketieteellistä hoitoa.', 'Laitos, jossa potilaat saavat lääketieteellistä hoitoa']"
house,bn:00044994n,['talo'],"['Talo on yleiskielessä rakennus, joka on tarkoitettu asuin-, toimisto-, liike- tai muuhun vastaavaan käyttöön.', 'Rakennustyyppi', 'Yleisesti ottaen rakennus, rakennelma, koti tai suoja, jonka tarkoitus on olla ihmiselle paikka asumista varten.']"
island,bn:00047612n,"['saari', 'saareke']","['Saari on veden kokonaan ympäröimä mannerta pienempi maa-alue, jota nousuvesi ei peitä.', 'Yleiskäsite veden ympäröimästä maa-alueesta', 'Veden ympäröimä maa-alue']"
jewel,bn:00037606n,"['jalokivi', 'korukivi']","['Jalokivet ovat kiiltäviä, vahvasti valoa taittavia, läpinäkyviä, värillisiä tai värittömiä ja kovia mineraaleja, jotka kauneutensa, kestävyytensä ja harvinaisuutensa vuoksi ovat haluttuja ja arvokkaita.']"
key,bn:00048985n,['avain'],"['Avain on väline, jolla avataan lukko.', 'Lukon avausväline', 'Lukon avaamiseen käytettävä apuväline']"
knee,bn:00006140n,"['polvi', 'polvinivel', 'articulatio genus']","['Polvinivel ', 'Reisiluun, sääriluun ja polvilumpion yhdistävä nivel']"
knife,bn:00049322n,"['veitsi', 'puukko']","['Veitsi on leikkaamiseen tarkoitettu työkalu.', 'Leikkaamiseen tarkoitettu työkalu', 'Itseään pehmeämpien aineiden, erityisesti lihan tai muun ruuan leikkaamiseen soveltuva väline, joka koostuu jostain kovaa ainetta kuten terästä tai muuta metallia, keramiikkaa, lasia tai kiveä olevasta teroitetusta, tavallisesti kahvaan kiinnitetystä kappaleesta.']"
knot,bn:00049367n,"['solmu', 'Solmu']","['Solmu on tapa kiinnittää lanka, naru tai köysi sitomalla.', 'tapa kiinnittää naru tai köysi sitomalla']"
leaf,bn:00035596n,"['lehvistö', 'lehdistö', 'havupuun neulanen', 'lehvästö', 'lehdet', 'lehti']","['Lehti on kasvin varren nivelestä kasvava peruselin.', 'Kasvin osa', 'Kasvinosa, joka yleensä hoitaa yhteyttämisen']"
line,bn:00076373n,"['televisio', 'video', 'TV', 'televisiointi']","['Televisio eli TV on liikkuvan kuvan ja siihen liittyvän äänen sähköistä lähettämistä ja vastaanottamista.', 'Video tarkoittaa teknologiaa, jossa sähköisiä signaaleja käsitellään niin, että niistä saadaan liikkuvaa kuvaa.', 'sähköinen media liikkuvan kuvan tallentamiseen, kopiointiin ja jakamiseen', 'Joukkoviestin, joka perustuu liikkuvan kuvan lähettämiseen ja vastaanottamiseen']"
lip,bn:00051440n,"['huuli', 'huulet']","['Huulet (lat.', 'Nisäkkäiden pehmeä suun ympäristö', 'ruumiinosa']"
map,bn:00036821n,"['funktio', 'matemaattinen funktio', 'kuvaus', 'yksiarvoinen funktio']","['Funktio eli kuvaus kertoo olioiden välisistä riippuvuussuhteista.', 'Matemaattinen kuvaus olioiden suhteesta']"
match,bn:00036522n,"['tulitikku', 'rikkitulitikku']","['Tulitikku on tulentekoväline, jossa tikun toinen pää on päällystetty syttymisherkällä seoksella.', 'tulentekoväline', 'Tikku, jonka toisessa päässä on kitkan vaikutuksesta helposti syttyvää ainetta.']"
monkey,bn:00055685n,"['apina', 'apinat']","['Apinat ovat kädellisten lahkoon kuuluvia nisäkkäitä.', 'Kädellisten lahkoon kuuluvia nisäkkäitä']"
moon,bn:00055813n,['kuu'],"['Yleisnimenä kuu on planeetan, kääpiöplaneetan tai pienkappaleen luonnollinen kiertolainen, eli satelliitti.', 'Yleisnimitys taivaankappaleen kiertolaisesta']"
muscle,bn:00056377n,['lihas'],"['Lihas on kudossäiekimppu, joka liikuttaa eläimen ruumiinosia tai elimiä.', 'Kudossäiekimppu, joka liikuttaa ruumiinosia ja elimiä']"
nail,bn:00056727n,"['kynsi', 'Kynsi']",['Kynsi ']
neck,bn:00017395n,['kaula'],"['Kaula on useilla selkärankaisilla pään ja vartalon yhdistävä ruumiinosa, joka on oleellinen ravinnon ja ilman kulkureitti ruumiiseen.', 'ruumiinosa']"
nerve,bn:00057322n,['hermo'],"['Hermo on hermosolujen viejähaarakkeista ja tuojahaarakkeista sekä sidekudoksesta koostuva rakenne, joka mahdollistaa hermoimpulssien siirtymisen elimistössä.', 'Hermoston perusosa']"
net,bn:00024712n,"['internet', 'netti', 'Internet', 'kyberavaruus', 'verkko']","['Kyberavaruus on tietokoneiden ja niiden yhteyksien muodostama virtuaalinen ulottuvuus.', 'Internet on maailmanlaajuinen toisiinsa kytkettyjen tietoverkkojen järjestelmä, joka käyttää internet-protokollaa yhdistämään tietoteknisiä laitetta toisiinsa.', 'Eräs tietokoneverkko', 'Maailmanlaajuinen yhteen liitettyjen tietoverkkojen järjestelmä']"
nose,bn:00058117n,"['nenä', 'hajuelin']","['Nenä on elin, jossa selkärankaisten kuten ihmisen hajuaistin sijaitsee ja joka toimii hengitystienä.', 'Elin, jolla haistetaan ja hengitetään']"
nut,bn:00058343n,"['mutteri', 'Mutteri']","['Mutteri ', 'Ruuvin tai pultin vastakappale']"
office,bn:00001961n,"['virka', 'työhuone', 'toimisto', 'virasto', 'viranomainen', 'ministeriö', 'valtion virasto', 'liittovaltion virasto', 'elin', 'laitos']","['Viranomainen on julkisyhteisön, kuten kunnan, kirkon tai valtion, pysyvä toimielin, jolle on säädöksillä annettu toimivalta ja velvollisuus tiettyjen tehtävien hoitamiseen omalla toimialallaan.']"
orange,bn:00059250n,"['oranssius', 'oranssi', 'oranssisuus']","['Oranssin värisävyjä aistitaan, kun näköjärjestelmän pääosin punaiselle ja osittain vihreälle valolle herkät verkkokalvon tappisolut ovat aktiivisia.', 'Väri']"
oven,bn:00059829n,['uuni'],"['Uuni on sellaisten rakenteiden ja laitteiden yleisnimitys, joilla saadaan keinotekoisesti aikaan lämpöä, muun muassa huoneiden lämmitykseen, ruoan paistamiseen, keittämiseen sekä erinäisten aineiden ja tarvikkeiden kuivattamiseen ja sulattamiseen.', 'lämmöntuottaja']"
pen,bn:00061314n,"['kynä', 'mustekynä']","['Kynä on väline, jolla voi piirtää tai kirjoittaa erilaisille pinnoille.', 'Kirjoitusväline']"
pencil,bn:00061334n,"['lyijykynä', 'kynä']","['Lyijykynä on lyijyksi kutsutusta grafiittiytimestä ja sitä ympäröivästä, perinteisesti puusta valmistetusta, kuoresta koostuva kynä.', 'kirjoitusväline']"
picture,bn:00034471n,"['filmi', 'ohut kalvo', 'elokuva', 'leffa', 'elokuvanäytös']","['Elokuva on tallenne, jota esitettäessä liikkuva kuva äänitteineen muodostaa taiteellisen tai dokumentaarisen kokonaisuuden.', 'liikkuvan kuvan ja äänen tallenne']"
pig,bn:00042006n,"['sika', 'siat', 'Siat', 'possu', 'Sus scrofa', 'syöttökarju']","['Sika eli kesysika on eurooppalaisesta villisiasta hyötyeläimeksi jalostettu alalaji, jota kasvatetaan yleisesti lihan ja usein myös nahan tuotantoa varten.', 'Siat on yksi kolmesta suvusta sikojen heimon Suinae-alaheimossa.', 'Sorkkaeläin', 'Eurooppalaisesta villisiasta hyötyeläimeksi jalostettu alalaji', 'nisäkässuku', 'Yleinen nelijalkainen eläin (Sus scrofa), jolla on sorkat, harjakset ja kaivamiseen sopeutunut nenä ja jota ihmiset pitävät karjana lihan vuoksi.']"
pipe,bn:00062568n,"['putki', 'johto', 'putkisto', 'vesijohto']","['Putki on pitkänomainen, poikkileikkaukseltaan tavallisimmin pyöreä, yleensä muovista tai metallista valmistettu ontto esine.', 'Vesijohto tai vesiputki on putki tai letku, joka on usein tehty polyvinyylikloridista, raudasta, polyeteenistä tai kuparista ja joka johdattaa paineistettua ja puhdasta vettä rakennuksiin.', 'Esine, joka on mateamaattisesti lieriö ilman päitä']"
plane,bn:00001697n,"['lentokone', 'kone']","['Lentokone on ilmassa liikkuva, ilmaa raskaampi kiinteäsiipinen ilma-alus.', 'Ilmassa liikkuva kulkuneuvo']"
