word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
basin,bn:00071766n,"['Waschbecken', 'Lavabo', 'Spüle', 'Spülstein', 'Spülbecken']","['Ein Waschbecken ist ein nach oben konkaves Behältnis mit Ablauf zur Kanalisation sowie einer Armatur zur dosierten Abgabe warmen oder kalten Wassers.', 'In der Deutschschweiz, im Französischen, sowie im Türkischen', 'Meist an der Wand befestigtes Becken zum Waschen.']","[('Ein ___ ist ein nach oben konkaves Behältnis mit Ablauf zur Kanalisation sowie einer Armatur zur dosierten Abgabe warmen oder kalten Wassers.', ('Waschbecken', 'Spülbecken', 'Spülstein', 'Lavabo', 'Spüle'))]","[('Ein ___ ist ein nach oben konkaves Behältnis mit Ablauf zur Kanalisation sowie einer Armatur zur dosierten Abgabe warmen oder kalten Wassers.', ('Waschbecken', 'Spülbecken', 'Spülstein', 'Lavabo', 'Spüle'))]","['In der Deutschschweiz, im Französischen, sowie im Türkischen', 'Meist an der Wand befestigtes Becken zum Waschen.']"
basket,bn:00008872n,['Korb'],"['Ein Korb ist ein geflochtener Behälter, meist aus hölzernem, biegsamen Material, zum Transport und Lagern von Lasten oder Material.', 'Geflochtener Behälter', 'Ein leichter Behälter, der in der Regel rund ist, an der Oberseite offen und nach unten hin schmaler wird.']","[('Ein ___ ist ein geflochtener Behälter, meist aus hölzernem, biegsamen Material, zum Transport und Lagern von Lasten oder Material.', ('Korb',))]","[('Ein ___ ist ein geflochtener Behälter, meist aus hölzernem, biegsamen Material, zum Transport und Lagern von Lasten oder Material.', ('Korb',))]","['Ein leichter Behälter, der in der Regel rund ist, an der Oberseite offen und nach unten hin schmaler wird.', 'Geflochtener Behälter']"
bath,bn:00008995n,"['Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen']","['Ein Badezimmer bzw.', 'Umgangssprachlich', 'Raum einer Wohnung oder eines Gebäudes', 'Raum, der eine Badewanne, Dusche und meist ein Waschbecken und eine Toilette enthält.']","[('Ein ___ bzw.', ('Badezimmer', 'Vorlage:Andere Sprachen', 'Badestube', 'Bad'))]","[('Raum, der eine ___ewanne, Dusche und meist ein Waschbecken und eine Toilette enthält.', ('Bad', 'Vorlage:Andere Sprachen', 'Badezimmer', 'Badestube')), ('Ein ___ bzw.', ('Badezimmer', 'Vorlage:Andere Sprachen', 'Badestube')), ('Ein ___ezimmer bzw.', ('Bad', 'Vorlage:Andere Sprachen', 'Badestube'))]","['Raum einer Wohnung oder eines Gebäudes', 'Umgangssprachlich']"
bed,bn:00009472n,['Bett'],"['Der Begriff Bett bezeichnet ein Möbelstück, das dem Schlafen, Liegen oder Ruhen dient.', 'Ein Möbelstück zum Ausruhen, Schlafen o. Ä.', 'Möbelstück, das zum Schlafen, Liegen oder Ruhen genutzt wird', 'Möbelstück, auf dem eine Person schlafen kann.']","[('Der Begriff ___ bezeichnet ein Möbelstück, das dem Schlafen, Liegen oder Ruhen dient.', ('Bett',))]","[('Der Begriff ___ bezeichnet ein Möbelstück, das dem Schlafen, Liegen oder Ruhen dient.', ('Bett',))]","['Möbelstück, das zum Schlafen, Liegen oder Ruhen genutzt wird', 'Möbelstück, auf dem eine Person schlafen kann.', 'Ein Möbelstück zum Ausruhen, Schlafen o. Ä.']"
bee,bn:00009524n,"['Imme', 'Biene', 'Bienen', 'Beivogl']","['Die Bienen sind eine Insektengruppe, in der mehrere Familien der Hautflügler zusammengefasst werden.', 'Umfangreiche Insektengruppe', 'Taxon mehrerer Familien aus der Ordnung der Hautflügler']","[('Die ___ sind eine Insektengruppe, in der mehrere Familien der Hautflügler zusammengefasst werden.', ('Bienen', 'Beivogl', 'Biene', 'Imme'))]","[('Die ___ sind eine Insektengruppe, in der mehrere Familien der Hautflügler zusammengefasst werden.', ('Bienen', 'Beivogl', 'Imme')), ('Die ___n sind eine Insektengruppe, in der mehrere Familien der Hautflügler zusammengefasst werden.', ('Biene', 'Beivogl', 'Imme'))]","['Taxon mehrerer Familien aus der Ordnung der Hautflügler', 'Umfangreiche Insektengruppe']"
bell,bn:00009728n,"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Eine Klingel, umgangssprachlich Gong, Glocke, Bimmel, Schelle, in der Schweiz im Bauwesen Sonnerie, ist ein akustisches Signal- oder Alarmgerät, das stationär eingebaut Bestandteil einer Hausrufanlage oder mobil beispielsweise an einem Fahrrad befestigt und in einem Wecker eingebaut ist.', 'Ein akustisches Signalgerät', 'Türklingel']","[('Eine ___, umgangssprachlich Gong, Glocke, Bimmel, Schelle, in der Schweiz im Bauwesen Sonnerie, ist ein akustisches Signal- oder Alarmgerät, das stationär eingebaut Bestandteil einer Hausrufanlage oder mobil beispielsweise an einem Fahrrad befestigt und in einem Wecker eingebaut ist.', ('Klingel', 'Türklingel', 'Hausglocke', 'Türglocke')), ('___', ('Türklingel', 'Hausglocke', 'Türglocke', 'Klingel'))]","[('Eine ___, umgangssprachlich Gong, Glocke, Bimmel, Schelle, in der Schweiz im Bauwesen Sonnerie, ist ein akustisches Signal- oder Alarmgerät, das stationär eingebaut Bestandteil einer Hausrufanlage oder mobil beispielsweise an einem Fahrrad befestigt und in einem Wecker eingebaut ist.', ('Klingel', 'Türklingel', 'Hausglocke', 'Türglocke')), ('___', ('Türklingel', 'Hausglocke', 'Türglocke', 'Klingel'))]",['Ein akustisches Signalgerät']
berry,bn:00010066n,"['Beere', 'Waldbeeren']","['Unter Waldbeeren versteht man regional Heidelbeeren, allgemein alle Beeren- und beerenartigen Früchte des Waldes.', 'Weiche Frucht, die sich aus einem einzigen Fruchtknoten hervorgegangen ist und Samen enthält.']","[('Unter ___ versteht man regional Heidelbeeren, allgemein alle Beeren- und beerenartigen Früchte des Waldes.', ('Waldbeeren', 'Beere'))]","[('Unter ___ versteht man regional Heidelbeeren, allgemein alle Beeren- und beerenartigen Früchte des Waldes.', ('Waldbeeren',)), ('Unter Waldbeeren versteht man regional Heidelbeeren, allgemein alle ___n- und ___nartigen Früchte des Waldes.', ('Beere',))]","['Weiche Frucht, die sich aus einem einzigen Fruchtknoten hervorgegangen ist und Samen enthält.']"
bird,bn:00010605n,"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['Die Vögel sind – nach traditioneller Taxonomie – eine Klasse der Wirbeltiere, deren Vertreter als gemeinsame Merkmale unter anderem Flügel, eine aus Federn bestehende Körperbedeckung und einen Schnabel aufweisen.', 'Wiktionary-Weiterleitung', 'Ein zweifüßiges, warmblütiges Wirbeltier der Klasse Aves, das Eier legt und Flügel hat, die die meisten Arten zum Fliegen befähigt.']","[('Die ___ sind – nach traditioneller Taxonomie – eine Klasse der Wirbeltiere, deren Vertreter als gemeinsame Merkmale unter anderem Flügel, eine aus Federn bestehende Körperbedeckung und einen Schnabel aufweisen.', ('Vögel', 'Vögelchen', 'Piepmatz', 'Vogel'))]","[('Die ___ sind – nach traditioneller Taxonomie – eine Klasse der Wirbeltiere, deren Vertreter als gemeinsame Merkmale unter anderem Flügel, eine aus Federn bestehende Körperbedeckung und einen Schnabel aufweisen.', ('Vögel', 'Vögelchen', 'Piepmatz', 'Vogel'))]","['Ein zweifüßiges, warmblütiges Wirbeltier der Klasse Aves, das Eier legt und Flügel hat, die die meisten Arten zum Fliegen befähigt.', 'Wiktionary-Weiterleitung']"
blade,bn:00011081n,['Schwert'],"['Das Schwert ist eine Hieb- und Stichwaffe mit gerader oder gebogener, ein- oder zweischneidiger Klinge, Gefäß und Scheide.', 'Hieb- und Stichwaffe', 'Waffe mit langer Klinge und einem Griff (manchmal auch einem Knauf), die zum Stechen, Schneiden und Schlitzen dient.']","[('Das ___ ist eine Hieb- und Stichwaffe mit gerader oder gebogener, ein- oder zweischneidiger Klinge, Gefäß und Scheide.', ('Schwert',))]","[('Das ___ ist eine Hieb- und Stichwaffe mit gerader oder gebogener, ein- oder zweischneidiger Klinge, Gefäß und Scheide.', ('Schwert',))]","['Waffe mit langer Klinge und einem Griff (manchmal auch einem Knauf), die zum Stechen, Schneiden und Schlitzen dient.', 'Hieb- und Stichwaffe']"
board,bn:00021015n,"['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['Als Ausschuss oder Komitee, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', 'Art von formeller Versammlung']","[('Als Ausschuss oder Komitee, in der Schweiz meist ___, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Kommission', 'Ausschuß')), ('Als ___ oder Komitee, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Ausschuss', 'Ausschuß')), ('Als Ausschuss oder ___, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Komitee', 'Ausschuß'))]","[('Als Ausschuss oder Komitee, in der Schweiz meist ___, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Kommission', 'Ausschuß')), ('Als ___ oder Komitee, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Ausschuss', 'Ausschuß')), ('Als Ausschuss oder ___, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', ('Komitee', 'Ausschuß'))]",['Art von formeller Versammlung']
boat,bn:00011674n,"['Boot', 'Schiff']","['Als Boot wird im allgemeinen Sprachgebrauch ein kleines Wasserfahrzeug bezeichnet, welches in der Regel nicht eingedeckt ist.', 'Wasserfahrzeug', 'Kleineres Wasserfahrzeug']","[('Als ___ wird im allgemeinen Sprachgebrauch ein kleines Wasserfahrzeug bezeichnet, welches in der Regel nicht eingedeckt ist.', ('Boot', 'Schiff'))]","[('Als ___ wird im allgemeinen Sprachgebrauch ein kleines Wasserfahrzeug bezeichnet, welches in der Regel nicht eingedeckt ist.', ('Boot', 'Schiff'))]","['Kleineres Wasserfahrzeug', 'Wasserfahrzeug']"
bone,bn:00011999n,"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']","['Der Knochen oder lateinisch das Os, deutsch auch Bein ist ein druck- und zugfestes Organ.', 'Ein Organ des Skeletts der Wirbeltiere', 'Hartes, skelettbildendes Stützgewebe der Wirbeltiere', 'Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht.']","[('Der ___ oder lateinisch das Os, deutsch auch Bein ist ein druck- und zugfestes Organ.', ('Knochen', 'Knochengewebe', 'Gebeine')), ('Der Knochen oder lateinisch das Os, deutsch auch ___ ist ein druck- und zugfestes Organ.', ('Bein', 'Knochengewebe', 'Gebeine'))]","[('Der ___ oder lateinisch das Os, deutsch auch Bein ist ein druck- und zugfestes Organ.', ('Knochen', 'Knochengewebe', 'Gebeine')), ('Der Knochen oder lateinisch das Os, deutsch auch ___ ist ein druck- und zugfestes Organ.', ('Bein', 'Knochengewebe', 'Gebeine'))]","['Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht.', 'Hartes, skelettbildendes Stützgewebe der Wirbeltiere', 'Ein Organ des Skeletts der Wirbeltiere']"
book,bn:00012059n,['Buch'],"['Ein Buch ist nach traditionellem Verständnis eine Sammlung von bedruckten, beschriebenen, bemalten oder auch leeren Blättern aus Papier oder anderen geeigneten Materialien, die mit einer Bindung und meistens auch mit einem Einband versehen ist.', 'Textsammlung, meist als gebundenes Druckwerk', 'In sich abgeschlossene Sammlung von Text oder Bildern auf Papier, in digitaler Form oder als Tonaufzeichnung', 'Eine Sammlung von Papierblättern zusammengebunden, um an einer Kante Scharnier, die gedruckten oder schriftliches Material, Bilder, etc.']","[('Ein ___ ist nach traditionellem Verständnis eine Sammlung von bedruckten, beschriebenen, bemalten oder auch leeren Blättern aus Papier oder anderen geeigneten Materialien, die mit einer Bindung und meistens auch mit einem Einband versehen ist.', ('Buch',))]","[('Ein ___ ist nach traditionellem Verständnis eine Sammlung von bedruckten, beschriebenen, bemalten oder auch leeren Blättern aus Papier oder anderen geeigneten Materialien, die mit einer Bindung und meistens auch mit einem Einband versehen ist.', ('Buch',))]","['Eine Sammlung von Papierblättern zusammengebunden, um an einer Kante Scharnier, die gedruckten oder schriftliches Material, Bilder, etc.', 'In sich abgeschlossene Sammlung von Text oder Bildern auf Papier, in digitaler Form oder als Tonaufzeichnung', 'Textsammlung, meist als gebundenes Druckwerk']"
boot,bn:00012166n,['Stiefel'],"['Der Stiefel ist eine Schuhgrundform und stellt daher eine Art der Fußbekleidung dar.', 'Eine Schuhform', 'Schuh, der einen Teil des Beins bedeckt.']","[('Der ___ ist eine Schuhgrundform und stellt daher eine Art der Fußbekleidung dar.', ('Stiefel',))]","[('Der ___ ist eine Schuhgrundform und stellt daher eine Art der Fußbekleidung dar.', ('Stiefel',))]","['Schuh, der einen Teil des Beins bedeckt.', 'Eine Schuhform']"
bottle,bn:00012339n,"['Bouteille', 'Flasche']","['Eine Flasche ist ein verschließbares Behältnis zum Transport und zur Lagerung von Flüssigkeiten und Gasen sowie schüttbaren Feststoffen wie Pulver.', 'Ein Behälter, üblicherweise aus Glas und mit einem sich verjüngenden Hals, der zur Aufbewahrung von Flüssigkeiten benutzt wird.']","[('Eine ___ ist ein verschließbares Behältnis zum Transport und zur Lagerung von Flüssigkeiten und Gasen sowie schüttbaren Feststoffen wie Pulver.', ('Flasche', 'Bouteille'))]","[('Eine ___ ist ein verschließbares Behältnis zum Transport und zur Lagerung von Flüssigkeiten und Gasen sowie schüttbaren Feststoffen wie Pulver.', ('Flasche', 'Bouteille'))]","['Ein Behälter, üblicherweise aus Glas und mit einem sich verjüngenden Hals, der zur Aufbewahrung von Flüssigkeiten benutzt wird.']"
box,bn:00012524n,"['Kasten', 'Kiste']","['Als Kasten bezeichnet man in Deutschland im Allgemeinen einen stabilen, zumeist rechteckigen Behälter mit oder ohne Deckel zur Aufbewahrung von Gegenständen oder bestimmten Materialien.', 'Eine Kiste ist ein offener oder auch geschlossener Behälter zur Beförderung und Lagerung von Gegenständen.', 'Behälter', 'Behälter mit mindestens einem annähernd rechteckigen Querschnitt']","[('Als ___ bezeichnet man in Deutschland im Allgemeinen einen stabilen, zumeist rechteckigen Behälter mit oder ohne Deckel zur Aufbewahrung von Gegenständen oder bestimmten Materialien.', ('Kasten', 'Kiste')), ('Eine ___ ist ein offener oder auch geschlossener Behälter zur Beförderung und Lagerung von Gegenständen.', ('Kiste', 'Kasten'))]","[('Als ___ bezeichnet man in Deutschland im Allgemeinen einen stabilen, zumeist rechteckigen Behälter mit oder ohne Deckel zur Aufbewahrung von Gegenständen oder bestimmten Materialien.', ('Kasten', 'Kiste')), ('Eine ___ ist ein offener oder auch geschlossener Behälter zur Beförderung und Lagerung von Gegenständen.', ('Kiste', 'Kasten'))]","['Behälter mit mindestens einem annähernd rechteckigen Querschnitt', 'Behälter']"
boy,bn:00012569n,"['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']","['Ein Junge oder Bub oder Knabe, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', 'Männliches Kind', 'Junger Mensch männlichen Geschlechts', 'Junge männliche Person, gewöhnlich ein Kind oder Jugendlicher.']","[('Ein Junge oder Bub oder ___, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Knabe', 'Jüngling', 'Bursche')), ('Ein ___ oder Bub oder Knabe, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Junge', 'Jüngling', 'Bursche')), ('Ein Junge oder ___ oder Knabe, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Bub', 'Jüngling', 'Bursche')), ('___ männliche Person, gewöhnlich ein Kind oder Jugendlicher.', ('Junge', 'Jüngling', 'Bursche', 'Knabe', 'Bub'))]","[('Ein Junge oder Bub oder ___, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Knabe', 'Jüngling', 'Bursche')), ('Ein ___ oder Bub oder Knabe, vereinzelt auch Bursch oder Bube, ist ein ___r Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Junge', 'Jüngling', 'Bursche')), ('Ein Junge oder ___ oder Knabe, vereinzelt auch Bursch oder ___e, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', ('Bub', 'Jüngling', 'Bursche')), ('___ männliche Person, gewöhnlich ein Kind oder Jugendlicher.', ('Junge', 'Jüngling', 'Bursche', 'Knabe', 'Bub')), ('___r Mensch männlichen Geschlechts', ('Junge', 'Jüngling', 'Bursche', 'Knabe', 'Bub'))]",['Männliches Kind']
