word_original,synset,senses,definitions
basin,bn:00071766n,"['Waschbecken', 'Lavabo', 'Spüle', 'Spülstein', 'Spülbecken']","['Ein Waschbecken ist ein nach oben konkaves Behältnis mit Ablauf zur Kanalisation sowie einer Armatur zur dosierten Abgabe warmen oder kalten Wassers.', 'In der Deutschschweiz, im Französischen, sowie im Türkischen', 'Meist an der Wand befestigtes Becken zum Waschen.']"
basket,bn:00008872n,['Korb'],"['Ein Korb ist ein geflochtener Behälter, meist aus hölzernem, biegsamen Material, zum Transport und Lagern von Lasten oder Material.', 'Geflochtener Behälter', 'Ein leichter Behälter, der in der Regel rund ist, an der Oberseite offen und nach unten hin schmaler wird.']"
bath,bn:00008995n,"['Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen']","['Ein Badezimmer bzw.', 'Umgangssprachlich', 'Raum einer Wohnung oder eines Gebäudes', 'Raum, der eine Badewanne, Dusche und meist ein Waschbecken und eine Toilette enthält.']"
bed,bn:00009472n,['Bett'],"['Der Begriff Bett bezeichnet ein Möbelstück, das dem Schlafen, Liegen oder Ruhen dient.', 'Ein Möbelstück zum Ausruhen, Schlafen o. Ä.', 'Möbelstück, das zum Schlafen, Liegen oder Ruhen genutzt wird', 'Möbelstück, auf dem eine Person schlafen kann.']"
bee,bn:00009524n,"['Imme', 'Biene', 'Bienen', 'Beivogl']","['Die Bienen sind eine Insektengruppe, in der mehrere Familien der Hautflügler zusammengefasst werden.', 'Umfangreiche Insektengruppe', 'Taxon mehrerer Familien aus der Ordnung der Hautflügler']"
bell,bn:00009728n,"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Eine Klingel, umgangssprachlich Gong, Glocke, Bimmel, Schelle, in der Schweiz im Bauwesen Sonnerie, ist ein akustisches Signal- oder Alarmgerät, das stationär eingebaut Bestandteil einer Hausrufanlage oder mobil beispielsweise an einem Fahrrad befestigt und in einem Wecker eingebaut ist.', 'Ein akustisches Signalgerät', 'Türklingel']"
berry,bn:00010066n,"['Beere', 'Waldbeeren']","['Unter Waldbeeren versteht man regional Heidelbeeren, allgemein alle Beeren- und beerenartigen Früchte des Waldes.', 'Weiche Frucht, die sich aus einem einzigen Fruchtknoten hervorgegangen ist und Samen enthält.']"
bird,bn:00010605n,"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['Die Vögel sind – nach traditioneller Taxonomie – eine Klasse der Wirbeltiere, deren Vertreter als gemeinsame Merkmale unter anderem Flügel, eine aus Federn bestehende Körperbedeckung und einen Schnabel aufweisen.', 'Wiktionary-Weiterleitung', 'Ein zweifüßiges, warmblütiges Wirbeltier der Klasse Aves, das Eier legt und Flügel hat, die die meisten Arten zum Fliegen befähigt.']"
blade,bn:00011081n,['Schwert'],"['Das Schwert ist eine Hieb- und Stichwaffe mit gerader oder gebogener, ein- oder zweischneidiger Klinge, Gefäß und Scheide.', 'Hieb- und Stichwaffe', 'Waffe mit langer Klinge und einem Griff (manchmal auch einem Knauf), die zum Stechen, Schneiden und Schlitzen dient.']"
board,bn:00021015n,"['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['Als Ausschuss oder Komitee, in der Schweiz meist Kommission, wird eine Gruppe von Personen bezeichnet, die eine sachliche Fragestellung bearbeitet, sich austauscht und damit in der Regel eine Beschlussfassung vorbereitet oder trifft.', 'Art von formeller Versammlung']"
boat,bn:00011674n,"['Boot', 'Schiff']","['Als Boot wird im allgemeinen Sprachgebrauch ein kleines Wasserfahrzeug bezeichnet, welches in der Regel nicht eingedeckt ist.', 'Wasserfahrzeug', 'Kleineres Wasserfahrzeug']"
bone,bn:00011999n,"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']","['Der Knochen oder lateinisch das Os, deutsch auch Bein ist ein druck- und zugfestes Organ.', 'Ein Organ des Skeletts der Wirbeltiere', 'Hartes, skelettbildendes Stützgewebe der Wirbeltiere', 'Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht.']"
book,bn:00012059n,['Buch'],"['Ein Buch ist nach traditionellem Verständnis eine Sammlung von bedruckten, beschriebenen, bemalten oder auch leeren Blättern aus Papier oder anderen geeigneten Materialien, die mit einer Bindung und meistens auch mit einem Einband versehen ist.', 'Textsammlung, meist als gebundenes Druckwerk', 'In sich abgeschlossene Sammlung von Text oder Bildern auf Papier, in digitaler Form oder als Tonaufzeichnung', 'Eine Sammlung von Papierblättern zusammengebunden, um an einer Kante Scharnier, die gedruckten oder schriftliches Material, Bilder, etc.']"
boot,bn:00012166n,['Stiefel'],"['Der Stiefel ist eine Schuhgrundform und stellt daher eine Art der Fußbekleidung dar.', 'Eine Schuhform', 'Schuh, der einen Teil des Beins bedeckt.']"
bottle,bn:00012339n,"['Bouteille', 'Flasche']","['Eine Flasche ist ein verschließbares Behältnis zum Transport und zur Lagerung von Flüssigkeiten und Gasen sowie schüttbaren Feststoffen wie Pulver.', 'Ein Behälter, üblicherweise aus Glas und mit einem sich verjüngenden Hals, der zur Aufbewahrung von Flüssigkeiten benutzt wird.']"
box,bn:00012524n,"['Kasten', 'Kiste']","['Als Kasten bezeichnet man in Deutschland im Allgemeinen einen stabilen, zumeist rechteckigen Behälter mit oder ohne Deckel zur Aufbewahrung von Gegenständen oder bestimmten Materialien.', 'Eine Kiste ist ein offener oder auch geschlossener Behälter zur Beförderung und Lagerung von Gegenständen.', 'Behälter', 'Behälter mit mindestens einem annähernd rechteckigen Querschnitt']"
boy,bn:00012569n,"['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']","['Ein Junge oder Bub oder Knabe, vereinzelt auch Bursch oder Bube, ist ein junger Mensch männlichen Geschlechts, der das Erwachsenenalter noch nicht erreicht hat, also ein männliches Kind oder ein männlicher Jugendlicher.', 'Männliches Kind', 'Junger Mensch männlichen Geschlechts', 'Junge männliche Person, gewöhnlich ein Kind oder Jugendlicher.']"
brain,bn:00012681n,"['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung']","['Nous oder Nus ist ein Begriff der antiken griechischen Philosophie.', 'Geist', 'Die Psyche bezeichnet die Gesamtheit aller geistigen Eigenschaften und Persönlichkeitsmerkmale eines Individuums oder speziell eines Menschen.', 'Der Verstand ist in der Philosophie das Vermögen, Begriffe zu bilden und diese zu Urteilen zu verbinden.', 'Allgemeiner Ausdruck für die kognitiven Fähigkeiten des Menschen', 'Ort menschlichen Fühlens und Denkens', 'Gesamtsystem mentaler Regungen', 'Denken als Bestandteil der Individualität']"
brake,bn:00012710n,"['Abbremsen', 'Bremsen', 'Bremse']","['Bremsen dienen zur Verringerung bzw.', 'Vorrichtung zur Verringerung von Bewegung', 'Maschinenelement zum Energiewandeln durch Reibung']"
branch,bn:00029676n,"['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['Politische Ökonomie war im 19.', 'Die Wirtschaftswissenschaft, auch Ökonomie oder Ökonomik, ist eine Sozialwissenschaft, welche die Produktion, die Verteilung und den Konsum von Gütern und Dienstleistungen untersucht.', 'Wobei Ökonomik als die Methode zum Gegenstand der Ökonomie gesehen wird', 'Gebräuchlichste Bezeichnung für Wirtschaftswissenschaft, Nationalökonomie oder Volkswirtschaftslehre im 19. Jahrhundert', 'Lehre von der Wirtschaft', 'Die Lehre von der Entstehung, Verteilung und dem Konsum von Gütern.']"
brick,bn:00013047n,"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['Der Mauerziegel, in der Fachsprache kurz Ziegel, sinnverwandt Backstein und Ziegelstein genannt, ist ein aus keramischem Material künstlich hergestellter Stein, der im Bauwesen zum Mauerwerksbau genutzt wird.', 'Baustoff', 'Block oder einzelne Einheit eines keramischen Materials, mit dem Mauerwerk gebaut wird', 'keramisches Material']"
bridge,bn:00013077n,"['Brücke', 'Liste römischer Brücken']","['Eine Brücke ist ein Bauwerk, das Verkehrswege oder Versorgungseinrichtungen über natürliche Hindernisse oder andere Verkehrswege hinwegführt.', 'Ein Bauwerk zur Überquerung von Hindernissen', 'Bauwerk, das eine Straße, Bahnstrecke, einen Fluss oder ein anderes Hindernis überspannt und einen Weg darüber bietet', 'Eine Struktur, die eine Straße, Bahnstrecke, einen Fluss oder ein anderes Hindernis überspannt und einen Weg darüber bietet.']"
brush,bn:00013489n,"['Bürste', 'Pinsel']","['Eine Bürste besteht aus einem Grundkörper aus Holz, Metall oder Kunststoff, dessen Oberseite den Bürstenrücken bildet, einem Bürstenbesatz aus Naturfasern, Kunstfasern oder Draht und einem Griff beziehungsweise einer Einspannvorrichtung.', 'Gebrauchsgegenstand und verschiedenartiges Werkzeug', 'Werkzeug mit orthogonal zur Zugrichtung angeordnetem Material zum Kontakschluss zu Oberflächen']"
bucket,bn:00013590n,['Eimer'],"['Der Eimer, Kübel, auch der Amper oder die Kondl, die Kufe, Küfe, die Bütte, ist ein oben offener, zylindrischer oder schwach konischer Behälter mit flachem, seltener gewölbtem Boden, der aus unterschiedlichen Materialien, früher vorzugsweise aus Holz oder Leder, heute aus Metall oder Kunststoff, besteht.', 'Einen Behälter', 'Röhrenförmiger Behälter']"
bulb,bn:00013745n,"['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['Als elektrisches Licht bezeichnet man Licht, das durch eine Elektrizität in Licht umwandelnde Lichtquelle erzeugt wird.', 'Eine Glühlampe, auch Glühfadenlampe oder allgemeinsprachlich Glühbirne genannt, ist eine künstliche Lichtquelle.', 'Künstliche Lichtquelle', 'Von einem Glaskolben umschlossener Glühfaden, der in die Fassung einer Lampe eingedreht wird und bei Stromzufuhr Licht abgibt.']"
button,bn:00014305n,['Knopf'],"['Ein Knopf ist ein kleiner, fester, meist runder Gegenstand an Kleidungsstücken.', 'Vorrichtung zum Verschließen hauptsächlich von Kleidung']"
cake,bn:00014609n,['Kuchen'],"['Der Kuchen gehört zu den feinen Backwaren.', 'Eine Backware', 'Backwerk aus Teig, das meistens süß ist', 'Eine reichhaltige, gebackene Süßspeise, die üblicherweise aus Mehl, Eiern, Zucker und Butter hergestellt wird.']"
camera,bn:00015008n,"['Fotoapparat', 'Kamera']","['Eine Kamera ist eine fototechnische Apparatur, die statische oder bewegte Bilder auf einem fotografischen Film oder elektronisch auf ein magnetisches Videoband oder digitales Speichermedium aufzeichnen oder über eine Schnittstelle übermitteln kann.', 'Unter einem Fotoapparat versteht man ein Gerät zur Aufnahme und Speicherung eines einzelnen Bildes oder einer kurzen Serie von Einzelbildern.', 'Ein Utensil zur Aufnahme und Speicherung eines einzelnen stillstehenden Bildes oder einer kurzen Serie von Einzelbildern', 'Ein Gerät zur Erfassung fester Bilder', 'Gerät zur Aufnahme und Speicherung von Fotos und Videos', 'Fototechnische Apparatur, die statische oder bewegte Bilder aufzeichnen oder übermitteln kann', 'Kameraart, mit der man Standbilder aufnimmt']"
cart,bn:00016292n,"['Karren', 'Karre', 'Handwagen', 'Ochsenwagen', 'Handkarren']","['Ein Handwagen ist ein unmotorisiertes Gefährt, mit dem Fußgänger Lasten durch Zug oder Schub transportieren können.', 'Karre oder Karren bezeichnet einfache auf Rädern laufende Transportmittel, zumeist einachsig: oft durch Menschen bewegt, ein- bis dreirädrig: Handkarre oder Handwagen Laufkarre im Ruhrbergbau Munitionskarren Sackkarre Schleifkarren, die ab dem 17.', 'Ein einfaches Gerät mit Rädern', 'Einfache auf Rädern laufende Transportmittel, zumeist einachsig', 'Leichter Wagen mit zwei Rädern.']"
carriage,bn:00016241n,"['Waggon', 'Eisenbahnwagen', 'Equipage', 'Kutsche', 'Wagen']","['Ein Wagen', 'Von Rädern getragenes Fahrzeug', 'Transportmittel mit Rädern', 'Ein Schienenfahrzeug, das von einer Lokomotive gezogen wird.']"
cat,bn:00016606n,"['Hauskatze', 'Katze', 'Mietzekatze', 'Mietze', 'Stubentiger']","['Die Hauskatze ist die Haustierform der Falbkatze.', 'Domestizierte Katze', 'Ein verbreitetes, vierbeiniges Tier (Felis silvestris), das häufig als Haustier gehalten wird.', 'Eine Katze, die als Haustier gehalten wird.']"
cheese,bn:00018038n,['Käse'],"['Käse ist ein festes Milcherzeugnis, das – bis auf wenige Ausnahmen – durch Gerinnen aus einem Eiweißanteil der Milch, dem Kasein, gewonnen wird.', 'Lebensmittel, festes Milcherzeugnis', 'Festes Milcherzeugnis', 'Milchprodukt, das geronnener oder fermentierter Milch erzeugt wird.']"
chest,bn:00018208n,"['Truhe', 'Koffer']","['Eine Truhe ist ein meist aus Holz gefertigtes kastenförmiges Möbelstück mit aufklappbarem Deckel zur Aufbewahrung von Gegenständen oder deren Transport.', 'Kastenförmiges Möbelstück', 'kastenförmiges Möbelstück', 'Wikimedia-Liste']"
chin,bn:00018426n,['Kinn'],"['Als Kinn bezeichnet man die untere Vorderseite des Gesichts im Bereich des Unterkiefers, die von der Protuberantia mentalis und den beiderseitigen lateralen Höckerchen des Unterkiefers gestützt wird.', 'Untere Vorderseite des Gesichts', 'Der untere Teil des Gesichts, unter dem Mund.']"
church,bn:00018995n,"['Kirche', 'Kirchengebäude']","['Eine Kirche oder ein Kirchengebäude ist ein von einer oder mehreren christlichen Konfession zum Gottesdienst, zum Gebet und zur stillen Einkehr genutzter Sakralbau.', 'Sakrales Bauwerk des Christentums', 'In der jemand getauft wurde', 'Gebäude errichtet für Andacht und Gottesdienste einer christlichen Religionsgemeinschaft', 'Gebäude, in dem christliche Gottesdienste stattfinden.']"
circle,bn:00019169n,['Kreis'],"['Ein Kreis ist eine ebene geometrische Figur.', 'Menge aller Punkte auf einer Ebene, deren Abstand von einem vorgegebenen Punkt dieser Ebene konstant ist', 'Zweidimensionale geometrische Figur, die aus allen Punkten gleichen Abstands vom Mittelpunkt, besteht']"
clock,bn:00019887n,['Uhr'],"['Die Uhr ist ein Messgerät, das den aktuellen Zeitpunkt anzeigen kann oder eine Zeitspanne misst.', 'Das Zeitmessgerät', 'Messgerät, das den aktuellen Zeitpunkt anzeigt oder eine Zeitspanne misst', 'Ein Gerät, das zum Messen oder Beobachten der Zeit dient.']"
cloud,bn:00020002n,"['Wolke', 'Gewölk']","['Eine Wolke ist eine Ansammlung von sehr feinen Wassertröpfchen oder Eiskristallen in der Atmosphäre.', 'In der Meteorologie Wasser als ein atmosphärisches Phänomen', 'Sichtbare Ansammlung sehr feiner Wassertröpfchen oder Eiskristalle in der Atmosphäre', 'Suspension aus winzigen Wassertröpfchen oder Eiskristallen, die bei der Kondensation von Waserdampf entsteht.']"
coat,bn:00047823n,['Jacke'],['Kleidungsstück für den Oberkörper']
collar,bn:00005136n,['Festnahme'],"['Eine Festnahme ist das Festhalten von Personen auf Grundlage zivil- oder strafprozessrechtlicher Bestimmungen.', 'Eine umgangssprachliche Bezeichnung']"
comb,bn:00020849n,['Kamm'],"['Der Kamm ist ein Werkzeug, mit dem Haare in eine Richtung ausgerichtet sowie Schmutz und Ungeziefer beseitigt werden können.', 'Werkzeug zur Haarpflege oder zum Ordnen und Reinigen von faserigem Material']"
cord,bn:00022592n,"['Kord', 'Cord']","['Cord, englisch corduroy, ist ein Gewebe, das in der Cord- Bindung hergestellt wird, mit samtartigen Längsrippen.', 'Ein samtartiges Textilgewebe mit Längsrippen', 'Flor']"
cow,bn:00012273n,"['Hausrind', 'Rind', 'Rindvieh', 'Kühe', 'Rinder', 'Bos taurus']","['Das Hausrind oder schlicht Rind ist die domestizierte Form des eurasischen Auerochsen.', 'Die domestizierte Form des eurasischen Auerochsen', 'Art der Gattung Eigentliche Rinder', 'Haustier, domestizierte Form des eurasischen Auerochsen', 'Domestizierte Rinder, wie Kühe, Ochsen und Bullen, die auf Bauernhöfen gezüchtet und gehalten werden.']"
cup,bn:00024410n,"['Tasse', 'Trinkglas', 'Trinkschale', 'Pokal']","['Eine Tasse ist ein Trinkgefäß mit Henkel, das vorrangig für Heißgetränke verwendet wird.', 'Ein Pokal ist ein Trinkgefäß, dessen Schale vom Fuß durch einen eigenen Schaft getrennt ist.', 'Das Trinkglas ist ein Trinkgefäß aus Glas, in das Getränke eingefüllt werden und aus dem Menschen unmittelbar trinken.', 'Ein Trinkgefäß mit Henkel, das vorrangig für Heißgetränke verwendet wird', 'Gefäß zum Trinken von Getränken', 'Offenes flach-gewölbtes Gefäß auf einem Stiel, hauptsächlich zum Trinken, oft mit einem Henkel', 'Trinkgefäß', 'Trinkgefäß mit Henkel', 'Trinkgefäß', 'Aufwändig hergestelltes, meist henkelloses Trinkgefäß mit einem Stiel, primär für repräsentative oder zeremonielle Zwecke', 'Trinkgefäß aus Glas', 'Trinkgefäß aus Glas']"
curtain,bn:00024534n,"['Vorhang', 'Gardine', 'Fensterdekoration']","['Ein Vorhang, veraltet auch Portiere oder Rideau, ist eine größere Stoffbahn, die vor etwas gehängt wird, um es zu verdecken oder abzuschließen.', 'Auch Portiere, Rideau oder Gardine genannt', 'Stoffe, die von innen an Fenstern angebracht werden']"
cushion,bn:00024564n,"['Stoßdämpfer', 'Schlag']","['Stoßdämpfer sind ein Bestandteil des Fahrwerks eines Fahrzeugs, das Schwingungen der gefederten Masse dämpft und möglichst weitgehend unterdrückt.', 'Lenkungsdämpfer, Torsionsdämpfer, Fahrzeugbauteil', 'Begrenzt Schwingung', 'Bei Fahrwerken ein sicherheitsrelevantes Bauteil, das die Schwingungen der gefederten Massen schnell abklingen lässt.']"
dog,bn:00015267n,"['Hund', 'Wauwau', 'Köter', 'Töle', 'Canis lupus familiaris', 'Haushund']","['Der Haushund ist ein Haustier und wird als Heim- und Nutztier gehalten.', 'Haustier', 'Als Heim- und Nutztier gehaltenes Haustier', 'Ein bekanntes vierbeiniges Tier, das von Menschen vor allem als Haustier gehalten oder zur Jagd und zum Bewachen von Dingen benutzt wird.']"
door,bn:00028247n,"['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['Eine Tür, vor allem ober- und mitteldeutsch auch Türe, ist ein bewegliches Bauelement zum Verschließen einer Öffnung, welches nach dem Öffnen den Durchtritt oder Durchstieg erlaubt.', 'Ein Eingang, eine Öffnung oder ein Durchgang durch einen Zaun oder eine Wand.', 'Der Rahmen, an dem eine Tür aufgehängt ist.']"
drain,bn:00034158n,"['Tür', 'Pforte', 'Feldeffekttransistor']","['Feldeffekttransistoren sind eine Gruppe von Transistoren, bei denen im Gegensatz zu den Bipolartransistoren nur ein Ladungstyp am elektrischen Strom beteiligt ist – abhängig von der Bauart: Elektronen oder Löcher bzw.', 'Transistor, bei dem nur ein Ladungstyp am elektrischen Strom beteiligt ist']"
drawer,bn:00028639n,"['Abbildung', 'Zeichnung', 'Bild']","['Eine Zeichnung ist ein Bild, das ein Motiv in vereinfachender Weise mit Linien und Strichen darstellt.', 'Eine Zeichnung als Bild, Freihandzeichnung', 'Bildmotiv in vereinfachender Weise mit Linien und Strichen dargestellt', 'Die detailgenaue Wiedergabe einer Person oder eines Gegenstandes.']"
dress,bn:00006125n,"['Bekleidung', 'Kleider', 'Gewandung', 'Kleidungsstück', 'Kleidung']","['Als Kleidung wird in einem umfassenden Sinn die Gesamtheit aller Materialien bezeichnet, die als künstliche Hülle den Körper des Menschen mehr oder weniger eng anliegend umgibt.', 'Die Gesamtheit dessen, was der Mensch auf dem Körper trägt', 'Künstliche Hülle des Körpers', 'Einzelnes Stück Kleidung.', 'Alle Bedeckungen, die für das Tragen auf dem Körper einer Person vorgesehen sind.']"
drop,bn:00028709n,"['Regentropfen', 'Tropfen']","['Ein Tropfen bezeichnet zum einen eine Form – zum anderen einen kleinen Flüssigkeitskörper.', 'Flüssigkeitskörper', 'Ein einzelner Tropfen Regen, der gerade vom Himmel fällt oder gefallen ist.', 'Sehr kleine Menge einer Flüssigkeit in Form einer Kugel.']"
ear,bn:00029372n,"['Ohren', 'Ohr']","['Das Ohr ist Teil des Sinnesorgans, mit dem Schall, also Töne, Laute, Klänge oder Geräusche aufgenommen werden.', 'Sinnesorgan', 'Das Hörorgan, welches aus Ohrmuschel, Gehörgang, Trommelfell, Gehörknöchelchen, Amboss, Steigbügel und Gehörschnecke besteht.', 'Die beiden Ohren eines Menschen gemeinsam betrachtet.']"
egg,bn:00029914n,"['Hühnerei', 'Ei']","['Das Hühnerei oder Hühner-Ei ist das Ei des Haushuhns.', 'Lebensmittel', 'Ein von einem Huhn gelegtes Ei.']"
engine,bn:00030850n,"['Motor', 'Triebwerk', 'Antrieb']","['Ein Motor [ˈmoːtoːr] ist eine Kraftmaschine, die mechanische Arbeit verrichtet, indem sie eine Energieform, z.']"
eye,bn:00032512n,"['Augapfel', 'Auge', 'Augen']","['Das Auge ist ein Sinnesorgan zur Wahrnehmung von Lichtreizen.', 'Sinnesorgan zur Wahrnehmung von Lichtreizen', 'Sehorgan', 'Lichtempfindliches Organ, das Licht in elektrische Signale umwandelt und ans Gehirn weiterleitet und mit dessen Hilfe Mensch und Tier sehen können.']"
face,bn:00032600n,"['Visage', 'Angesicht', 'Antlitz', 'Gesicht']","['Das Gesicht ist der vordere Teil des Kopfes mit Augen, Nase und Mund.', 'Das Angesicht eines Lebewesens']"
farm,bn:00033676n,"['Bauernhof', 'Farm']","['Unter einem Bauernhof versteht man einen strukturierten landwirtschaftlichen, oft land- und forstwirtschaftlichen Betrieb, respektive auch die Hofstelle mit Wohn- und Wirtschaftsgebäuden dieses Betriebes als klassische Siedlungsform.', 'Ein bäuerlicher Kleinbetrieb und dessen Architekturtypen', 'Ort und Produktionsstätte von Landwirtschaft und Fischzucht']"
feather,bn:00033865n,"['Strahlen', 'Feder', 'Gefieder', 'Federschmuck', 'Federkleid', 'Vogelgefieder']","['Federn sind von der äußeren Haut der Vögel gebildete, im fertigen Zustand leblose Strukturen aus Keratin, die zusammen als Gefieder oder Federkleid die wesentliche äußere Oberfläche bilden und im Kiel durch Gefäße und Gewebe mit der Haut verbunden sind.', 'Von der Haut der Vögel gebildete Strukturen aus Keratin', 'Verwendung von Vogelfedern an Kleidungsstücken, insbesondere an Kopfbedeckungen oder auch direkt im Kopfhaar', 'Ein verzweigtes haarähnliches Gebilde, das auf der Haut von Vögeln wächst, diese vor Kälte und Wasser schützt und ihren Flügeln ermöglicht, Auftrieb zu erzeugen.']"
finger,bn:00034565n,"['Fingerchen', 'Finger']","['Ein Finger – lateinisch auch Digitus für „Finger “ – ist ein Teil der Hand.', 'Endglied der Hand', 'Teil der Hand', 'Eines der langen Glieder der Hand, welches benutzt wird um Gegenstände zu greifen.']"
fish,bn:00034816n,"['Fisch', 'Fische']","['Fische oder Pisces sind aquatisch lebende Wirbeltiere mit Kiemen.', 'Im Wasser lebende Wirbeltiere mit Kiemen', 'Im Wasser lebende Wirbeltiere']"
flag,bn:00034960n,['Flagge'],"['Eine Flagge ist eine abstrakte zweidimensionale Anordnung von Farben, Flächen und Zeichen in meist rechteckiger Form.', 'Abstrakte zweidimensionale Anordnung von Farben, Flächen und Zeichen in meist rechteckiger Form']"
floor,bn:00079476n,"['Tal', 'Senke']","['Ein Tal ist eine durch das Wechselspiel von Erosion und Denudation entstandene, für gewöhnlich langgestreckte, nach mindestens einer Seite offene Hohlform in der Landschaft.', 'Geomorphologische Landform', 'Ein orographischer Einschnitt', 'Langgestreckte, mit mindestens einem Abfluss offene Hohlform in der Landschaft', 'Dorf in Fjodorowski rajon, Russland']"
fly,bn:00035494n,"['Fliege', 'Zweiflügler']","['Die Zweiflügler bilden eine Ordnung der Insekten innerhalb der Neuflügler.', 'Ordnung der Klasse Insekten', 'Gemeines Insekt; jede Insektenart aus der Ordnung der Zweiflügler (Diptera).']"
foot,bn:00035679n,"['Fuß', 'Pes']","['Der Fuß ist der unterste Abschnitt des Beins der Landwirbeltiere; in Süddeutschland, Österreich und im äußersten Osten der Schweiz wird manchmal auch das gesamte Bein bis zur Hüfte so bezeichnet.', 'Unterster Teil des Beins bei Mensch und Landwirbeltieren', 'Unterster Abschnitt des Beins', 'Anatomische Bezeichnung für Fuß']"
fork,bn:00035902n,"['Gabel', 'Pommesgabel']","['Die Pommesgabel ist ein einfaches kleines, aus Kunststoff oder Holz gefertigtes Einweg-Essbesteck mit in der Regel zwei oder drei Zacken.', 'Ein Utensil mit Zinken, das benutzt wird, um feste Speisen zu Munde zu führen.']"
