word_original,synset,senses,definitions
bath,bn:00008995n,"['baño', 'cuarto de baño', 'lavabo']","['Un cuarto de baño es una habitación generalmente utilizada para el aseo personal, el baño y la evacuación de desechos humanos[1]\u200b.', 'Habitáculo de la vivienda.', 'Habitación utilizada para el aseo personal, el baño y la evacuación.', 'Sala que contiene una bañera o ducha y usualmente un inodoro y un bidet.']"
bed,bn:00009472n,"['cama', 'piltra', 'catre', 'sobre', 'lecho']","['Una cama es un mueble que se utiliza para acostarse a dormir o descansar,[1]\u200b aunque también suele usarse para otras actividades: leer, sentarse, mantener relaciones sexuales, comer, jugar, reposar en períodos de enfermedad, ver la televisión.', 'Un mueble para dormir.', 'Mueble para dormir.', 'Un mueble, hecho para que una persona duerma en él.']"
bee,bn:00009524n,"['abeja', 'Anthophila', 'anthophila']","['Los antófilos, conocidos comúnmente como abejas, son un clado de insectos himenópteros, sin ubicación en categoría taxonómica, dentro de la superfamilia Apoidea.', 'Clado que agrupa a todas las abejas y abejorros.', 'Clado de insectos himenópteros', 'Insecto himenóptero alado con rayas amarillas y negras, polinizador importante que generalmente se alimenta de néctar.']"
bell,bn:00009728n,"['timbre', 'campanilla de puerta']","['Un campanilla de puerta es un dispositivo de señalización que normalmente se instala en o cerca de la puerta de entrada de una casa o edificio.', 'Botón en una puerta exterior que hace que se produzca una señal sonora al ser apoyado.']"
berry,bn:00010066n,"['baya', 'fruta del bosque']","['Las frutas del bosque, frutos rojos o bayas silvestres son pequeñas frutas comestibles correspondiente a bayas, drupas o similares, que antiguamente no se cultivaban; y que se desarrollan generalmente en arbustos o en pequeños árboles que crecen y/o crecían de forma silvestres y/o asilvestrados.', 'Tipo de frutas pequeñas y comestibles, cuyas plantas que los producen tradicionalmente no se cultivan, sino que crecen en forma silvestre o asilvestrada.', 'Fruta dulce y suave que se desarrolla a partir de un ovario y contiene las semillas no encerrados en una nuez.']"
bird,bn:00010605n,"['pájaro', 'ave', 'aves']","['Las aves son una clase de animales vertebrados, que regulan su temperatura, que caminan, saltan o se mantienen solo sobre las extremidades posteriores,[3]\u200b mientras que las extremidades anteriores han evolucionado hasta convertirse en alas que, junto con otras características anatómicas únicas, les permiten, a la mayor parte de ellas, volar, si bien no todas vuelan.', 'Cada uno de los animales vertebrados, de sangre caliente, pertenecientes a la clase taxonómica Aves.', 'Clase de vertebrados', 'Animal vertebrado bípedo, de sangre caliente que pone huevos y tiene alas, las cuales, a la mayoría de las especies, le permiten volar.']"
blade,bn:00011081n,"['espada', 'garrancha']","['La espada es un arma blanca de dos filos que consiste básicamente en una hoja recta cortante, punzante —o con ambas características—, con empuñadura, y de cierta envergadura o marca.', 'Arma blanca.', 'Arma blanca de dos filos', 'Arma de cuchilla larga y plana con una puño (y a veces una empuñadura) diseñada para perforar, herir o cortar.']"
board,bn:00021015n,"['comité', 'comisión']","['Un comité o comisión es un órgano directivo de un partido político o de una de sus secciones, órgano representativo de los trabajadores de una compañía o centro de trabajo para la defensa de sus intereses.', 'grupo de personas asignadas a la realización de una tarea', 'Grupo de personas convocadas para la realización de un cierto propósito específico, típicamente siguiendo reglas formales.']"
boat,bn:00011674n,"['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación']","['Barco es todo cuerpo flotante de forma simétrica respecto de un plano longitudinal vertical, llamado plano de crujía, provisto de medios de propulsión y gobierno, que reúne las siguientes condiciones: Flotabilidad Rigidez o resistencia Estanqueidad Capacidad de carga Estabilidad Gobernabilidad MovilidadTiene construcción cóncava fusiforme, de madera, metal, fibra de vidrio u otro material que, por su forma, es capaz de flotar en el agua y que se utiliza para navegar como medio de transporte[1]\u200b.', 'En náutica, el Bote', 'Una embarcación pequeña.', 'Nave marina diseñada para flotar o deslizarse, y que provee transporte sobre el agua.']"
bone,bn:00011999n,"['hueso', 'os']","['Los huesos son órganos rígidos que forman el endoesqueleto de muchos animales, como los seres humanos.', 'Órgano firme, duro y resistente que forma parte del endoesqueleto de los vertebrados', 'Material compuesto mayormente de calcio, fosfato y colágeno, que conforma el esqueleto de la mayoría de los vertebrados.']"
book,bn:00012059n,['libro'],"['Un libro es una obra impresa, manuscrita o pintada en una serie de hojas de papel, pergamino, vitela u otro material, unidas por un lado y protegidas con tapas, también llamadas cubiertas.', 'Obra impresa, manuscrita o pintada en una serie de hojas de papel, pergamino, vitela u otro material.', 'Medio para registrar información en forma de escritura o imágenes impresas', 'Una colección de hojas de papel unidas entre sí a la bisagra en un extremo, con adición de material impreso o escrito, imágenes, etc']"
boot,bn:00012166n,['bota'],"['Una bota es un tipo de calzado que cubre el pie y parte del tobillo y que puede llegar hasta la rodilla o la ingle.', 'Un tipo de calzado que cubre el pie y el tobillo.', 'Tipo de calzado que protege el pie y parte de la pierna', 'Calzado que cubre parte de la pierna.']"
bottle,bn:00012339n,"['botella', 'frasco']","['Una botella es un envase cilíndrico de cuello estrecho y cuerpo ancho, cuya finalidad es contener y conservar líquidos.', 'Recipiente para contener líquidos', 'Un contenedor, normalmente hecho en vidrio y con un cuello en forma de pico, usado para almacenar líquidos.']"
box,bn:00012524n,"['cajas', 'caja']","['Una caja es un objeto, de diferentes tamaños, generalmente con forma de prisma rectangular, con una abertura que se cubre con una tapa, que puede estar vinculada a la misma, cuya función principal está asociada con transportar, contener o agrupar elementos.', 'Un recipiente utilizado para guardar o transportar objetos.', 'Recipiente de cartón, de madera, de metal, etc., generalmente con tapa, que sirve para guardar y transportar cosas.', 'Forma plural de caja.']"
boy,bn:00012569n,"['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo']","['Persona jóven del_género_masculino.', 'Ser humano de género masculino y poca edad', 'Persona joven de sexo masculino, usualmente un infante o un adolescente.']"
brain,bn:00012681n,"['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro']","['En la Antigua Grecia, el nous o nous correspondía al espíritu, la parte más elevada y divina del alma.', 'La mente es el conjunto de capacidades cognitivas que engloban procesos como la percepción, el pensamiento, la conciencia, la memoria, imaginación, etc., algunas de las cuales son características del humano y otras son compartidas con otras formas de vida.', 'La psique, del griego ψυχή, psyché, «alma humana»,[1]\u200b es un concepto procedente de la cosmovisión de la antigua Grecia, que designaba la fuerza vital de un individuo, unida a su cuerpo en vida y desligada de este tras su muerte.', 'El fenómeno responsable del entendimiento, el raciocinio, la percepción, la emoción, la memoria, la imaginación, la voluntad y otras habilidades cognitivas.', 'Conjunto de actos y funciones de la mente', 'Complejo de facultades cognitivas, en su mayoría características de los seres humanos, que permite la conciencia, el pensamiento, el razonamiento, la percepción y el juicio.']"
brake,bn:00012710n,['freno'],"['Un freno es un dispositivo utilizado para detener o disminuir la velocidad de algún vehículo, generalmente, un eje, Eje de transmisión o tambor.', 'Dispositivo utilizado para detener o disminuir la velocidad de algún cuerpo', 'Dispositivo mecánico para disminuir la velocidad de un vehículo.']"
branch,bn:00029676n,"['economía', 'economía política', 'económicas', 'ciencias económicas']","['La economía política es el estudio de la producción, la distribución y el consumo de bienes y servicios, teniendo en cuenta las relaciones de poder que las subyacen, así como la ley, las costumbres, el tipo de administración pública y el papel del Estado.', 'La economía es la ciencia social que estudia las leyes que rigen la producción, distribución y consumo de bienes y servicios, así como los modelos y sistemas económicos en los que se llevan a cabo las diversas actividades económicas humanas.', 'Ciencia que estudia los recursos, la creación de riqueza y la producción, distribución y consumo de bienes y servicios, para satisfacer las necesidades humanas', 'Estudio social de la producción, distribución y consumo de bienes.']"
brick,bn:00013047n,['ladrillo'],"['Un ladrillo es un material de construcción, normalmente cerámico y con forma ortoédrica, cuyas dimensiones más normales permiten que un operario lo pueda colocar con una sola mano.', 'Material de construcción', 'material de construcción', 'Material de construcción usualmente hecho de arcilla, moldeado como un bloque rectangular, cocido o quemado en hornos.']"
bridge,bn:00013077n,"['puente', 'bóveda']","['Un puente es una construcción que permite salvar un accidente geográfico como un río, un cañón, un valle o un cuerpo de agua, o cualquier otro obstáculo físico, como una carretera, un camino, o una vía férrea.', 'Construcción, normalmente artificial, que permite salvar un accidente geográfico como por ejemplo un río o un cañón para permitir el paso sobre el mismo.', 'Estructura que atraviesa y proporciona un paso sobre un camino, vía férrea, río, o algún otro obstáculo', 'Una estructura que atraviesa y proporciona un paso sobre un camino, vía férrea, río, o algún otro obstáculo.']"
brush,bn:00013489n,"['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['Una brocha es un instrumento consistente en un conjunto de cerdas unidas a un mango que se utiliza para pintar, maquillarse o para otros fines.', 'Herramienta compuesta por unas cerdas unidas a un mango, que se utiliza para pintar.', 'Instrumento con unas cerdas unidas a un mango para pintar, maquillarse u otros fines', 'Un instrumento con un mango, y una punta con cerdas flexibles, usadas para arreglar el pelo.']"
bucket,bn:00013590n,"['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['Un cubo, balde, tobo o cubeta es un recipiente o vasija en forma de tronco de cono invertido para que su concavidad pueda retener sustancias fluidas.', 'Envase (hecho de material rígido con una manija) que se utiliza para llevar líquidos o artículos pequeños.']"
bulb,bn:00013745n,"['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['El término luz eléctrica es cualquier dispositivo capaz de producir luz por medio del flujo de una corriente eléctrica, produciendo con ello el alumbrado eléctrico o iluminación eléctrica.', 'Una lámpara de incandescencia es una fuente que produce luz artificial.', 'dispositivo eléctrico de iluminación por medio de un filamento incandescente', 'Luminosidad producida por una accion fisicomecanica', 'Filamento rodeado de cristal que se atornilla en el zócalo de una lámpara y que emite la luz cuando se le suministra corriente.']"
button,bn:00014305n,['botón'],"['Un botón es un elemento pequeño utilizado para abrochar o ajustar vestimentas, especialmente camisas, chaquetas y americanas.', 'Pieza pequeña de metal, hueso, nácar, plástico u otra materia de cierta dureza que se cose en la vestimenta para que, entrando en el ojal, la abroche y asegure. También se pone por adorno en la ropa.', 'Elemento utilizado para abrochar o ajustar vestimentas', 'Mecanismo de cierre formado por un tirador o disco que es pasado a través de una hendidura en el material adyacente.']"
cake,bn:00014609n,"['pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta']","['Un pastel es, según la definición del Diccionario de la lengua española de la Real Academia Española, una «masa de harina y manteca, cocida al horno, en que ordinariamente se envuelve crema o dulce, y a veces carne, fruta o pescado»[1]\u200b.', 'Comida dulce o salada envuelta en una masa de harina.', 'Masa de harina y manteca y otros ingredientes cocida al horno', 'Un postre rico, dulce y cocido, usualmente hecho con harina, huevos, azúcar y mantequilla.']"
camera,bn:00015008n,"['cámara fotográfica', 'cámara']","['Una cámara fotográfica o cámara de fotos es un dispositivo utilizado para capturar imágenes o fotografías[1]\u200b.', 'Dispositivo para capturar imágenes.', 'Dispositivo utilizado para capturar imágenes o fotografías', 'Instrumento óptico para grabar o transmitir imágenes', 'Dispositivo utilizado para capturar imágenes o fotografías']"
card,bn:00015915n,"['documento nacional de identidad', 'carné de identidad', 'cédula de identidad', 'carnet de identidad', 'DNI', 'credencial', 'carnet']","['Tarjeta de identificación del portador, dando nombre, dirección y otros datos personales.']"
cart,bn:00016292n,"['carreta', 'carretón de mano', 'carro', 'carretilla']","['Un carro es un vehículo de transporte terrestre que circula sobre dos ruedas o más y que se mueve por tracción animal; en algunos países de Hispanoamérica, puede ser un automóvil o un vagón de ferrocarril.', 'Coche ligero de dos ruedas.']"
carriage,bn:00016241n,"['vehículo ferroviario', 'vagón', 'carruaje', 'coche', 'carroza', 'carruaje de lujo', 'coche de caballos']","['Carruaje es un vehículo de tracción animal con armazón de madera, hierro o ambos materiales que se desliza sobre dos o más ruedas.', 'Vehículo arrastrado por caballos', 'Carro para ferrocarriles empujado por una locomotora.']"
cat,bn:00016606n,"['gato', 'gata', 'gato doméstico', 'Felis silvestris catus', 'felis silvestris catus']","['El gato doméstico[1]\u200b[2]\u200b, llamado más comúnmente gato, y de forma coloquial minino,[3]\u200b michino,[4]\u200b michi,[5]\u200b micho,[6]\u200b mizo,[7]\u200b miz,[8]\u200b morroño[9]\u200b o morrongo,[10]\u200b y algunos nombres más, es un mamífero carnívoro de la familia Felidae.', 'Mamíferos pertenecientes a la familia Felidae', 'Animal cuadrúpedo (Felis silvestris) que frecuentemente se mantiene como mascota de casa.', 'Gato que se tiene como mascota.']"
chain,bn:00017487n,"['encadenamiento', 'concomitancia', 'concatenación', 'cadena']",['Estado de estar enlazados como en una cadena.']
cheese,bn:00018038n,['queso'],"['El queso es un alimento sólido que se obtiene por maduración de la cuajada de la leche una vez eliminado el suero; sus diferentes variedades dependen del origen de la leche empleada, de los métodos de elaboración seguidos y del grado de madurez alcanzada.', 'Alimento sólido hecho de leche', 'Producto lácteo cuajado o fermentado.']"
chest,bn:00018208n,"['baúl', 'arcón', 'arca', 'cofre']","['El cofre es un mueble en forma de caja cerrada que se destina a guardar objetos varios como ropa de cama, enseres y otros.', 'Tipo de mueble', 'tipo de mueble', 'Artículo de lista de Wikimedia', 'Gran contenedor fuerte o caja (lo más a menudo de madera o de metal con una tapa) que se utiliza comúnmente para almacenar ropa o juguetes.']"
chin,bn:00018426n,"['barbilla', 'mentón', 'pera', 'barba']","['Parte protuberante de la mandíbula inferior.', 'La barbilla o mentón [1]\u200b es la parte de la cara situada debajo de la zona labial y por encima de la zona suprahioidea, donde comienza el cuello, llamada así por ser donde empieza la barba.', 'Parte más baja de la cara, bajo la boca.']"
church,bn:00018995n,['iglesia'],"['Una iglesia es un edificio destinado al culto cristiano público.', 'Lugar destinado a celebraciones litúrgicas cristianas.', 'Edificio dedicado al culto religioso cristiano', 'Edificio donde se llevan a cabo actividades religiosas cristianas.']"
circle,bn:00019169n,"['círculo', 'circunferencia']","['La circunferencia es una curva plana y cerrada tal que todos sus puntos están a igual distancia del centro.', 'Circunferencia, que posee un lenga definida', 'Figura bidimensional, forma geométrica formada por todos los puntos de un plano equidistantes del centro. Puede ser dibujada con un compás.']"
clock,bn:00019887n,['reloj'],"['Se denomina reloj al instrumento capaz de medir, mantener e indicar el tiempo en unidades convencionales.', 'Instrumento de medición de tiempo.', 'Instrumento para medir el tiempo natural', 'Instrumento utilizado para medir o seguir el paso del tiempo.']"
cloud,bn:00020002n,"['nube', 'nubes']","['Una nube es un hidrometeoro visible formado por la acumulación de cristales de hielo y/o gotas de agua microscópicas suspendidas en la atmósfera, como consecuencia de la condensación del vapor de agua.', 'Masa visible de cristales de hielo y/o gotas de agua microscópicas', 'Suspensión de pequeñas gotas de agua o de cristales de hielo producidos por condensación de vapor de agua.']"
coat,bn:00047823n,"['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'jacket', 'campera', 'chompa']","['Una chaqueta es una prenda de vestir de calle ajustada al torso, con manga larga, solapas y bolsillos, tanto interiores como exteriores, abierta por delante con una botonadura, que permite llevarse abierta o cerrada.', 'Prenda de vestir de calle.', 'Prenda de vestir', 'Prenda de vestir que se coloca por encima de todo para cubrir la parte alta del pecho y los brasos.']"
collar,bn:00005136n,"['arresto', 'detención']","['El arresto[1]\u200b[2]\u200b es una medida de privación de la libertad contemplada en las leyes, que posee diversos objetivos: como medida cautelar personal dentro de un proceso penal; como medida de apremio para el cumplimiento de ciertos actos; o como sanción punitiva.', 'Medida de privación de la libertad contemplada en las leyes']"
comb,bn:00020849n,['peine'],"['El peine es un utensilio plano con púas que sirve para arreglar, desenredar y limpiar el cabello o componer otras fibras.', 'Utensilio de púas para el aseo del cabello.']"
cord,bn:00022592n,['pana'],"['La pana,[1]\u200b corderoy,[nota 1]\u200b corduroy[nota 2]\u200b o cotelé[nota 3]\u200b es un tejido grueso, de tacto suave, semejante al terciopelo, liso o compuesto por fibras entrecruzadas que cuando están en paralelo forman el distintivo motivo con acanaladuras verticales de pequeño tamaño, pero también pueden ser un poco más gruesos.', 'Tejido grueso, de tacto áspero, semejante al terciopelo.', 'Tejido fuerte, generalmente de algodón, con franjas verticales.']"
cow,bn:00012273n,"['ganado bovino', 'vaca', 'Bos taurus', 'ganado', 'Bos primigenius taurus', 'toro', 'Bos Taurus', 'ganado vacuno', 'bovino', 'vacas', 'bueyes', 'bovinos', 'vacuno']","['Animales bovinos domesticados considerados como un grupo , independientemente de su sexo o edad.', 'La vaca, en el caso de la hembra, o toro, en el caso del macho, es un mamífero artiodáctilo de la familia de los bóvidos.', 'Animal.', 'Especie de mamífero', 'Bovinos domesticados, incluyendo vacas, bueyes y toros, criados en una hacienda o en una granja.', 'Bovino doméstico sin distinción de sexo o edad.']"
cup,bn:00024410n,"['taza', 'copa', 'vaso', 'taza de pié']","['Una copa es un vaso destinado a contener líquido para beber que posee un pie como base.', 'El vaso es un recipiente de tamaño variado[1]\u200b que sirve para beber, contener o trasladar algo, por lo general líquido.', 'Un vaso destinado a contener líquido.', 'Recipiente utilizado principalmente para tomar bebidas.', 'Tipo de vaso', 'Recipiente utilizado para beber', 'Recipiente para beber líquidos.', 'Elemento de vajilla cóncavo para contener líquidos, generalmente con asa o pie.']"
curtain,bn:00024534n,"['cortina', 'cortinaje', 'cortinas']","['Las cortinas son elementos decorativos que cubren las ventanas por el interior de los edificios y casas.', 'Una pieza móvil, normalmente de tela, que cubre las ventanas por el interior de los edificios.', 'Pieza que cubre las ventanas desde el interior, generalmente, para bloquear la luz', 'Trozo de tela que cubre una ventana para evitar que el sol brille hacia el interior.']"
cushion,bn:00024564n,['amortiguador'],['El amortiguador telescópico es un dispositivo construido con un eje cromado y dos tubos de acero.']
dog,bn:00015267n,"['perra', 'can', 'canino', 'perro', 'Canis lupus familiaris', 'Canis familiaris', 'perros', 'canis familiaris', 'perro doméstico']","['El perro,[1]\u200b[2]\u200b[3]\u200b llamado perro doméstico o can,[4]\u200b y en algunos lugares coloquialmente llamado chucho,[5]\u200b tuso,[6]\u200b choco,[7]\u200b entre otros; es un mamífero carnívoro de la familia de los cánidos, que constituye una especie del género Canis.', 'Mamífero carnívoro doméstico de la familia Canidae', 'Mamífero que marcha a cuatro patas de la familia de los cánidos, cercano al lobo; animal doméstico, usado en para cazar o como protección.']"
door,bn:00028247n,"['puerta', 'marco de puerta', 'seguro']","['Una puerta, a veces también denominado un portal cuando se trata de una puerta principal en algún sentido,[1]\u200b es un elemento de complemento en construcción con muy diversas aplicaciones, usos y emplazamientos, que industrialmente se fabrica en materiales básicos.', 'Apertura en un muro que permite el paso.', 'Apertura o paso en una barrera o en un muro.', 'Marco que soporta una puerta.']"
drain,bn:00034158n,"['puerta', 'transistor de efecto campo']","['El transistor de efecto campo es un transistor que usa el campo eléctrico para controlar la forma y, por lo tanto, la conductividad de un canal que transporta un solo tipo de portador de carga, por lo que también suele ser conocido como transistor unipolar.', 'Barrera móvil que puede ser cerrada o abierta para controlar el acceso a un edificio, un coche, un área, etc.']"
drawer,bn:00028639n,"['ilustración', 'figura', 'retrato', 'dibujo', 'imagen', 'croquis', 'esquema']","['El término dibujo significa tanto el arte que enseña a dibujar,[1]\u200b como la delineación, figura o imagen ejecutada en oscuro y claro; toma nombre de acuerdo al material con el que se hace.', 'Arte visual en dos dimensiones', 'Representación detallada de una persona o de un objeto.']"
dress,bn:00006125n,"['ropa', 'prenda', 'vestuario', 'indumentaria', 'traje', 'vestimenta', 'atavío', 'vestido', 'habiliment']","['El término ropa,,[1]\u200b vestimenta o indumentaria es la denominación genérica[nota 1]\u200b que reciben las prendas y accesorios confeccionados a partir de tejidos textiles[nota 2]\u200b y de tejidos animales[nota 3]\u200b que los humanos usan para abrigar, cubrir, adornar, proteger y, en general, vestir el cuerpo.', 'Una pieza de vestimenta para los seres humanos.', 'Cada una de las prendas usadas para vestirse', 'Ropas, consideradas como un todo.', 'Una pieza de vestir.', 'Prenda diseñada para ser portada sobre el cuerpo de una persona.']"
drop,bn:00028709n,"['gota', 'gota de lluvia', 'gota de agua', 'lágrima']","['Una gota es un volumen pequeño de algún líquido, delimitada casi completamente por superficies encadenadas entre sí.', 'Volumen pequeño de un líquido', 'Una sola gota de agua de lluvia que acaba de caer o está callendo del cielo.', 'Cantidad muy pequeña de líquido que toma forma esférica.']"
ear,bn:00029372n,"['oído', 'orejas', 'oreja']","['Órgano sensible al sonido y al equilibrio.', 'El oído es un órgano sensorial que permite percibir los sonidos, formando el sentido de la audición,[1]\u200b y en mamíferos también se encarga del equilibrio.', 'Órgano donde se produce la audición.', 'Órgano del equilibrio y la audición', 'Órgano auditivo constituido del pabellón, del conducto auditivo, del tímpano, del martillo, del yunque y del estribo.']"
egg,bn:00029914n,"['huevo de gallina', 'huevo']","['Los huevos constituyen un alimento habitual en la alimentación de los humanos.', 'Huevo de animal usado como alimento', 'Huevo de un ave doméstica, principalmente gallinas, visto como alimento.', 'Huevo puesto por una gallina.']"
engine,bn:00030850n,"['motor', 'locomotora', 'motor térmico', 'máquina']","['Un motor es la parte sistemática de una máquina capaz de hacer funcionar el sistema, transformando algún tipo de energía', 'Máquina en la cual la energía es aplicada para realizar trabajo por la conversión de varias formas de energía en fuerza y movimiento mecánico.']"
eye,bn:00032512n,"['ojos', 'ojo', 'globo ocular', 'oculus']","['El ojo es un órgano visual que percibe la luz y la convierte en impulsos electroquímicos que viajan a través de neuronas por el nervio óptico.', 'Órgano que detecta la luz, base del sentido de la vista.', 'Órgano de la vista', 'Órgano sensitivo a la luz, que la convierte en señales eléctricas pasadas al cerebro, medio po rel cual los animales ven.', 'Los dos ojos de un ser humano considerado como un todo.']"
face,bn:00032600n,"['rostro', 'cara', 'jeta', 'faz', 'rostro humano']","['Parte_delantera de la cabeza humana desde la frente hasta la barbilla y de oreja a oreja.', 'La cara o rostro es la parte frontal de la cabeza de un animal que presenta tres de los órganos de los sentidos de la cabeza, los ojos, la nariz y la boca, y a través de la cual los animales expresan muchas de sus emociones.', 'Parte frontal de la cabeza, que contiene los ojos, la nariz y la boca, así como el área que los rodea.']"
farm,bn:00033676n,"['granja', 'fundo', 'explotación agrícola', 'finca', 'caserío', 'cortijo', 'heredad', 'estancia', 'hacienda', 'masía']","['Una granja o chacra, es un terreno rural en el cual se ejerce la agricultura o la cría de ganado, ya sea este menor o mayor.', 'Finca y terreno rural destinado a la cría de ganado y/o complejo agrícola.', 'Terreno rural en el cual se ejerce la agricultura o la cría de ganado', 'Tierras o edificaciones usadas con propósitos agrícolas, tales como cultivos o cría de animales.']"
