word_original,synset,senses,definitions
drain,bn:00034158n,"['uks', 'väljatransistor', 'Väljatransistor']",['Väljatransistor on pingega tüüritav transistor.']
drawer,bn:00028639n,"['joonistus', 'joonistamine']","['Joonistamine on mingile pinnale visuaalsete kujundite tegemine joonistusvahenditega – näiteks pliiatsi, sule, sangviini, puusöe või kriidiga.']"
dress,bn:00006125n,"['riietus', 'Riietus']",['Riietus ehk rõivastus on inimeste mitmesugused kehakatted.']
drop,bn:00028709n,"['tilk', 'Tilk']","['Tilk on väike kogus vedelikku, mis on kas täielikult või peaaegu ümbritsetud vabapinnaga.']"
ear,bn:00029372n,['kõrv'],"['Kõrv on selgroogsete elund, mille ülesanne on registreerida keskkonna lainelisi võnkumisi.']"
engine,bn:00030850n,['mootor'],"['Mootor on masin, mis muundab mingit liiki energiat mehaaniliseks tööks.Olenevalt mootori tüübist teeb tööd näiteks edasi-tagasi liikuv kolb, pöörlev rootor, või reaktiivaparaat.Primaarmootori käivitamiseks kasutatakse vahetult looduslikke energiavorme, näiteks vee, tuule, kütuse, geo- või tuumaenergiat.']"
eye,bn:00032512n,"['silm', 'silmamuna']","['Silm on nägemiselund.', 'Nägemiselund.']"
face,bn:00032600n,"['nägu', 'Nägu']","['Nägu on inimese pea eespoolne osa, kus asuvad silmad, nina ja suu.', 'pea eesosa']"
farm,bn:00033676n,"['talu', 'farm']","['Talu on tavaliselt ühele perekonnale kuuluv elupaik ja maamajand, mis hõlmab maavalduse koos eluhoonete, abihoonete, nii majandatavate kui ka mittemajandatavate kõlvikutega, samuti koduloomadega.', 'maamajapidamine, väiksem põllumajandusettevõte']"
feather,bn:00033865n,"['sulg', 'sulestik', 'Sulestik']","['Suled on epidermi ehk marrasknaha moodustisted, mis esinevad lindudel ja mõnedel teropoodsetel dinosaurustel.', 'Sulestik on lindude sulgedest kehakate ehk linnu keha katvad suled koosvõetult.', 'Sarvainest moodustis lindude pealisnahal.']"
finger,bn:00034565n,"['sõrm', 'näpp', 'sõrmed']","['Sõrmed, või ka näpud, on inimese käelaba etteulatuvad osad.', 'üke käe otsas asuvast viiest jätkest']"
fish,bn:00034816n,"['kala', 'kalad']",['Kalad on vees elavate kõigusoojaste keelikloomade üldnimetus.']
flag,bn:00034960n,['lipp'],"['Lipp on riikide, rahvaste, organisatsioonide, territoriaalsete üksuste vms sümbol.']"
floor,bn:00079476n,['org'],['Org on mitmesuguse suuruse ja enamasti pikliku kujuga negatiivne pinnavorm.']
fly,bn:00035494n,"['Kahetiivalised', 'kahetiivalised']","['Kahetiivalised on väga suur, kõigil mandritel levinud putukarühm.']"
foot,bn:00035679n,['Labajalg'],['Labajalg ehk jalalaba on inimese või teiste primaatide jala alumine osa.']
fork,bn:00035902n,"['kahvel', 'Kahvel']","['Kahvel on söögiriist, mille käepideme otsas on mitu kitsenevat haru, mis on sageli veidi kaardus.']"
fowl,bn:00028155n,"['sulgloomad', 'kodulinnud', 'kodulind', 'Galloanserae']","['Kodulind on linnuliik, -alamliik või varieteet, kelle inimene on kodustanud ja sageli ka tõuaretuse teel geneetiliselt arendanud.', 'Galloanserae on lindude ülemselts.']"
frame,bn:00003882n,"['inimfüsioloogia', 'inimese keha', 'Inimkeha', 'inimkeha']",['Inimkeha on inimese keha.']
garden,bn:00037300n,['aed'],"['Piirdeaia kohta vaata tara; teiste tähenduse kohta vaata Aed Aed on inimese piiritletud ja aianduslikult kasutatav maa-ala ja sellel kujundatud elukeskkond koos selle elustikuga.', 'Inimese piiritletud ja aianduslikult kasutatav maa-ala ja sellel kujundatud elukeskkond koos selle elustikuga.']"
girl,bn:00034453n,"['tüdruk', 'plika']","['Tüdruk on naissoost laps', 'naissoost laps']"
glove,bn:00040736n,"['sõrmik', 'Kindad', 'kindad']","['Kindad on käekatted, mis kaitsevad käsi nt külma eest.']"
goat,bn:00015720n,"['kits', 'kodukits', 'Capra aegagrus hircus']",['Kodukits on veislaste sugukonda kitse perekonda kuuluv sõraline.']
gun,bn:00042221n,['tulirelv'],"['Tulirelv on laskerelv, mille laeng haavlid, kuul, miin, mürsk või muu lendkeha paisatakse rauaõõnest välja püssirohu või mõne muu sarnase aine plahvatuslikul põlemisel tekkinud kuumade gaaside kiire paisumise tagajärjel.']"
hair,bn:00042526n,"['karv', 'karvad']","['Karvad on valgust moodustunud kiud, mis kasvavad dermises asuvatest karvanääpsudest.']"
hammer,bn:00042730n,"['haamer', 'vasar']",['Vasar ehk haamer on tööriist materjali või objekti löögiga töötlemiseks.']
hand,bn:00042759n,['labakäsi'],"['Labakäsi ehk käelaba on käe osa, mille moodustavad kämmal ja sõrmed.']"
hat,bn:00017718n,"['müts', 'kübar']","['Kübar on vormitud põhjaga ja laiema servaga peakate.', 'liik peakatteid']"
heart,bn:00043383n,['süda'],['Süda on vereringet või hemolümfiringet tagav elund.']
horn,bn:00022750n,"['kornet', 'parmupill', 'trompet', 'Kornet']","['Trompet on kõrgeima registriga vaskpuhkpill.', 'Kornet on ovaaliks keeratud silindrilise, otsast laieneva toruga ning kausshuulikuga vaskpuhkpill.']"
horse,bn:00031345n,['hobune'],"['Hobune on kabjaliste seltsi hobuslaste sugukonda kuuluv kodustatud loom, metshobuse alamliik Equus ferus caballus.']"
hospital,bn:00044896n,['haigla'],"['Haigla on asutus haigete statsionaarseks ravimiseks.', 'tervishoiuasutus']"
house,bn:00044994n,"['hoone', 'maja']","['Maja on hoone, kus inimesed elavad või töötavad.', 'Eluhoone või tööhoone']"
island,bn:00047612n,['saar'],"['Saar on täielikult veega ümbritsetud maismaa.', 'Suhteliselt väike veega ümbritsetud maismaa']"
jewel,bn:00037606n,"['ehtekivi', 'kalliskivi', 'vääriskivi']","['Vääriskivi ehk kalliskivi on looduses harva või väikestes kogustes leiduv, peamiselt juveelina kasutatav mineraal või kivim.']"
key,bn:00048985n,"['võti', 'toon', 'klahv', 'Võti']","['Võti on riist, millega saab avada ja sulgeda lukku.']"
knee,bn:00006140n,['põlv'],"['Põlv on inimese ja teiste primaatide kehaosa, mis asub reie ja sääre vahel, selle moodustab põlveliiges, mis on inimese suurim liiges, ühendades reieluud ja sääreluud.', 'Inimese suurim liiges']"
knife,bn:00049322n,['nuga'],['Nuga ehk väits on väga levinud tööriist.']
knot,bn:00049367n,"['sõlm', 'Sõlm']","['Sõlm on kinnitus- või kindlustusmeetod lineaarset materjali, nagu köis, sidudes või põimides.', 'Kinnitus- või kindlustusmeetod lineaarse materjali, näiteks köie sidumisel või põimimisel.']"
leaf,bn:00035596n,"['leht', 'lehestik']","['Leht on taime organ, mis kinnitub sõlmel varrele ning mille algsed funktsioonid on fotosüntees ja transpiratsioon ehk taimauramine.']"
line,bn:00076373n,"['video', 'televisioon']","['Televisioon on üks elektroonilise teabelevi vorme, mis võimaldab pildi, video ja heli ülekannet ja vastuvõttu.']"
lip,bn:00051440n,"['huuled', 'Huuled']",['Huuled on inimese suu kaks liikuvat lihaselist eesserva.']
map,bn:00036821n,['funktsioon'],"['Funktsioon ehk kujutus on matemaatikas binaarne seos, mis seob ühe hulga iga elemendi üheselt määratud elemendiga teisest hulgast.']"
match,bn:00036522n,"['tuletikk', 'Tuletikk', 'tikk']",['Tuletikk on vahend tule süütamiseks.']
monkey,bn:00055685n,"['ahv', 'Ahv']","['Ahvideks nimetatakse teatud liike ja liikide rühmi esikloomaliste seltsis, eelkõige infraseltsis Simiiformes.']"
moon,bn:00055813n,"['kuu', 'Planeedi kaaslane', 'planeedi kaaslane']","['Planeedi kaaslane on planeedi looduslik kaaslane.', 'Planeedi looduslik kaaslane.']"
muscle,bn:00056377n,"['lihas', 'Lihas']","['Lihas on enamiku loomade kokkutõmbumisvõimeliste lihaskiudude kogum, mis koordineeritult talitledes võimaldab loomorganismil sooritada liigutusi.']"
nail,bn:00056727n,"['küüs', 'Küüs']","['Küüs on keratiinist koosnev kõva poolläbipaistev plaadike, mis katab mitmetel loomaliikidel, sealhulgas inimesel, sõrmede ja varvaste otsmise lüli selgmist külge.']"
neck,bn:00017395n,"['kael', 'kaelus']","['Kael on paljude loomade, sealhulgas inimese pead ja keret ühendav kehaosa.']"
nerve,bn:00057322n,['närv'],"['Närviks nimetatakse enamikul närvisüsteemiga loomadel sidekoega ümbritsetud, väljaspool kesknärvisüsteemi asuvat, närvikiudude kimpudest koosnevat nööritaolist moodustist.']"
net,bn:00024712n,"['Internet', 'veeb', 'nett', 'küberruum', 'Kübermaailm', 'võrk', 'internet', 'kübermaailm']","['Kübermaailm on keskkond, millele pääseb ligi elektroonikaseadmete vahendusel ning mis võimaldab seadmete omavahelist suhtlust.', 'Internet on mis tahes arvutivõrkude võrgustiku üldnimetus.', 'Küberruum on mõtteline keskkond, milles leiab aset suhtlus arvutivõrkude kaudu.']"
nose,bn:00058117n,"['nina', 'Nina']",['Nina on ülemiste hingamisteede algusosa inimesel ja kõigil teistel selgroogsetel.']
nut,bn:00058343n,"['mutter', 'Mutter']",['Mutter on keermestatud avaga keermesliite kinnitusdetail.']
office,bn:00001961n,"['kontor', 'büroo', 'asutus', 'Kontor']","['Asutus on ühiskonnas halduslikke, majanduslikke, kultuurilisi, hariduslikke, sotsiaalseid või muid ülesandeid täitev iseseisev, ainelise tootmisega mitte tegelev institutsioon.']"
orange,bn:00059250n,['oranž'],"['Oranž on punakaskollane värvus, lainepikkusega umbes 585–620 nm.']"
pen,bn:00061314n,"['sulg', 'sulepea']","['Sulg on kirjutusvahend, mida kasutatakse tindi, tuši vm vedeliku kandmiseks kirjutusmaterjalile kirjutamisel ja joonistamisel.', 'Endisajal suure linnu tiiva‑ või sabasulest lõigatud, hiljem metallist valmistatud kirjutusvahend tindi, tuši või muu vedelikuga kirjutamiseks; joonestus‑ või joonistusvahend.']"
pencil,bn:00061334n,['pliiats'],"['Pliiats on vahend käsitsi kirjutamiseks, joonistamiseks ja joonestamiseks ning puurimis- ja lõikekohtade märkimiseks puidule.']"
picture,bn:00034471n,['film'],"['Film on filmikunsti salvestatud teos, mille andmekandjaks on filmilint ning kus on visuaalselt nähtav kaadrite esitus, standardsena 24 kaadrit sekundis.']"
pig,bn:00042006n,"['siga', 'sigalane', 'Sus scrofa domestica']","['Kodusiga ehk siga on liik või alamliik sõralisi perekonnast siga.', 'Siga on loomade perekond sõraliste seltsist, sigalaste sugukonnast.', 'Tavaline neljajalgne loom (Sus scrofa), kellel on lõhkkabjad, harjased ja kaevamiseks kohandunud nina ja keda inimesed peavad liha saamiseks.']"
pipe,bn:00062568n,"['toru', 'Torustik', 'Toru']","['Toru on harilikult silindriline õhukeseseinaline, suhteliselt pikk õõneskeha.']"
plane,bn:00001697n,"['lennuk', 'aeroplaan']","['Lennuk on inimest kandev õhust raskem õhusõiduk, mis püsib õhus jäigalt kinnitatud kandepinna ehk tiiva tekitatud aerodünaamilise tõstejõu toimel ning millel on tõmmet tekitav jõuseade.', 'Õhust raskem õhusõiduk, mis ei kasuta õhkutõusmiseks tiibade liikumist']"
plough,bn:00063057n,"['ader', 'Ader']",['Ader on tööriist põllu kündmiseks.']
pocket,bn:00063155n,"['tasku', 'Tasku']","['Tasku on riietusesemele sisse- või väljapoole õmmeldud lame kotike tarbeesemete, raha vm kaasaskandmiseks.']"
pot,bn:00015106n,"['käimla', 'Käimla']","['Käimla on koht, ruum või hoone, kus inimesed käivad roojamas ja urineerimas.']"
potato,bn:00047481n,"['kartul', 'harilik kartul']","['Harilik kartul on maavitsaliste sugukonna maavitsa perekonda kuuluv üheaastane rohttaim.', 'Kartul on maavitsaliste sugukonna maavitsa perekonda kuuluva hariliku kartuli mugul.', 'mugultoiduaine']"
prison,bn:00064468n,['vangla'],['Vangla on vabadusekaotusega karistatud isikute või ka eeluurimise all olevate isikute kinnipidamiskoht.']
rail,bn:00077838n,"['rööbastee', 'Rööbastee']","['Rööbastee koosneb harilikult kahest paralleelsest rööpast, mis paiknevad liipritel.']"
rat,bn:00056119n,"['Hiir', 'hiir']",['Hiir on näriliste seltsi hiirlaste sugukonda kuuluv loomade perekond.']
receipt,bn:00000746n,['arve'],"['Arve ehk faktuur on majanduses müüja poolt ostjale esitatav dokument kauba maksumuse, tasumise tähtaja ja tingimuste kohta.']"
rod,bn:00022813n,"['ihunuhtlus', 'Ihunuhtlus']",['Ihunuhtlus on kehavigastust või valu tekitav karistus.']
roof,bn:00068220n,['katus'],"['Katus on ehitise ülemine osa, mis koosneb eri materjalidest ja konstruktsioonilistest elementidest, et toetuda ehitise seintele ja tugedele.', 'ehitist kattev osa']"
sail,bn:00068849n,"['purjekas', 'purjelaev']","['Purjelaev on purjedele mõjuva tuule jõul liikumiseks ehk purjetamiseks mõeldud laev.', 'purjede abil liikuv laev']"
school,bn:00069619n,"['ülikool', 'kool']",['Kool on haridusasutus õppimise ja õpetamise jaoks; õpiruumi ja õppekeskkonda võimaldav institutsioon.']
scissors,bn:00060209n,"['käärid', 'Käärid']","['Käärid on kahe samal tasandil teineteisele vastu liikuva teraga käsitööriist, mida kasutatakse õhukese või peenikese materjali lõikamiseks.']"
seed,bn:00070253n,['seeme'],"['Seeme on seemnetaimede elujärk levisena, mille ülesanne on taimede paljunemine ja levimine.']"
sheep,bn:00070967n,"['lambad', 'lammas']","['Lammas ehk kodulammas on loomaliik veislaste sugukonna lamba perekonnast, üks levinumaid koduloomi.']"
shelf,bn:00070999n,"['Riiul', 'riiul']","['Riiul on vertikaalpinna külge kinnitatud alus või iseseisev seadis riiulilaudade ehk laudidega, kuhu saab paigutada asju, nt raamatuid.']"
ship,bn:00071103n,['laev'],"['Laev on veekogul liiklemiseks valmistatud, piisavalt stabiilse ja hüdrodünaamilise kerega ning üldjuhul suurem veesõiduk.', 'suur veesõiduk']"
shoe,bn:00071172n,"['king', 'kingad']","['Kingad on nahast jalanõud, millel on tugev tald ja konts, ja mis ei ulatu pahkluust kõrgemale.', 'Jalanõu']"
skin,bn:00024643n,['nahk'],"['Nahk on selgroogsete loomade katteelundkonda kuuluv kõige suurem elund.', 'Elund.']"
skirt,bn:00072004n,"['seelik', 'Seelik']","['Seelik on alakeha ümbritsev naisterõivas, mis vöö või värvliga kinnitatakse vöökohale.']"
snake,bn:00059150n,"['madu', 'maolised']",['Maolised ehk maod on roomajate klassi soomuseliste seltsi kuuluv alamselts.']
sock,bn:00072576n,"['Sokk', 'sokk']","['Sokk on labajalga ja pahkluud kattev, kuni poolde säärde ulatuv silmkoeline paariline riietusese, mis ei ulatu põlveni.', 'Jalgakäiv riietusese', 'jalariie']"
sponge,bn:00060631n,"['käsn', 'käsnad']","['Käsnad on lihtsakoelise ehitusega loomade hõimkond.', 'Paiksete loomade hõimkond']"
spoon,bn:00073547n,"['lusikas', 'Lusikas']","['Lusikas on söögiriist, mille käepideme otsas on laiem, üldjuhul ümmargune nõgus osa.']"
spring,bn:00036077n,"['allikas', 'läte', 'veesilm']","['Allikas ehk läte on koht, kus põhjavesi voolab maapinnale või veekogu põhja.', 'Põhjavee maapinnale jõudmise koht.']"
square,bn:00036107n,['ruut'],"['Ruut on geomeetrias võrdsete külgede ja nurkadega nelinurk.', 'Geomeetriline kujund.']"
stamp,bn:00063768n,"['postmark', 'mark']",['Postmark ehk kirjamark ehk mark on postikulude tasumist tõendav märk postisaadetisel.']
star,bn:00073964n,['täht'],"['Täht on astronoomias valgust kiirgav plasmast koosnev taevakeha, mille kiirgusenergia pärineb tema sisemuses aset leidvast tuumasünteesist.', 'Astronoomiline objekt']"
stem,bn:00073868n,['vars'],"['Vars on taime harunemisvõimeline peamiselt maapealne organ, mis ühendab lehti, õisi ja vilju juurega.']"
stick,bn:00019079n,"['Sigar', 'sigar']","['Sigar on suitsetatav tubakatoode, mille ümbriseks keeratud tubakaleht.']"
stomach,bn:00012886n,"['kõht', 'magu', 'Magu']",['Magu on paljudel loomadel seedeelundkonna elund.']
store,bn:00021483n,"['Mälu', 'mälu', 'arvuti mälu']","['Arvuti mälu on funktsionaalüksus või keskkond, kuhu saab andmeid paigutada, kus neid saab hoida ja kust neid saab kasutamiseks võtta.']"
sun,bn:00028190n,['pühapäev'],"['Pühapäev on nädala päev, millele eelneb laupäev ja järgneb esmaspäev.', 'Nädalapäev']"
table,bn:00075813n,['laud'],"['Laud on horisontaalsest plaadist ja jalgadest või muust tugitarindist koosnev mööbliese.', 'Jalgadest ja horisontaalsest plaadist koosnev mööbliese']"
tail,bn:00075904n,['saba'],"['Saba on mitmel loomarühmal keha osa, mis jääb pärakust tahapoole; üldjuhul on saba eraldiseisev paindlik jätke keha küljes.', 'Mitmel loomarühmal keha osa, mis jääb pärakust tahapoole.']"
thread,bn:00077028n,"['kedrus', 'lõng', 'niit']","['Lõng on kiudude ketramisel saadav saadud põimitud kiududega või ühe pika kiuna esinev materjal riide, silmkoeesemete jms kudumiseks, tikkimiseks jne.']"
thumb,bn:00063376n,['pöial'],"['Pöial on inimese kõige lühem ja jämedam sõrm.', 'jämedaim sõrm']"
toe,bn:00077465n,['varvas'],"['Varvas on imetaja, roomaja või linnu maha toetuva jäseme hargnenud ja osaliselt küünisega kaetud osa.']"
tooth,bn:00077593n,"['Hambad', 'hammas', 'hambad']","['Hambad on paljudel selgroogsetel loomadel suus leiduvad luustunud seedeelundkonna elundid.', 'väiksed luutükid toidu purustamiseks suus, lõualuu küljes kinni']"
