word_original,synset,senses,definitions
cake,bn:00014609n,"['torta', 'cake']","['Cake è un anglicismo per indicare un tipo di torta formato da un pane dolce, più o meno arricchito, solitamente modellato dalla teglia in cui è cotto.', 'Tipo di torta', 'Tipo di torta dolce', 'Cibo ricco, dolce, cotto che normalmente viene preparato con la farina, le uova, lo zucchero e il burro.']"
camera,bn:00015008n,"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico']","['La fotocamera, propriamente macchina da presa fotografica e colloquialmente macchina fotografica, è uno strumento ottico idoneo alla ripresa fotografica e la resa di immagini di oggetti reali.', 'tipo di strumento ottico', 'Strumento usato per trasmettere o registrare foto o video']"
card,bn:00015915n,"[""documento d'identità"", ""carta d'identità"", 'carta di identità', 'documento']","[""Carta d'identità, di riconoscimento"", 'Documento di identificazione del portatore che ne fornisce foto, nome, cognome, data di nascita, residenza e altri dati personali.']"
cart,bn:00016292n,"['carretto', 'barroccino', 'baroccino']","['Cassone montato su ruote per il trasporto di cose.', 'Un carretto o carrello è un veicolo o un dispositivo progettato per il trasporto, che usa due ruote ed è normalmente tirato da uno o due animali da tiro.', 'Veicolo o dispositivo per trasporto']"
carriage,bn:00016241n,"['vagone', 'veicolo su rotaia', 'carrozza']","[""Con carrozza si intende genericamente quel mezzo di trasporto a trazione animale, destinato esclusivamente al trasporto di persone, più diffuso fino alla fine del XIX secolo, ovvero fino all'avvento delle automobili."", 'Mezzo di trasporto, particolarmente diffuso fino alla fine del XIX secolo', 'Mezzo di trasporto', 'Veicolo in movimento su rotaie, trainato da una locomotiva.']"
cat,bn:00016606n,"['micio', 'gatto', 'gatto domestico', 'micino', 'Felis silvestris catus']","['Mammifero carnivoro domestico con corpo agile e flessuoso, pelo morbido e folto, unghie retrattili.', 'Mammifero carnivoro', 'Il gatto domestico è un piccolo mammifero carnivoro appartenente alla famiglia dei felidi.', 'Mammifero carnivoro della famiglia dei felini', 'Mammifero carnivoro della famiglia dei felini, animale domestico', 'Mammifero carnivoro, felino di taglia media dal muso corto, domestico o allo stato selvatico ', 'Gatto che si tiene come animale domestico.']"
cheese,bn:00018038n,"['formaggio', 'cacio']","['Prodotto alimentare ottenuto dalla coagulazione del latte di vacca, pecora, capra o bufala con il caglio', 'Il formaggio è un prodotto caseario ottenuto dalla coagulazione acida o presamica delle caseine presenti nel latte intero, parzialmente o totalmente scremato, facendo anche uso di fermenti e sale da cucina.', 'Alimento', 'Prodotto ottenuto dalla coagulazione acida o presamica del latte intero', 'Prodotto lattiero-caseario cagliato o fermentato.']"
chest,bn:00018208n,"['baule', 'cassapanca', 'cassa', 'cofano']","['Il baule è una cassa solida, resistente e capiente, destinata a contenere oggetti.', 'Tipo di contenitore', 'Lista di un progetto Wikimedia', 'Grande scatola o cassa (più spesso in legno o metallo con un coperchio) comunemente utilizzata per contenere vestiti o giocattoli.']"
chin,bn:00018426n,"['mento', 'bazza']","['Estremità inferiore del volto', 'Il mento è la parte inferiore del volto, che si trova al di sotto del labbro inferiore e corrispondente alla parte mediana della mandibola.', 'Parte inferiore del volto', 'Sezione del volto', 'La parte inferiore della faccia, sotto la bocca.']"
church,bn:00018995n,['chiesa'],"['Edificio sacro in cui si svolgono pubblicamente gli atti di culto delle religioni cristiane', 'Una chiesa in architettura è un edificio specificamente dedicato al culto religioso cristiano.', 'Edificio religioso, generalmente di culto cristiano', 'Un edificio specificamente dedicato al culto religioso cristiano', 'Edificio religioso cristiano', 'Edificio in cui si svolgono le attività religiose cristiane.']"
circle,bn:00019169n,"['cerchio', 'circonferenza', 'circolo']","['Figura geometrica piana limitata da una curva, i cui punti sono equidistanti dal centro', 'In geometria una circonferenza è il luogo geometrico di punti del piano equidistanti da un punto fisso detto centro.', 'Luogo geometrico costituito da punti equidistanti da un punto fisso', 'Forma geometrica bidimensionale che si compone di ogni punto su un piano che è equidistante dal centro e che può essere disegnata con un compasso.']"
clock,bn:00019887n,"['orologio', 'oriolo']","['Meccanismo con cui si misurare il tempo', ""L'orologio è uno strumento di indicazione dell'ora e, in senso più generale, di misurazione del trascorrere del tempo."", 'Strumento per misurare il tempo', 'Strumento di misurazione del trascorrere del tempo', 'Strumento usato per misurare o tener traccia del tempo.']"
cloud,bn:00020002n,"['nube', 'nuvola', 'nembo']","['Massa visibile di particelle di acqua o ghiaccio sospese a notevole altitudine.', ""Ammasso di vapori che si raccolgono nell'atmosfera"", ""In meteorologia una nuvola è un'idrometeora costituita da minute particelle di vapore d'acqua condensato e/o cristalli di ghiaccio, sospesi nell'atmosfera grazie a correnti ascensionali o in stato di galleggiamento e solitamente non a contatto con il suolo."", 'Idrometeora costituita da particelle di acqua condensata e/o cristalli di ghiaccio', ""Idrometeora costituita da minute particelle d'acqua condensata"", ""Sospensione di minute goccioline d'acqua o cristalli di ghiaccio prodotti dalla condensazione del vapore acqueo.""]"
coat,bn:00047823n,"['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba']","['Capo di vestiario con le maniche abbottonato davanti sia da uomo che da donna', ""La giacca è un indumento tipicamente maschile, che si indossa sopra la camicia e sotto il cappotto, il giubbotto o l'impermeabile."", 'Indumento', 'Indumento esterno che copre la parte superiore del tronco e delle braccia.']"
collar,bn:00005136n,"['arresto', 'fermo']","['Cattura di qualcuno.', 'La cattura di criminali da portare in prigione', ""L'arresto, in diritto, indica un atto con cui si priva una persona della sua libertà di spostamento.""]"
comb,bn:00020849n,['pettine'],"['Arnese di vario materiale, usato per ravviare e acconciare i capelli', 'Il pettine è un utensile che direziona i capelli per ordinarli e toglierne i nodi.', 'Strumento per sversare i capelli']"
cord,bn:00022592n,"['corduroy', 'velluto a coste', 'fustagno']","['Il velluto a coste o corduroy, è un tessuto, propriamente un tipo di velluto, caratterizzato da costolature in rilievo.', 'Velluto', 'Tessuto pesante, di solito in cotone, con nervature verticali.']"
cow,bn:00012273n,"['mucca', 'bestiame bovino', 'vacca', 'bestiame', 'Bos taurus', 'Bos taurus taurus', 'bovini', 'bue', 'Bos primigenius taurus']","['Il toro, chiamato talvolta impropriamente bue, è una specie di mammifero artiodattilo appartenente alla famiglia Bovidae.', 'Specie di mammifero appartenente alla famiglia dei Bovidi', 'Bovini domestici, comprese le vacche, i manzi e i tori, allevati in un ranch o in una fattoria.', 'Bovino domestico, indipendentemente dal sesso o età.']"
cup,bn:00024410n,"['tazza', 'coppa', 'bicchiere']","['Piccolo recipiente di ceramica o altro materiale, di solito munito di uno o due manici ad ansa, usato per bere.', 'La tazza, nota nel linguaggio comune anche come chicchera, è un recipiente a bocca circolare dotato di un manico ad ansa utilizzato soprattutto per servire bevande calde come caffè, caffellatte, cappuccino, tè, camomilla, cioccolata o consommé.', 'Una coppa è un contenitore per bere, di modulo allargato, generalmente emisferico, più ampio che alto e dunque poco profondo.', 'Il bicchiere è un contenitore per bevande adatto per essere portato alla bocca con una mano.', 'Recipiente a bocca circolare utilizzato per servire bevande', 'Contenitore simile a un calice, anche usato come trofeo', 'Contenitore per bere', 'Recipiente per liquidi', 'Recipiente in vetro usato per bere', 'Recipiente in vetro usato per bere', 'Un recipiente concavo che serve a contenere liquidi, generalmente munito di manico e di una base.']"
curtain,bn:00024534n,"['tenda', 'drappo', 'drappeggio', 'tappezzeria', 'tendina', 'tendaggio', 'panneggiamento', 'cortina', 'velario']","[""La tenda è un drappo di tessuto che pende dall'alto di una finestra o di una porta, sia fissato allo stesso telaio dei vetri, sia montato su un binario sul quale esso scorre."", 'Drappo di tessuto per arredamento', ""Pezzo di stoffa che copre una finestra per evitare che il sole brilli all'interno della stanza.""]"
cushion,bn:00024564n,"['ammortizzatore', 'scossa']","['Dispositivo per attutire urti e vibrazioni, soprattutto nei veicoli', ""L'ammortizzatore è un sistema che ha lo scopo di smorzare l'oscillazione o rallentare un movimento delle sospensioni di un macchinario."", ""Sistema che ha lo scopo di smorzare l'oscillazione o rallentare un movimento (compressione o estensione) delle sospensioni di un macchinario.""]"
dog,bn:00015267n,"['cane', 'Canis lupus familiaris', 'Canis familiaris']","['Mammifero domestico dei canidi, molto comune, diffuso in tutto il mondo, con attitudini varie a seconda della razza.', 'Animale domestico molto comune, diffuso in tutto il mondo, usato per la caccia, la difesa, nella pastorizia, e come animale da compagnia', ""Il cane è un mammifero appartenente all'ordine Carnivora, della famiglia dei canidi."", 'Mammifero della famiglia dei Canidi', 'Mammifero carnivoro ascritto al genere Canis', 'sottospecie di animale della famiglia Canidae', 'Mammifero a quattro zampe della famiglia dei canidi, parente del lupo ma animale domestico, da caccia o da guardia. ']"
door,bn:00028247n,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']","[""Serramneto applicato all'apertura nel muro, serve ad aprire o chiudere il passaggio e mettere in comunicazione due ambienti."", 'Sportello di veicoli', ""La porta è un'apertura che permette di passare da un ambiente a un altro."", 'Apertura che permette il passaggio da un luogo ad un altro.', ""Un'apertura o un passaggio attraverso una barriera o un muro.""]"
drain,bn:00034158n,"['portiera', 'sportello', 'porta', 'transistor a effetto di campo']","[""In elettronica il transistor a effetto di campo, abbreviato FET, dall'inglese field-effect transistor, è un tipo di transistor largamente usato nel campo dell'elettronica digitale, diffuso anche nell'elettronica analogica."", 'Transistor funzionante grazie a un campo elettrico', ""Una barriera mobile che può essere aperta o chiusa per controllare l'eccesso a un edificio, una stanza, un'automobile, una regione, ecc.""]"
drawer,bn:00028639n,"['disegno', 'figura', 'riproduzione', 'illustrazione']","['Rappresentazione di cose, persone, luoghi, figure realizzata mediante linee e segni tracciati con matite, pastelli ecc.', 'Il disegno è la rappresentazione grafica di oggetti reali o immaginari, di persone, di luoghi, di figure geometriche fatta con o senza intenti artistici.', 'Lavoro artistico bidimensionale', 'Rappresentazione dettagliata di una persona o di un oggetto tracciata con matite pastelli e simili.']"
dress,bn:00006125n,"['vestiti', 'vestiario', 'abbigliamento', 'indumento', 'vestito', 'abito', 'vestire', 'abiti', 'veste']","['Qualsiasi capo di vestiario che si indossa sopra la biancheria', ""Con abbigliamento si indicano sia gli indumenti veri e propri indossati da qualcuno, che in generale il modo di vestire che combina questi ultimi con altri elementi, definendo l'aspetto esteriore di una persona o di un insieme di persone."", ""Protezione del corpo umano dai pericoli dell'ambiente"", 'I vestiti considerati come un gruppo.', 'Oggetto con il quale ci si abbiglia.', 'Tutti i capi concepiti per essere indossati sul corpo di una persona.']"
drop,bn:00028709n,"['goccia di pioggia', 'goccia', 'gocciola', 'lagrima', 'gocciolo', 'lacrima', 'goccio']","['Piccola quantità di liquido di forma tondeggiante', 'Una goccia è un piccolo volume di liquido, limitato completamente o quasi completamente da superfici libere.', 'Piccolo volume di liquido', 'Una sola goccia di acqua piovana che è appena caduta o sta cadendo dal cielo.', 'Quantità molto piccola di liquido che prende forma sferica.']"
ear,bn:00029372n,"['orecchio', 'oreia', 'orecchie', 'orecchia']","[""Organo dell'udito"", ""L'orecchio è l'organo del corpo umano preposto alla funzione uditiva: permette di rilevare onde sonore dai 20 hertz ai 20 kHz e di mantenere l'equilibrio grazie all'azione del sistema vestibolare contenuto nella porzione interna."", ""Organo dell'udito"", ""L'organo dell'udito.""]"
egg,bn:00029914n,"['uovo', 'uovo di gallina']","[""L'uovo è un alimento consumabile direttamente o come ingrediente in numerosi piatti delle cucine di tutto il mondo."", 'Alimento', ""Uovo, generalmente di gallina, usato per l'alimentazione.""]"
engine,bn:00030850n,['motore'],"['Converte energia termica in lavoro meccanico.', ""Il motore è un dispositivo capace di trasformare una sorgente di energia, che può essere in forma chimica, elettrica o termica, in un'energia meccanica o lavoro meccanico continui"", 'Macchinario in grado di trasformare una fonte di energia in energia meccanica', 'Macchina in cui la potenza viene applicata per fare il lavoro dalla conversione di varie forme di energia in forza meccanica e movimento.']"
eye,bn:00032512n,"['bulbo oculare', 'occhio', 'occhi']","[""Organo della vista, di forma sferica, situato nell'orbita e protetto dalle palpebre"", ""L'occhio, o bulbo oculare, è l'organo di senso esterno dell'apparato visivo, che ha il compito di ricavare informazioni sull'ambiente circostante attraverso la luce."", 'Organo della visione', ""Organo di senso principale dell'apparato visivo"", ""La parte dell'occhio di forma sferoidale."", 'Organo sensibile alla luce, che la converte in segnali elettrici al cervello, mezzo per il quale gli animali e gli esseri umani possono vedere.', ""I due occhi di un essere umano considerati nell'insieme.""]"
